ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_0_REP_2	TP_0_REP_3	TP_4_REP_1	TP_4_REP_2	TP_4_REP_3	TP_8_REP_1	TP_8_REP_2	TP_8_REP_3	TP_12_REP_1	TP_12_REP_2	TP_12_REP_3	TP_16_REP_1	TP_16_REP_2	TP_16_REP_3	TP_20_REP_1	TP_20_REP_2	TP_20_REP_3
sub_1	0.007083700238461488	0.009474618465982652	25.822605	18.494078626962512	4.247929600218857	6.240213515906088	0.76870537	0.2525058605826134	4.784343197	5.181887747	4.574820772	3.276517023	3.272110424	1.600251719	1.951051182	3.688925768	2.47832115	7.474400623	5.308999249	5.818079264	8.071781814	10.59891656	9.807859907	14.87771973	14.77565692	10.48510201
sub_2	0.00020327378927891213	0.0007314867093610265	24.448385	24.12470444034316	7.910380510649481	8.590391715978672	0.9250536	0.32236960014060256	14.67854836	20.8304165	23.71824849	11.95017338	12.66806264	7.659921157	1.843721662	5.583360582	5.027787971	4.153582923	2.107724965	5.593415179	4.691394922	5.027135612	4.619948001	13.89373866	13.37674542	9.799469327
sub_3	7.614834978190257e-06	9.730287828528228e-05	24.023106	22.558036447522277	5.116627428381204	4.721592022775358	0.9592075	0.19337404941004532	9.212964701	7.492036104	13.27869844	3.398829839	3.502062905	2.142124897	0.388611102	0.706784521	0.711556151	0.491849959	0.282846165	0.718342415	1.387442343	1.478180667	2.295018861	9.790501615	8.185522002	8.517864198
sub_4	0.01456849	0.01728440971151515	23.450733	14.929200421969464	7.6716715045492805	42.33055308525488	0.9384962	0.8040816225890386	40.43003984	40.7620441	33.43361394	40.58680237	31.03654536	32.71372529	33.45144423	39.17673483	47.88494928	46.8875352	40.76180708	55.46446818	51.00799415	55.8249525	43.50474811	44.99512996	42.34716726	44.48696514
sub_5	0.004805757212256276	0.006981114810561654	25.104002	14.383533634250307	8.059519759440576	23.586698150345697	0.8010766	0.3762485819147672	17.6720644	17.29739841	13.59075154	22.44268787	18.13239842	20.45576153	19.95803107	23.75181177	26.52453344	31.82116969	25.29131271	33.13223014	31.53728559	31.41022693	33.69755973	25.46271465	22.76410083	26.38144143
sub_6	1.5007195117890488e-05	0.0001372807717887029	24.895569	12.28298381388619	6.260117291930853	12.40715135251029	0.9538874	0.43858092747851213	6.379658307	6.21820958	5.283232576	9.837284849	10.81846117	10.03036365	7.551920638	15.44399967	20.79079748	20.41448664	13.892808	23.0544066	15.59862866	16.68919296	15.4624898	11.21216929	9.851865125	9.822843934
sub_7	2.89e-06	5.503369649805447e-05	24.256119	23.54893533934996	4.468375774744714	9.014713883529915	0.9706819	0.43674028491201083	12.35631998	12.44198487	15.58279077	11.03738441	11.79061802	8.987345365	3.500933604	7.916650086	6.245690056	5.417361549	3.664575151	6.967914141	6.15834037	7.090386669	8.609334837	11.49131506	12.84986596	10.2629328
sub_8	0.0011776459945725202	0.00244211843111776	23.944124	20.1973763579025	6.136169322407752	12.668063969378746	0.8789257	0.5794394139391872	10.27862871	8.562176089	20.00775946	11.50918283	14.93532595	6.331750754	2.430014705	5.963684187	8.442416667	7.218050035	4.863810962	8.792018061	15.99313847	15.84066009	17.28862541	24.05951029	20.52553762	14.59470106
sub_9	0.0002847790578160175	0.0009266680245688762	24.209358	22.732930271409625	10.471980761604772	26.67859122899136	0.91868365	0.47520874501800364	46.14956898	48.23075744	42.50337108	29.38441453	29.89607669	15.80656263	10.65429859	25.71667197	18.23897161	18.47249919	12.9960743	20.70221353	21.75922956	28.024034	25.77176077	37.11054664	41.11851567	24.60615395
sub_10	0.00289444	0.004713939886855241	23.4122	14.532053274607378	3.8683560211030383	12.298094422458572	0.90047586	0.6852127638979997	10.33731924	10.91178807	7.036410697	10.57064104	9.83684282	7.647155547	6.429291473	13.52522215	10.4750662	17.77731612	12.2730437	20.8508112	13.88575411	19.03923947	14.50110014	13.28069018	13.41849501	11.576632
sub_11	0.00153664	0.002959589201101928	23.90516	22.066822234952582	6.83423541819681	29.82478102348035	0.9732036	0.6475994019186232	41.06584482	31.65916535	32.25251367	29.35564965	33.35693845	32.3647318	16.34137529	28.55490004	24.50802323	22.70785946	18.91176016	31.12276061	29.38789244	27.3573116	30.9378652	36.61819552	34.49804731	40.21634835
sub_12	0.00010024071639846804	0.0004636843724518928	24.060547	22.593194315037984	13.801296401254275	19.744697482924238	0.93580514	0.2958840681531918	30.52833618	40.55815891	41.45876406	24.38801359	25.84333021	16.01069569	5.894518789	10.42233357	9.340184938	12.46031305	9.422698623	13.55376747	18.17433224	16.44549105	16.32067232	35.4311349	27.92616798	26.07714534
sub_13	1.5007195117890488e-05	0.0001372807717887029	23.78564	11.356806883941658	4.163359937237892	6.205792063067465	0.9538812	0.23579519219768322	2.139349801	2.087037387	1.346469641	3.944692346	3.724868244	3.532417658	6.876391278	9.588660446	10.72487359	11.70841683	8.768105873	11.13052044	7.409698426	6.488544527	5.338952411	3.588041988	3.863182619	3.76798218
sub_14	1e-08	1.8823076923076925e-06	23.57897	12.00867078855761	2.9983445905425814	4.058474337139876	0.9766724	0.28300434028836197	1.885190423	2.391035035	1.053947761	1.391581656	3.344883423	2.612921578	5.133462502	5.660158553	5.737496399	7.998683147	6.269486578	7.390776369	4.230540102	6.187469693	6.103838078	2.098513054	2.168359225	2.611072547
sub_15	1.8782070577164292e-05	0.00015649297250556007	24.845625	19.77152010407507	3.6872265327674096	5.8666995250004685	0.95230705	0.3619191699236859	7.246383458	5.400228042	8.033763127	3.560874021	4.305438871	2.349617864	1.643012325	3.14844762	4.12987511	4.300522705	2.895606336	5.603010307	8.167819961	7.50844977	8.568422796	10.71389541	8.541137837	9.445789321
sub_16	0.00015332302511970847	0.0006170747409011951	24.760445	20.09781050471069	3.3126667291572582	3.004465872919489	0.9297775	0.2188069871629001	5.630435398	3.784072838	3.726759282	0.615848903	0.589606569	0.134194491	0.228397904	0.466262566	0.195047093	1.703473817	1.157530376	1.155648669	4.896508996	3.768545077	4.0077182	7.167637008	7.194822419	4.957394482
sub_17	0.003961167315452109	0.005990714722442094	25.059792	17.548914681817237	7.839852827266233	21.51604214359719	0.8151965	0.4581308918401049	20.13073005	21.84164865	14.6432867	15.08172656	15.61199102	10.8393759	10.54621228	20.94983099	16.0606613	28.47346098	20.7153355	24.1142515	29.35374063	26.5341646	24.3715305	30.85622346	28.28688829	29.176292
sub_18	0.04115877162979232	0.043990178719415504	25.191036	14.03247277850153	9.388414304222714	36.08422311403878	0.5527881	0.6913225463842718	32.43246552	25.35306251	24.09162532	27.51501326	24.68230838	20.57302312	25.62713295	54.2858627	55.1755189	36.29526081	30.10965618	50.8216979	41.67437406	52.79136967	53.62501844	33.22145866	39.51117501	37.83728337
sub_19	0.00019676945106837464	0.0007159774673075283	23.628878	12.034088563465707	3.331996624751905	4.011133597700781	0.9258611	0.36975320383980065	1.371131181	2.284287872	1.305301449	1.088250074	1.358971239	2.319764523	7.83063606	4.65693953	3.574277625	10.81913615	11.257242	6.648748976	6.706088407	4.261074668	4.090483966	2.647520705	2.310095877	2.620018025
sub_20	1.3630104029009186e-06	3.685399398782926e-05	24.175772	21.93185335598846	3.838997730414475	6.218091383662933	0.96734303	0.25120760058012853	9.970640345	8.681019852	9.075310825	5.163198264	4.107025104	4.393927799	2.369756787	3.136020155	3.856863423	3.386872267	2.151278026	3.901082943	3.847949739	4.804646408	6.454771223	10.77051061	9.003055066	9.904219112
sub_21	0.0006176805809427194	0.0015670963002248153	23.903751	1.5217600757995786	87.14141102820734	191.73119489573511	0.9008332	0.30309005862922683	293.3576321	272.8371722	242.2179109	289.1104308	266.9381185	315.4647296	135.7443487	145.5578664	231.7438844	115.2183149	101.4423819	124.0452793	116.0669147	144.4876139	124.4368218	216.9047467	180.7514342	207.6600444
sub_22	5.776e-05	0.0003279320649651972	24.20935	21.96231554434077	4.3673221384738445	9.681675940144169	0.9667995	0.5107353725674104	12.4079491	11.93391537	14.67728814	10.742686	10.54097866	8.061845048	4.091560565	6.327810846	6.054885634	7.603395886	4.878483092	8.170117928	8.320973667	8.028679292	12.00552995	13.96761843	17.02201851	10.74170823
sub_23	5.3889914288248557e-05	0.0003088258085792605	22.371037	0.35604610457658126	7.398547646060319	11.125628756058251	0.9420211	0.19198318979244935	16.3852255	15.81201865	12.43539603	17.52567195	15.19067348	15.28824913	4.795149654	8.477687764	11.08929717	2.879110677	2.581691033	2.827610729	7.26380468	7.706339189	7.397818472	21.05444836	20.52044422	18.55187143
sub_24	0.00012066866271467244	0.0005193952817287659	25.260984	19.297970582082808	2.334903146796931	6.914106539298653	0.9326992	0.46306569474514686	7.664870063	7.071486117	6.401942185	5.496451459	5.18485277	5.254553035	2.335725438	7.088648073	4.911394164	6.38447791	4.97445016	7.431089695	7.823769809	8.49255854	8.946060744	10.53321015	9.772072241	8.813584298
sub_25	0.000647937158977363	0.0016244899877229581	24.841787	12.651818400387947	2.8684606479500863	3.60149149219108	0.8995946	0.3396480550917044	0.582400055	0.73318957	0.898181316	1.896768217	3.065446427	1.573607358	2.363650939	5.434606401	6.311444927	5.759996908	4.860567694	5.574000731	5.193388642	6.931552766	7.92699913	1.441079623	2.184697777	1.142029678
sub_26	7.000572874899441e-05	0.0003713125161290322	24.146694	23.058394431650445	11.321732782678254	15.24003900594128	0.9396137	0.30554150811798547	22.17691857	35.16337974	36.71793804	18.47864375	17.78703931	14.64521978	4.205882995	8.238861945	7.402578235	7.842247499	5.190022129	9.053862786	11.72258691	13.55584718	13.1663013	27.42326467	21.63587045	18.77769682
sub_27	7.089656681535319e-05	0.0003722830450583031	24.325348	13.937397698798014	5.088938773089523	8.479943677507812	0.9393445	0.4193131886424759	3.776488375	5.424791245	2.547913021	6.564177831	4.913918682	3.195451971	4.936853989	10.93746995	8.396105669	13.87521735	10.30090323	14.90199932	11.46649386	13.98864459	13.13560584	8.544242487	9.071515807	7.196613786
sub_28	0.0028387113518400257	0.0046494823814943395	23.0333	21.628595324638802	2.588607596820343	3.43877453161651	0.8363314	0.2718871600264603	6.360394717	5.944573885	5.681110756	3.422538667	4.159780583	3.014842448	0.641404586	2.29718325	1.332528939	0.738555653	1.004869425	1.207583854	3.216550579	3.811464084	5.246178761	4.708470257	3.89393038	4.306108853
sub_29	0.001286907111314153	0.002610080150340433	24.144806	11.52829563085478	2.908868938291867	3.0016929072967216	0.8755086	0.35990505148999635	0.549847207	0.454816447	0.553322574	1.243541054	0.793701151	1.580656263	5.78887115	4.51131449	7.828278986	4.204086023	4.536572311	7.733181218	3.642017386	2.452767682	4.282531555	2.551350081	1.626269419	2.231556188
sub_30	0.03816489706362701	0.04102328272114882	25.926666	14.02961411666091	4.413640602323605	5.26467231053263	0.5654188	0.3944841235997208	0.92168138	0.345887908	0.984568356	1.561032629	2.350595565	1.849367828	4.215547249	8.448049333	10.94752604	5.156335394	5.509716382	8.730354586	9.046233841	9.379144322	9.128437519	7.711455621	3.197652245	7.490855934
sub_31	0.019740250000000004	0.022640914811342866	24.019955	14.144709725433984	2.2082671166934764	5.96190424572538	0.9103919	0.8298385767934676	3.919290043	4.102401241	4.204552263	4.622515166	6.650538556	2.365098403	2.249475801	7.444180185	6.087304398	9.630816624	6.173402749	9.294991909	6.621335315	7.784439889	9.328859389	6.992670538	6.946970787	4.216336811
sub_32	0.021675598039525942	0.02455564277903703	25.836523	17.68164453370224	3.061656438931633	9.712805087007991	0.6486124	0.5024559154376493	7.043280887	4.59869963	7.668933775	6.885532873	6.817325959	6.849510474	4.2923738	8.560289296	9.361056474	7.649859271	6.21704518	9.686396302	10.52138356	13.18398238	14.30167079	14.64541216	11.07412033	12.6083768
sub_33	0.033489	0.03642924338741942	25.062859	1.1966633493797079	3.4340994689115214	12.856201092561113	0.89140445	0.8866073186472385	16.37314329	14.65722013	22.19998399	15.50528137	18.35066203	12.57376117	7.483922699	13.62464398	15.38577231	9.432683862	7.226158946	12.66790753	6.910499831	10.45418999	12.52795084	14.16229469	13.09352489	10.12896165
sub_34	0.04100102038538384	0.04384072400394768	25.381042	16.965977160686325	9.561444446269455	21.361855838424994	0.5533174	0.2601990312158067	15.26763238	14.78489396	14.49878058	16.22344149	18.4011269	18.42612832	10.26741243	18.22217772	18.12520365	22.00874863	21.61862181	24.59170128	28.45801011	33.6446578	32.49404379	30.24654514	27.74822196	27.19709105
sub_35	0.0025113338382754943	0.00426604227855615	24.719439	0.0	4.821789745644814	4.803683139380128	0.8436114	0.13314345592206994	17.91535946	16.76945117	19.69865751	6.914256306	8.690223178	5.569524733	1.868512834	3.225245283	3.709299307	0.92151603	0.693879663	1.573036862	1.095025697	2.232228782	1.533210155	6.686480502	6.313881135	5.443618532
sub_36	7.948265622205687e-05	0.0004022627916760562	24.092503	21.47286892401548	7.159401523521314	14.18290954696409	0.9384653	0.4126687347132116	22.57576304	20.34843526	20.47613365	12.76606307	10.38463905	16.07022288	4.358627183	8.734648613	9.161894172	10.55771261	7.788219516	14.15358023	11.18178369	13.27046561	17.95641495	19.11300408	20.7936876	22.55511787
sub_37	0.04618201	0.04896333555892548	22.647041	18.38238172032044	1.437470119020191	9.276243974045638	0.56550014	0.9262480841104986	11.16118421	10.85003028	9.668773036	7.112005086	10.80387038	7.062366319	4.756937876	10.72933745	8.176216529	10.33214943	6.818306803	7.764896247	12.39852204	10.90809574	12.77759359	11.23859168	9.197926388	8.880682791
sub_38	2.4785136366800226e-06	4.9108687198024415e-05	23.454138	10.82524170478291	2.836245434443757	5.0674123100594315	0.96472055	0.32653218539599077	2.299431006	3.128016823	3.473270463	4.072618707	3.80160079	3.660650104	5.64826298	6.841297862	9.11652934	7.72911012	7.057243	9.241879274	4.262675743	5.133191591	5.868084067	3.038442237	2.426316586	2.923354223
sub_39	7.42083441579389e-06	9.582470615011952e-05	23.931557	23.233835824214456	72.35091018191568	134.41581814078654	0.95933	0.3032443662637404	226.0233018	192.5668866	200.5869706	155.5881466	160.509131	161.5143676	41.11994279	74.45311473	98.95946716	62.63062288	51.01959053	99.91457006	96.21844131	116.7914887	117.716425	198.2215346	158.5565471	149.9284544
sub_40	0.00017227375102450446	0.0006630445462440223	24.409878	23.6982115218159	8.598022584468294	7.502880512245394	0.92826116	0.12470658142484521	20.92981149	17.46495156	21.37572471	8.639337849	8.991798568	8.164743254	1.046775565	2.849251257	2.756147914	1.961236303	0.716300891	2.142155462	2.564181352	1.360199793	2.533766401	13.18400999	12.95309327	11.14100232
sub_41	0.0006250000000000001	0.0015815667011375393	24.125504	16.126711200508595	3.677437703082415	12.04127122125265	0.9387859	0.5971747282461082	10.72331938	10.88293389	8.654487887	8.477620823	7.775146474	9.291911846	8.391262555	9.203637559	12.35127611	15.39833025	11.2176496	16.95381672	13.84634177	17.1071007	15.74501854	13.58041461	11.45303439	17.6737242
sub_42	0.00022395049438077	0.0007890667526994157	23.78193	12.869040333312489	24.693142877002657	50.29541029162475	0.92386425	0.4994815497466393	35.30259877	33.19695287	12.49620471	34.45607183	18.75336224	48.27512126	50.08056455	56.3950104	53.0546285	118.8079732	96.43635506	65.45030261	86.95343748	61.03579411	51.31492504	36.62296281	40.94558624	48.7638076
sub_43	4.1381571575676425e-06	6.7960205131329e-05	23.492943	20.938500665577756	8.823170757579492	16.009673146247522	0.96263355	0.3467265834997445	24.1245462	21.51821888	22.96202227	14.89043261	19.08045166	11.93007371	5.093786259	7.386664527	9.004420164	8.94323754	6.706853711	13.02939283	15.36811927	18.24208574	20.96732987	27.02401603	22.72711513	21.36914297
