ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_0_REP_2	TP_3_REP_1	TP_3_REP_2	TP_6_REP_1	TP_6_REP_2	TP_9_REP_1	TP_9_REP_2	TP_12_REP_1	TP_12_REP_2	TP_15_REP_1	TP_15_REP_2	TP_18_REP_1	TP_18_REP_2	TP_21_REP_1	TP_21_REP_2	TP_24_REP_1	TP_24_REP_2	TP_27_REP_1	TP_27_REP_2	TP_30_REP_1	TP_30_REP_2	TP_33_REP_1	TP_33_REP_2	TP_36_REP_1	TP_36_REP_2	TP_39_REP_1	TP_39_REP_2	TP_42_REP_1	TP_42_REP_2	TP_45_REP_1	TP_45_REP_2
sub_1	0.22250089	0.27521405559893525	24.101604	5.370245281128627	0.1301632621378102	-0.08602581339309624	0.9811405	0.7374019026918058	0.1238174579	-0.0308393408	0.1043867022	0.0252435904	-0.000537412399999995	-0.0384263433	0.2218828899	-0.0939144646	0.0050262521	-0.0645299749	-0.068232717	-0.2218271874	-0.4254000679	-0.1794071437	-0.3061655657	-0.1847286544	0.0394286063	-0.1026850259	0.1107053687	-0.0837164655	-0.0791893482	0.000455358799999999	0.2243351698	-0.1458366252	-0.2999511036	-0.1186116414	-0.3310792796	-0.091433756	-0.3143859786	-0.1068989716	-0.3588299433	-0.0667565381
sub_2	0.011358615589257383	0.025621213804894485	25.899593	15.25157873309967	0.11048021831743547	-0.08152183138780457	0.085754305	0.3270802395711889	-0.6478485633	-0.5803001654	-0.6421964034	-0.1851870376	-0.298361159	-0.2107276442	-0.2232191614	-0.020493198	-0.0144378934	-0.0626768669	0.0824747484	-0.1039839182	-0.2223070997	0.0421442606	-0.0205464391	0.0094160639	-0.0534202469	-0.0671038078	-0.1333677301	-0.1112797371	-0.0753784038	-0.1120574737	-0.0577638768	-0.0795499507	-0.0599986724	-0.0416666968	-0.0401623159	0.0770328395	0.1346014889	-0.0013573962	0.1259915584	0.018156317
sub_3	3.2041383208690105e-07	1.3958027560285626e-05	22.137047	6.694118809208477	0.2405468571071641	0.03308400723140037	0.9843552	0.253236343477745	-0.4814815663	-0.3053261889	-0.000486202999999999	0.0970911127	0.1961832376	0.340129902	0.0725090219	0.2847896746	-0.0654128899	-0.040003256	-0.2172535335	-0.139547922	-0.0525355864	-0.1578644544	0.014473782	0.0082275554	0.3058874922	0.038865173	0.3774748986	0.3573601237	0.2624251085	0.4404517753	0.2521099538	0.1076680765	-0.1107296299	-0.1597404991	-0.2647147768	-0.2028248635	-0.0911060088	-0.2391948339	0.0383136771	0.0457286968
sub_4	0.01361889	0.02961736764430577	23.351234	19.325614816521945	0.18891547640895304	-0.12992618872146117	0.88579696	0.5463392391338102	0.00206261360000001	-0.1091726809	-0.4501172331	-0.1362170243	-0.2614235832	-0.1325604216	-0.3787024103	-0.2606367796	-0.007307608	-0.2189377602	0.0302332015	-0.2363754492	-0.2745985549	-0.0520192235	0.1694989752	-0.0487254148	-0.1062542979	-0.0425216741	-0.2624446518	-0.2484537437	-0.253945842	-0.3065924525	-0.4056332267	-0.2010677671	0.0728527901	-0.118557553	0.1029084412	-0.1499609914	0.0778714016	0.0789369788	0.2857220425	0.0856872481
sub_5	0.0005534961206821477	0.00313198344	23.653988	3.764649095657399	0.1340248758801585	-0.11914883925095052	0.6062426	0.41731929335953133	0.192985704	0.1277431226	0.0069914723	0.1801944427	0.0684825603	0.0116510126	0.0899153358	-0.061489223	-0.1622800392	-0.1653381031	-0.0865091047	-0.2070174024	-0.4175650724	-0.1317376509	-0.1632277959	-0.100445388	-0.1114720532	-0.0462185213	-0.1161416042	-0.08543082	-0.1671344517	-0.0328966851	-0.1048598644	-0.1052608322	-0.3108126099	-0.2294477083	-0.3333564371	-0.1890692332	-0.2589211206	-0.1833860049	-0.272317601	-0.0564447933
sub_6	0.07134241000000001	0.1044656717857143	22.483301	6.0831584790200255	0.0809118455776853	-0.10981350700965323	0.9960282	0.6376384750453554	-0.1510465113	-0.2122537009	-0.1231328156	0.0315376121	-0.0048573093	-0.0527774238	-0.0093774339	-0.157578355	-0.0809561662	-0.1717897474	-0.0983784091	-0.2503163315	-0.1863336531	-0.2322315457	-0.102140007	-0.1858672288	-0.0168117471	-0.0820152777	-0.0678657006	-0.0523065358	-0.066339738	0.0070318118	-0.0963872293	-0.0392703674	-0.2426492202	-0.0811053276	-0.1575166202	-0.145721111	-0.1692255204	-0.2306656648	-0.1000768512	-0.0923687596
sub_7	7.000572874899441e-05	0.0008132332156341517	24.848309	4.350204248842224	0.3122099068841938	-0.06865911953232345	0.8659092	0.27311012321698247	0.6757768981	0.6225871687	0.7032559096	0.4438198572	0.6132942958	0.443881807	0.5193079473	0.3349759368	0.1372618267	0.0999279059	-0.131760613	0.0253871585	-0.3191696195	-0.1169763821	-0.2841949298	-0.1802776182	-0.0195685316	0.0670731166	-0.0729410617	0.154260026	-0.1622885219	0.0657032483	0.0349605607	-0.1192909681	-0.3141292007	-0.2164579267	-0.5578297625	-0.330414086	-0.5804547192	-0.2375367364	-0.6410605063	-0.1434110073
sub_8	0.00072361	0.0037359716296296295	23.377369	2.2323742927291432	0.13690972555160635	-0.008961220377149116	0.98804015	0.44378255312155696	0.2844614948	0.2906537776	0.0534207053	0.2895983229	0.0450486799	0.0868880594	0.0631150312	-0.0266903402	-0.1993139331	-0.044166147	-0.254453669	-0.084914363	-0.2696510146	-0.0140175779	-0.0879731064	0.0442772923	0.0515449251	0.1742849362	0.0157089069	0.0728776152	-0.0478411706	0.0761315805	-0.0384862886	-0.0484763643	-0.1996402234	-0.1327449734	-0.0981662029	-0.0132535989	-0.057153576	-0.0365948603	-0.0518919887	0.0810371495
sub_9	0.0002282059905881741	0.0017871862408983972	27.21873	3.898796014478606	0.10166526930027503	-0.02001875829358462	0.75031435	0.2838642740754741	0.1928620592	0.196115457	0.189028568	0.2582966897	0.2418805785	0.1797971076	0.1620549461	0.0485259969	0.014744705	0.0204067026	0.0022643936	-0.0354242231	-0.0787024217	-0.1026916202	-0.108378243	-0.0764379983	-0.1002579502	-0.0820054405	-0.0098937796	-0.0371789246	0.0247264579	0.000582887699999996	0.0852736543	0.0153690498	-0.1062496718	-0.0229731715	-0.1633666751	-0.0266929359	-0.1948093491	-0.0055842902	-0.2341010858	-0.0696943808
sub_10	0.0024700900000000003	0.008943650545454547	27.691725	13.662552131208948	0.21004064112872886	0.03623093291546223	0.90074295	0.4802583057514216	-0.3186164261	-0.0172174255	-0.0345225981	0.1187800002	-0.0209565833	0.1566742392	0.0682212082	0.3273385201	0.0656445918	0.1426753713	0.1279790061	0.1423547263	0.0306055099	0.2247080619	-0.0842258438	0.1058138431	-0.1571004957	-0.1890774966	-0.2185596371	-0.1876544638	-0.2351831283	-0.1306803195	-0.352140802	0.0178200163	0.2363726459	0.1014363185	0.3198412817	0.255852136	0.4177570912	0.1834860433	0.4141387293	0.0950970162
sub_11	0.07890480999999999	0.11320656807810894	23.730965	5.66535049512099	0.12869815877321125	-0.03509570059133818	0.9957982	0.6448958736115531	0.0652051574	0.0294920407	0.1042849809	0.042660172	0.1837371864	0.0501738409	0.2450383471	0.0849627512	-0.1221256687	0.0017760717	-0.1410374657	0.0220576202	-0.2540702349	-0.0927511378	-0.2446650606	-0.0966444652	-0.0066564699	0.0824091173	-0.020880034	0.0521471929	-0.0164991998	0.0748640861	0.1615172353	0.0170061393	-0.2398380619	-0.0372301746	-0.2766040344	-0.0541818325	-0.2442790449	-0.0342689211	-0.2885836203	-0.0080007405
sub_12	0.00685584	0.017930658461538462	24.731178	14.95713923487841	0.08979688961680143	0.06202169830823928	0.7045187	0.518874646644572	-0.0361711944	-0.0254022687	0.1564253567	0.073443763	0.0419767569	0.0583512501	-0.0383112336	0.117764272	0.113479737	0.1438260113	0.0590654491	0.0848058566	0.3282442125	0.0796918808	0.0464491468	0.0572643809	-0.0375818145	0.0104340006	0.0770339045	0.0022114321	0.0062856523	-0.0238819531	-0.0780220161	0.1053977795	0.1522817897	0.2316092207	0.2735912831	0.1562091934	0.2883519747	0.1087536338	0.0916866647	0.0615755019
sub_13	0.0036363468544616142	0.011391162955324698	23.647839	15.43104866230534	0.09488295908678987	0.05270200966936703	0.215486	0.286499200226095	-0.3012324213	-0.2369971873	-0.2045202507	-0.1311067283	-0.1880246286	-0.1222107145	-0.1514133836	0.0807820984	-0.104049865	0.017992956	-0.0295300641	0.1066775892	0.1632161747	0.0991313505	-0.0304141438	0.0554912281	-0.0092622666	0.0046907377	0.0317048338	0.0497648615	0.077670518	0.0033840203	0.1193084772	0.1273965195	0.0787390707	0.146703671	0.2232940281	0.1724549383	0.192134691	0.1493532141	0.1170556511	0.0883628518
sub_14	2.453168401915335e-07	1.1031344362161218e-05	21.928596	18.148231542992974	0.15178911527490602	-0.18026121788926425	0.98616564	0.28616521072333456	-0.3093356583	-0.3726326965	-0.4488432654	-0.4357605176	-0.5162667345	-0.4669759093	-0.4948764176	-0.2944094867	-0.3517936534	-0.2552396607	-0.2304877514	-0.2309631118	-0.1110131704	-0.0841083206	-0.0822352058	-0.106205197	-0.2390982586	-0.1178501778	-0.3038067596	-0.1706590816	-0.1600483916	-0.1994707118	-0.2842033961	-0.1708522551	-0.0629314738	-0.0779633404	0.0600546375	-0.0065003015	0.1696932862	-0.1256292371	0.0493100325	-0.1107166601
sub_15	7.040342990190696e-06	0.00014223533519312797	26.519527	14.350427191284519	0.10134767313996132	-0.10921453082907862	0.9594663	0.3313165591508278	-0.4791053874	-0.3435428754	-0.2710840653	-0.2142475586	-0.1873936246	-0.1724529258	-0.0228748785	0.0100765424	-0.0897212286	-0.0407034791	-0.1043427225	0.002111115	-0.1312848306	-0.0289692455	-0.2092791406	-0.0394157925	-0.1464474818	-0.1014277253	-0.1540106589	-0.1824402503	-0.1561461727	-0.2293381377	-0.0797918152	-0.1089589584	-0.1205054369	-0.0198404581	-0.0226875392	0.0267104667	0.0603949892	-0.0174610426	-0.0390929005	0.0231367718
sub_16	0.00802816	0.019842650780141843	25.09388	2.7956704968932184	0.11216676998060052	-0.005064364593066296	0.962664	0.5256619387407612	0.1942797673	0.2024111895	0.1976689161	0.074037963	0.173922371	-0.0292641632	0.1988990169	-0.0735273532	-0.1247473725	-0.1066401456	-0.1421945664	-0.0292973098	-0.3094181398	-0.0288621219	-0.0992243405	0.0277692605	-0.0232788492	0.0529940414	0.0540054452	0.1081059784	0.0514041038	0.0643174678	0.0615363542	0.0761334848	-0.1387416168	-0.0119046911	-0.1670620645	-0.0392890075	-0.00129370349999999	-0.0015281166	-0.0127939561	-0.0893423971
sub_17	1e-08	7.744444444444445e-07	22.219479	5.6581437652111335	0.4938061516518369	0.15516294371779943	0.993543	0.22805742249074548	0.8268030324	0.6599559697	0.7193602554	0.8135970715	0.8519103915	0.8616938782	0.474765538	0.5005805462	0.4925953022	0.2095836993	0.2864687057	0.0354880483	0.1882795732	-0.1864796176	0.3154986322	0.0354824516	0.398988073	0.2758496346	0.3506722681	0.3948875565	0.0761180535	0.4657896288	-0.0727866293	-0.1965760302	-0.4913266831	-0.4654305528	-0.7454924798	-0.8271297093	-1.0076130863	-0.5165968963	-0.8473745346	0.0327608139
sub_18	0.0013987600000000002	0.006135750573246723	23.713379	16.228636322465313	0.22849551105688115	0.09707693532931325	0.99130577	0.4631334951416552	-0.0815766124	-0.1086544933	-0.1173525712	-0.2102055654	-0.1373174672	-0.0252835303	-0.2486946748	0.1561664109	0.225136541	0.0876587068	0.190172476	0.1397681421	0.7786353667	0.1102713071	0.2102843565	0.1032450494	0.0362531134	-0.0589310955	0.0412839532	-0.0214007821	0.1106142565	-0.0662843211	-0.0685384576	0.1389125645	0.4386670218	0.2839372189	0.4958831146	0.2001712532	0.2952358099	0.2920669616	0.287482233	0.2346493338
sub_19	8.999999999999999e-08	5.018399999999999e-06	24.989037	23.465059280660768	0.1716076955415201	0.002649789624186596	0.99604154	0.290659679713836	0.1165281992	0.0913958078	-0.0019260342	0.1119764338	-0.0032433477	-0.0983550471	-0.0641333104	-0.2705107046	-0.1555688856	-0.2107616645	-0.0321388634	-0.1414777816	-0.0410021981	-0.0246002125	0.2088503004	0.1720944612	0.1687183424	0.2397634794	0.0605424473	0.1225563445	-0.050974178	0.0404933121	-0.0793405354	-0.0332619369	-0.119983147	-0.1358222126	-0.127649908	-0.1478961355	-0.0435139729	0.0295754038	0.0995963387	0.1779132186
sub_20	0.00030358741234034526	0.0021373780444567743	25.289427	3.6224435553766554	0.08235861086145328	-0.050051288559199096	0.7061821	0.3912479144948722	0.235755723	0.1374235371	0.1608737945	0.0997918765	0.1517994665	0.0122513025	0.2005733889	-0.0373053384	0.0312647394	-0.051069003	0.0496921275	-0.0824192224	-0.151703891	-0.087586056	-0.0746795466	-0.0731707445	0.01789296	-0.0719455289	-0.0133069881	-0.0300374331	-0.0194470643	-0.0134362525	0.0207894678	-0.092902468	-0.1376199858	-0.127787261	-0.203437593	-0.1174581903	-0.1583897243	-0.1470399547	-0.2221578797	-0.0925051793
sub_21	0.0011764899999999999	0.005448594883720929	25.648476	15.511910391553629	0.08913034094875405	0.1153134846706437	0.9928456	0.4581561402753043	-0.0591253006	0.1403361375	0.0551285694	-0.0030980201	-0.1058192057	0.0868883553	0.1727449201	0.171443799	0.1568991356	0.1091981568	0.2303503425	0.1779947185	0.2503616229	0.1663546938	0.1634871568	0.1829375126	0.00802551060000001	-0.0077099805	0.010661269	0.0454532181	0.0990104229	-0.0095942893	0.0756557736	0.1195074089	0.1421008575	0.1709441898	0.1798480732	0.1353811708	0.1132960351	0.1635645078	0.2926992422	0.1510309584
sub_22	0.0017222500000000003	0.0070199312865497085	25.240921	3.6154956137453516	0.10960533254105669	-0.15228216356299834	0.5146465	0.4676606850383097	0.056107758	0.2176043755	0.139283242125	0.10417925125	0.0952897855	0.015166017875	0.081164025	-0.059828286625	-0.2067618315	-0.03538946075	-0.23921691375	-0.089440322375	-0.385248569375	-0.1460255305	-0.33546005325	-0.18848414825	-0.134347663875	-0.070851749	-0.194005399375	-0.1175045275	-0.16051297725	-0.0745901295	-0.030389023	-0.213380840125	-0.334323500625	-0.159679337125	-0.38314511875	-0.196557985625	-0.27499410025	-0.2087983285	-0.25885757975	-0.207636200125
sub_23	0.01898884	0.038307442778581766	24.261686	12.742512111055477	0.048953396846024205	0.18306826648981891	0.99338186	0.5623487261073964	0.0626982234	0.1139175638	0.1876360048	0.1684903513	0.1810500359	0.1895975427	0.1763808235	0.2447139548	0.1971283169	0.2605275075	0.2019900713	0.2196722868	0.3101629239	0.2045735785	0.1329319767	0.1810127634	0.1419596691	0.1149561727	0.1522590003	0.2002955338	0.2044287698	0.1536398883	0.1743336324	0.2378966407	0.1836419782	0.2801205667	0.2113716112	0.2576586012	0.1905937475	0.19840274	0.1696220642	0.1420323571
sub_24	0.24176889000000001	0.29306594144347825	21.13316	4.708825547230673	0.13012409886164017	-0.014851629628810838	0.96720916	0.7473997687517575	-0.1073115108	0.1301297821	-0.2121157872	0.2673828998	-0.0995411457	0.2684075754	-0.017442464	0.1856330764	-0.1475801515	-0.1376690312	-0.0728571069	-0.1178203412	-0.1808920701	-0.1098458106	0.091422484	0.0405658806	0.00856172390000001	0.1062307561	0.0677169337	0.1177164869	0.1713558378	0.0338130883	-0.0415896837	-0.0338138345	-0.1052370793	-0.1910845825	-0.0800777068	-0.1749407768	0.1077285866	-0.0957056361	0.3909362759	0.0269870529
sub_25	0.026276409999999997	0.0481331347437582	24.396969	4.659477825110484	0.22145793882076578	-0.10278496663972314	0.9832085	0.5785004637278934	0.1374004323	0.2247599496	0.180703192	0.1723906163	0.2578820426	0.0296654988	0.3453904404	0.0689630367	-0.2696320549	0.0087614176	-0.5378896674	-0.0098507197	-0.4426482431	-0.1692128254	-0.443167839	-0.2196140974	-0.0277986932	-0.0547770699	-0.0776012953	-0.0213699825	-0.1820998605	0.0653384612	0.1958172275	-0.2042731603	-0.4272305908	-0.1560228786	-0.5062007883	-0.3105245198	-0.5083635483	-0.1374621357	-0.4616974179	-0.139427025
sub_26	0.03455881	0.05889361997555012	26.482414	0.8429614264390675	0.05233453815428816	-0.04124568987875715	0.89718133	0.5933010404272618	-0.0085883628	0.0954667546	0.00851584780000001	-0.0428616025	-0.0805480202	-0.0125404837	-0.0197060317	-0.0759817201	-0.1605609957	-0.0569959158	-0.1398466525	-0.0130016758	-0.0753341981	-0.1210937488	-0.131728932	-0.048736965	0.0123177657	0.0251131103	0.0201582099	0.0133377696	-0.0150541806	-0.0292948317	0.0410079729	-0.0334940882	-0.1513584285	-0.1161699796	-0.0919217846	-0.0127657079	-0.1010133341	-0.0358094306	-0.0753460961	-0.0706859904
sub_27	2.4182483006839897e-05	0.0003787683293430878	25.41867	16.182028325824998	0.3662964444472272	0.13824290858413626	0.91787124	0.25339128201493594	-0.853348332	-0.6224123729	-0.6735324391	-0.6753236183	-0.6969452661	-0.3810913372	-0.4153028615	-0.1092613009	-0.1139943309	-0.0704931012	0.1825571241	0.137971437	0.3136283555	0.4487285248	0.3397181121	0.2473353956	-0.094294601	0.0975706325	-0.1765128577	0.024729487	0.0993427308	-0.0519808952	-0.1195271245	0.2077011279	0.5652208146	0.3283178783	0.5788259502	0.3611747499	0.6619601111	0.3575164939	0.7392535658	0.2930357228
sub_28	0.20584369	0.2582773212061206	21.360817	8.499199017398912	0.18991850060424947	-0.02878350706590977	0.99519926	0.7290559768350507	-0.040226582	-0.184578401	0.1376329802	-0.1985105259	0.1718180391	-0.0629017462	0.3416530748	0.0244010535	-0.0284197541	-0.0097064509	-0.1671682359	0.0170535257	-0.1478374277	-0.2131648345	-0.3470097806	-0.164524016	-0.0586332901	0.0302926834	0.1024742776	0.1400453778	0.0535050096	0.2539959788	0.3584264724	-0.1616332214	-0.2393031451	-0.1587179885	-0.356553836	-0.1834644631	-0.3716481053	-0.062652239	-0.3896554357	0.082986473
sub_29	0.030905640000000005	0.054123696180904526	24.76011	4.3347634375021515	0.15167426828179953	0.10641627534718762	0.9150849	0.5876236467796975	0.1734625975	0.2142669699	0.4317895093	0.1536996616	0.2700882293	0.1792267608	0.3084480427	0.1942635553	-0.0353457771	0.1014009614	-0.0983116164	0.191764558	0.2820389454	0.0866145529	-0.0755411171	0.155614467	0.25562256	0.1381979416	0.2504635562	0.2156254345	0.2030551302	0.2352356301	0.3579804709	0.1217485316	-0.0540115527	0.0898469251	-0.1147364192	0.0061387208	-0.1794121941	0.0018023517	-0.203515796	-0.0170542736
sub_30	0.00197136	0.0076761894972067046	26.495789	3.3735485781637413	0.3682545163926223	-0.14509331161669264	0.6737945	0.47272660803887817	0.9725444704	0.7854127972	0.9985977563	0.6158447538	0.6887668885	0.2483218761	0.7174683034	-0.0759665806	-0.4545732026	-0.1512483296	-0.6966092447	-0.1405204614	-0.7612771932	-0.3107945109	-0.8761345138	-0.3158296134	-0.3676243388	-0.1689135966	-0.1891680417	0.0185284845	-0.0802495207	0.0455102055	0.2566974326	-0.02530498	-0.6274011252	-0.0254636316	-0.6753337833	-0.0569017138	-0.5824435056	-0.0371905811	-0.642497783	-0.1547756769
sub_31	0.00011911916144856469	0.001145186972822753	22.998884	15.73966025663924	0.13562696254727294	0.09954431326358265	0.817388	0.32592187418726415	0.0112395193	-0.0064162061	-0.1210529232	-0.0150199494	-0.1097799522	-0.0571180172	0.0726461769	0.0298273051	0.0988948891	0.1319624923	0.0924040115	0.1021153209	-0.1039508459	0.1704021244	0.086231246	0.1748348012	-0.0460469284	0.0098837312	-0.0841323565	0.0366919939	0.049508433	0.0582274184	0.0784646599	0.1992715713	0.2555174134	0.2465535016	0.2430558184	0.2868819378	0.2348850847	0.1908348888	0.2993907115	0.183285504
sub_32	0.04875264	0.07627517414141415	23.725235	3.7759884239354724	0.0676227804686554	-0.07258032587309629	0.97992104	0.6111235381187846	0.0358399917	-0.0552531699	-0.0473444021	0.0355455412	0.0205116906	-0.091350792	0.0247048661	-0.1151254872	-0.1061452734	-0.1483387592	-0.0648747507	-0.1651769628	-0.278631965	-0.1165319996	-0.0851568506	-0.1341160657	0.0087377587	0.0363834971	-0.0532525502	0.0194345232	-0.0376939091	-0.0017315215	-0.0050669203	-0.0918743869	-0.1573258878	-0.1376602466	-0.1496916935	-0.07313757	-0.0884118366	-0.120582118	-0.095743758	-0.0687596885
sub_33	0.004914009999999999	0.01392302833333333	21.032848	8.70345263710653	0.19891461221843504	0.02036345469082279	0.6268144	0.5045817604084011	-0.2217082557	-0.0392720786	0.0108984537	0.1021555616	0.2245154426	0.0122043662	0.4796392217	0.2460687945	-0.0160704926	0.1479571531	-0.000193910799999999	0.1359830978	-0.065492236	-0.0502585686	-0.2967851189	0.1891450455	0.2208277397	-0.0578270765	0.3134984366	0.0354720365	0.1963038704	0.1551648554	0.3827874774	-0.154888797	-0.4190786044	-0.399382788	-0.58947314	-0.2714613286	-0.4905194915	-0.1609712175	-0.5636686503	-0.1851266551
sub_34	0.01852321	0.03764045880466472	26.060612	3.7329076584081378	0.1736625083649808	-0.0037305999737765744	0.95657575	0.5612845844006951	0.3359637113	0.1825754698	0.2415194356	0.2788811338	0.1005011351	0.1869043558	0.1976592794	-0.0107519862	-0.0900160737	0.0227256752	-0.2782767882	0.1362643002	-0.480818091	-0.1930185439	-0.2607981132	-0.2521591851	0.227484302	-0.0610484366	0.0491589684	0.1212175184	0.2008149903	-0.1505463271	-0.0791510331	0.0826435975	-0.0768708221	-0.0810584551	-0.1663273441	-0.0691857494	-0.3510943678	0.128090942	-0.2226745555	-0.0835390345
sub_35	0.05822569	0.08784265352813851	24.101654	16.11076899257065	0.09806065611278497	0.08518625103784461	0.9380419	0.6231980297470743	-0.1337881305	-0.0430311804	0.1579907927	-0.1046003053	-0.0159080529	0.0159133156	-0.0584093163	0.0520238749	0.0936158643	0.0646063198	0.0986425675	0.0606517403	0.5734970649	0.0924902937	0.1554481356	0.0749043874	-0.0254701854	-0.0769181133	0.0717844557	0.0101895147	0.0488102624	-0.0607327763	0.0236382005	0.0566962357	0.2738900087	0.1028599647	0.2816995295	0.0738785064	0.2588880583	0.0966742332	0.1902694967	0.0552954756
sub_36	2.8161371960762784e-09	3.925695251330332e-07	23.717278	13.588999038292933	0.9602695904681933	-0.13014539129335748	0.99586177	0.1165831454917645	-1.0843879349	-1.19270133803333	-1.06232891056667	-1.25671538013333	-0.4444645195	-0.562944148766667	0.173332628	0.520648472633333	0.853328426766667	0.885391030866667	0.768614446066667	0.9180931598	0.256473922766667	0.406848385333333	-0.533061153966667	-0.397261343066667	-0.889507861166667	-1.1138030847	-0.8807163951	-1.26485670763333	-0.3017425054	-0.734858938866667	0.1943509256	0.113412832	0.600587938733333	0.596385108533333	0.521632586133333	0.636375498933333	0.115426307466667	0.203768313933333	-0.4291128475	-0.392639738166667
sub_37	1.6e-07	8.546060855776731e-06	25.690037	12.266089022232	0.3771703258477895	0.07469651711754732	0.99699676	0.29517987765201725	-0.0847936767	-0.068305731	0.2765459298	-0.1353926322	0.1411547734	0.1822711264	0.0756210633	0.4273059779	0.449909951	0.4734150734	0.3539199955	0.498338849	0.5880839369	0.1261486781	-0.1106864506	-0.2689988649	-0.3630248959	-0.574058959	-0.1751879567	-0.3069678091	-0.017520752	-0.2452422722	0.2054657383	0.1218871661	0.6015001963	0.4704280306	0.4987720123	0.3593220631	0.2481845751	0.1845817196	-0.0022251614	-0.0610012747
sub_38	2.704e-05	0.00041421714285714287	21.922102	4.535714159865529	0.12319248847124725	-0.11569865671500706	0.97905046	0.36560227028393744	0.0992751912	0.0107786544	0.1183311067	0.029424377	0.0872964754	-0.0559772477	0.0728492688	-0.0680056514	-0.0814889506	-0.0865563323	-0.1489972782	-0.166587362	-0.2580862361	-0.1711410523	-0.1851300674	-0.0797630336	-0.0291081333	-0.0023662399	-0.0653455683	-0.0123744939	-0.1540284518	0.0117058399	-0.1078941484	-0.1732847408	-0.2965049957	-0.3009633144	-0.2529026329	-0.2166296664	-0.1896048073	-0.1718021966	-0.1499758129	0.0240378525
sub_39	3.249e-05	0.00045748545454545454	25.700356	1.2271015865353303	0.1399398348282887	0.09003449920136844	0.9752362	0.3732249718663386	0.4362638364	0.500500548	0.3184145821	0.3244363094	0.1791114892	0.1197443171	0.1791102888	0.0287419746	-0.1191615505	-0.0444267988	-0.056256594	0.0381881362	-0.0281240016	0.0710747219	-0.0212796884	0.1752956324	0.2238108971	0.0765797191	0.1958311763	0.1555193234	0.0202030323	0.1654294828	0.159788848	0.0802523731	-0.0936436963	-0.0515881076	-0.1057995932	0.0118430375	-0.1111553407	0.0508368726	-0.0774206499	0.1326690084
sub_40	0.14768648999999998	0.19458881574669185	23.837818	16.693188997857252	0.05726015271023743	0.11666992501859008	0.99156636	0.6940259289491152	0.0119581085	0.1772877647	0.0526983923	0.0826934423	0.0327696308	0.1197990225	-0.0179319528	0.0893737164	0.1722332074	0.1647204713	0.1658831862	0.16935927	0.3115637088	0.1719352427	0.1391064743	0.1485843594	0.1014089905	0.0405592303	0.0408020957	0.0878362332	0.0853245835	0.1231430622	0.0260851235	0.1292040439	0.1251596523	0.1506520036	0.0939631876	0.2420908142	0.1086487011	0.227607079	0.1003556942	0.1956179707
sub_41	1.849e-05	0.0003068459523809524	23.923157	0.38074886492596455	0.2338475540879474	-0.007841685333921239	0.9959549	0.3577475457051845	0.3965690772	0.4703736342	0.3734794839	0.2081046037	0.0855719127	-0.1563531063	0.0347527095	-0.2598481934	-0.2839427425	-0.1929701999	-0.1820524875	-0.1079243659	-0.0129288095	0.0500516837	0.112128026	0.1700018981	0.178097638	0.2517019392	0.0581697485	0.1034301481	-0.1787679344	-0.0273198689	-0.0300329522	-0.2790357725	-0.4046326788	-0.2253562041	-0.237561722	-0.0971331605	-0.0959432706	-0.0031195031	-0.0973670353	0.1271487265
sub_42	0.02594007334392772	0.047958172733998994	26.124037	2.9104387119320765	0.13270872331196498	-0.07257249302798839	0.03540929	0.18140437373684531	0.591034642	0.5248996196	0.5842369215	0.3947777551	0.4268398076	0.300920105	0.3596862076	0.0270895021	-0.0322392988	-0.031768943	-0.1168028203	-0.1515329755	0.0532745222	-0.1934958358	-0.0754586635	-0.1649867782	-0.1239493345	-0.1276561518	-0.1072393524	-0.0802301416	-0.0475019623	0.011049278	-0.0323069201	-0.1370912922	-0.1646382334	-0.1624740905	-0.1871835128	-0.1947333723	-0.1636850836	-0.245403475	-0.2221417266	-0.1885618473
sub_43	0.00033124	0.002252432	22.962421	17.17653950738812	0.10627562312356041	0.05953338972476941	0.98787796	0.4244876472314276	-0.0230980796	0.0060946345	0.0745736814	-0.0760608045	-0.0612176372	-0.0854929888	-0.0628719901	0.0370645291	0.0411990258	0.0563999343	0.0810370042	0.0307495017	0.3842433199	0.0757065278	0.1168520402	0.1184520309	-0.0163405911	0.0014347068	0.0087372876	0.0526855635	0.0335496872	-0.0458381149	-0.053549402	0.0640589777	0.1540095108	0.17619637	0.1902942747	0.1213048439	0.1876811784	0.1472726836	0.1340880729	0.0757168275
sub_44	8.648999999999998e-05	0.000934628372093023	25.676659	3.677910428796061	0.07997805356565219	0.012823015436913464	0.9830168	0.389064816539264	0.0922307994	0.0925130156	0.1515546384	0.131502972	0.1011682939	0.1262428204	0.0858277411	0.0375095807	-0.1231540482	-0.0183336967	-0.0256053754	-0.0058270576	-0.0958107287	-0.0386248114	-0.076690237	-0.013098221	-0.000223026099999999	0.0823868158	-0.0428766065	0.042414052	0.0063441147	0.0762196389	0.0258449663	0.0631706776	-0.0871486546	-0.0471487478	-0.0972811733	0.0199138823	-0.0726957592	-0.026324211	-0.1160795096	-0.0625978443
