ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_1_REP_1	TP_4_REP_1	TP_7_REP_1	TP_10_REP_1	TP_13_REP_1	TP_16_REP_1	TP_19_REP_1	TP_22_REP_1
sub_64	0.8971379041958537	0.9092205695722289	26.920582	3.4276349337481045	0.5237362927790781	7.2704851061808	0.0032901901	0.0	8.055550992	7.900338589	7.674846596	7.459113783	7.289767589	6.992567137	6.938954164	6.701548362	6.497424161
sub_65	0.254210004952947	0.4197609126343217	26.32369	15.501318164545168	0.22376541009847772	10.145467488674075	0.1527523	0.0	9.864710772	9.595425283	10.10082058	10.10520628	10.20249357	10.24787832	10.35330497	10.39999722	10.3069418
sub_66	0.6654284299157999	0.758689232593393	26.661001	16.1242744925767	0.2765302649572796	8.792155919872272	0.012004624	0.0	8.212064325	8.508267935	8.722304206	8.677425068	8.827315751	8.995600824	9.041592295	9.047416578	9.176473941
sub_67	0.08405858628741245	0.32961862308073303	25.689522	15.127873200353653	0.7983735252034803	9.148830099535644	0.5492554	0.0	8.34449915	7.472861509	8.419817763	9.073895675	9.592241174	9.736437848	9.778291385	9.787571336	9.612421022
sub_68	0.24888558692421991	0.4197609126343217	24.599237	17.61790605834678	0.377583262154479	11.270584785278954	0.15858161	0.0	12.20147604	10.30251746	10.48891949	11.05225116	11.2930872	11.41458507	11.45637795	11.47185359	11.47143989
sub_69	0.08043232151701692	0.32961862308073303	25.402836	0.40429868934344965	0.28456092290339713	6.7399627085807525	0.56543756	0.0	7.863727275	7.037339338	6.919208592	6.524172665	6.456540003	6.478179791	6.535209078	6.56899467	6.656495473
sub_70	0.26613245595414986	0.42722790406036276	26.518717	1.6882339460420965	0.1924170132073304	11.356002000475312	0.13910207	0.0	11.86150657	11.5993706	11.41724474	11.33058539	11.28132949	11.26229398	11.13164139	11.27838629	11.17086214
sub_71	0.7467628953513055	0.7999132793620746	27.251131	2.6022913276105646	0.24588159805543608	13.390116226714902	0.008051099	0.0	13.7494189	13.80196847	13.39496969	13.49753578	13.35705607	13.27020699	13.20779685	13.1627105	13.11002675
sub_72	0.03622726951107338	0.32961862308073303	24.662344	23.15829031958295	0.11852531931573049	10.475495091793585	0.74991274	0.0	10.85315129	10.61114508	10.49537662	10.30482688	10.35700741	10.48512715	10.48865035	10.50142611	10.51347105
sub_73	0.3449727587914809	0.49899222932381604	26.037739	2.0720174184817033	0.16037648795780288	10.042146843753786	0.07691524	0.0	10.63628394	10.13894152	10.25570708	10.0601215	10.00185151	9.901754796	9.91361445	9.849021359	9.879804027
sub_74	0.9374867331776693	0.9406116889549281	26.439823	3.787225694009148	0.09502433228736289	11.307207461068003	0.0023396127	0.0	11.56030799	11.38379464	11.38818177	11.4111877	11.28380692	11.25210824	11.24501241	11.21099894	11.06949295
sub_75	0.17839453760701904	0.3662982280579394	25.55936	13.830855126111198	0.4447341013042798	9.474093520204534	0.27885145	0.0	7.514863066	8.862619285	9.337640574	9.452256838	9.612061323	9.8006824205	9.857083979	9.728629631	9.767395153
sub_76	0.4477817873063044	0.5860100781704244	26.16477	16.24058475183537	0.07055967133212562	4.3537732944342356	0.039291766	0.0	4.224911798	4.284570845	4.293029371	4.32337836	4.380421027	4.386117842	4.424215241	4.380421027	4.472519789
sub_77	0.5027594990447888	0.6305442050520059	26.469416	2.1063691718933653	0.13917019587448395	10.479920297236243	0.028369786	0.0	10.94342434	10.61431861	10.56511186	10.47086368	10.4931125	10.41638588	10.3668836	10.32563415	10.32273016
sub_78	0.10544470388452558	0.3312511721173127	26.567945	16.4908374188733	0.12394501028861536	10.441268723396037	0.47689605	0.0	10.20761215	10.33566001	10.34537315	10.27870054	10.47257807	10.5083204	10.56437961	10.51248936	10.55077396
sub_79	0.6798627326116182	0.7665969927479985	26.899908	2.1406266686944813	0.1677547172407739	5.438040090465854	0.011169549	0.0	5.76874196	5.59987620066667	5.56706740366667	5.47399446733333	5.40787157866667	5.25537955233333	5.40949678433333	5.33162486366667	5.24399588333333
sub_80	0.03231797919762259	0.32961862308073303	26.008667	15.729750077143102	0.2571344205808244	10.547174373706978	0.7692107	0.0	10.3396190745	10.27075483	10.33358103	10.4535657725	10.638701315	10.75039458	10.79747608	10.688763033	10.79913789
sub_81	0.19810019104224155	0.3822317788699661	26.552624	16.481327154542164	0.2932411677825915	11.346316496614756	0.24144799	0.0	11.13344326	10.84550014	11.18743274	11.15110043	11.42111463	11.48365666	11.63146375	11.59459535	11.68953323
sub_82	0.4909078044293497	0.6208539879547659	26.564657	3.3823172053765997	0.10648310822582019	10.324214594170169	0.030376108	0.0	10.52922097	10.41423581	10.39363259	10.42106933	10.29253143	10.28010903	10.18723304	10.25989671	10.15153141
sub_83	0.2099165074647987	0.3900300539932371	25.505505	6.088990701661308	0.11853856114950309	12.633765916244014	0.22058983	0.0	12.51749091	12.8436583	12.68077886	12.76494356	12.6437687	12.63552097	12.54310665	12.53211707	12.47221535
sub_84	0.7681667020448596	0.817025361538879	26.3128	2.9314684697533933	0.033746762761735695	10.371379159590703	0.007139084	0.0	10.506182184	10.4032154883333	10.3916403463333	10.3840669281667	10.3693145248333	10.3463979415	10.3387649175	10.3445976655	10.2844332591667
sub_85	0.0671124318969787	0.32961862308073303	26.26925	3.7627930145177455	0.4492578551746623	10.882217353001808	0.61693156	0.0	11.04546924	11.34038631	11.37923106	11.09346282	10.83492516	10.64016193	10.51992751	10.48858362	10.42698378
sub_86	0.751892733319182	0.802552172798134	26.445326	3.7880138978393676	0.08762745749313891	10.697536868592566	0.007833206	0.0	10.76008911	10.78930051	10.66081339	10.71149238	10.71055759	10.6606074	10.60684917	10.6195163	10.57772212
