ID	ZT0_REP1	ZT4_REP1	ZT8_REP1	ZT12_REP1	ZT16_REP1	ZT20_REP1	ZT24_REP1	ZT28_REP1	ZT32_REP1	ZT36_REP1	ZT40_REP1	ZT44_REP1	ZT48_REP1
sub_786	219.376	185.231	259.492	163.65	130.936	170.085	183.784	240.76	231.509	193.742	126.885	119.736	165.212
sub_787	2561.13	4615.45	5236.38	4655.21	3683.51	3461.89	4183.39	4558.19	5368.45	4745.37	3915.25	3751.02	3699.29
sub_788	841.587	777.481	723.202	656.406	720.844	833.371	891.046	790.694	710.288	729.804	806.185	773.379	802.73
sub_789	419.974	525.716	649.353	581.596	491.773	432.416	487.67	530.333	573.501	595.72	568.167	524.221	464.716
sub_790	1069.59	692.284	665.155	838.094	884.483	1335.25	696.284	716.912	705.63	711.652	644.839	795.736	805.54
sub_791	332.26	384.959	381.79	380.181	368.962	333.736	349.079	399.817	405.13	351.792	321.121	329.012	347.272
sub_792	408.66	360.929	294.831	393.936	355.77	447.479	353.395	322.17	388.115	367.851	405.047	335.03	349.873
sub_793	1351.98	1100.21	1061.03	1014.09	1261.51	1408.64	1207.38	1103.32	1132.23	997.175	1075.58	1232.21	1221.75
sub_794	381.864	343.678	339.715	350.417	296.53	406.145	293.907	289.87	326.029	308.879	251.153	290.93	325.344
sub_795	128	147.536	131.266	141.492	146.091	104.462	130.949	110.654	137.902	128.52	146.239	141.721	127.922
sub_796	1594.31	645.881	369.487	773.772	1663.34	2065.32	1660.83	827.56	409.315	670.388	1328.89	1626.95	1630.3
sub_797	234.449	227.031	199.001	216.959	279.676	305.848	291.826	217.613	238.447	219.947	257.498	278.056	290.333
sub_798	2587.65	3255.92	3780.72	4145.75	3636.9	2897.68	2680.86	3188.92	3438.93	4205.11	2916.64	3029.68	2357.64
sub_799	2178.82	1809.35	1259.71	1441.95	2820.45	3491.39	3128.8	2200.82	1524.47	1453.44	3042.62	3177.43	3185.91
sub_800	339.015	347.186	332.993	262.892	256.419	247.327	270.186	364.087	328.673	282.538	249.221	262.897	287.489
sub_801	351.495	418.338	359.624	288.392	371.448	325.727	398.048	419.776	340.065	309.986	328.918	319.855	368.151
sub_802	1582.67	1755.48	1900.13	1909.55	1601.93	1441.78	1649.58	1748.83	1962.35	1814.83	1616.67	1631.06	1532.41
sub_803	545.453	639.598	619.893	556.342	474.717	465.767	607.974	616.273	626.236	599.439	506.653	446.444	490.617
sub_804	2441.78	2005	1411.73	1152.29	2578.97	3319.69	2984.9	2468.01	2204.6	1195.95	1720.99	2577.55	2609.12
sub_805	2091.37	1735.81	1224.11	999.178	2213.07	2822.69	2554.29	2104.44	1905.15	1031.67	1488.04	2220.2	2262.62
sub_806	626.391	558.879	454.078	470.914	522.706	623.443	709.47	597.848	595.699	476.377	537.003	545.969	590.912
sub_807	428.544	474.253	390.298	449.711	341.564	435.454	461.993	450.432	458.951	415.78	435.136	322.006	481.181
sub_808	876.47	878.143	945.162	1092.07	786.292	842.549	853.283	914.02	1010.52	1045.64	956.261	810.767	790.249
sub_809	575.124	612.508	625.882	532.145	537.394	534.335	599.706	638.424	660.519	594.169	559.961	467.397	545.782
sub_810	1292.41	1009.27	3451.23	1180.15	845.551	534.433	810.869	1434.96	1135.43	1710.2	1393.22	511.122	967.153
sub_811	1231.5	1640.73	1629.88	1441.3	1150.08	943.047	1272.51	1597.8	1647.36	1482.89	1343.33	1118.11	1269.17
sub_812	438.404	602.735	629.197	809.618	696.2	558.033	727.857	644.367	753.181	707.797	900.023	729.321	698.183
sub_813	463.741	330.64	471.856	366.175	388.833	437.258	349.522	312.396	505.327	348.298	305.41	426.029	374.14
sub_814	2442.01	2433.04	2405.75	2240.14	2301.64	2210.94	2255.86	2271.9	2277.75	2275.1	2737.3	2311.54	2467.06
sub_815	96.8318	101.323	129.763	79.7591	105.327	89.069	93.0912	93.2459	97.2284	87.5488	113.779	96.7344	99.8915
sub_816	521.234	520.969	498.04	535.59	496.337	534.034	482.668	479.019	555.273	456.796	464.217	523.177	488.133
sub_817	1043.41	1279.47	1105.75	1182.58	1357.44	1169.34	1483.19	1349.85	1318.74	1198.82	1481.44	1340.49	1299.34
sub_818	177.365	210.389	203.869	188.009	206.391	195.038	194.523	191.104	208.986	184.421	215.139	209.119	221.428
sub_819	97.2201	133.727	120.773	106.039	148.269	99.929	120.448	118.958	125.983	109.118	144.908	127.329	138.362
sub_820	266.08	216.947	285.465	249.073	238.84	359.572	243.119	283.942	328.024	235.287	206.325	247.621	224.835
sub_821	237.175	210.824	250.113	221.716	238.136	341.126	229.722	236.669	269.633	228.626	197.158	198.524	230.733
sub_822	1293.19	223.219	682.965	396.516	498.785	185.711	421.719	532.231	98.3482	701.883	405.753	90.311	487.558
sub_823	1128.16	1264.69	1199.04	1231.64	1195.71	1195.23	1353.75	1216.73	1103.84	1242.05	1342.73	1115.59	1274.98
sub_824	415.2602	465.0856	505.649	448.2454	507.854	449.2032	488.3566	451.9514	505.5054	428.0628	456.218	514.3294	482.0068
sub_825	1877.78	2721.27	2260.38	2565.67	2958.69	1864.11	2792.35	2580	2286.59	2312.1	2638.18	2753.02	2519.79
sub_826	2270.26	1668.61	2124.87	1704.18	1698.92	1734.61	1634.71	1760.05	1441.6	1815.59	1590.53	1358.82	1512.08
sub_827	193.56415	242.32	238.8335	218.8745	250.438	223.906	242.625	220.11995	238.0215	203.85315	220.857	253.3115	214.3025
sub_828	220.028	280.237	209.884	228.974	265.516	237.725	275.329	248.976	250.672	242.223	269.358	232.017	245.517
sub_829	1322.675	1533.14	1567.695	1583.26	1536.245	1522.58	1880.51	1545.885	1652.465	1684.535	1770.835	1677.84	1744.06
sub_830	214.065	257.238	245.333	248.353	264.817	247.033	265.259	253.044	276.812	219.382	289.454	278.12	272.278
sub_831	867.834	966.373	965.917	896.925	890.121	794.295	1094.91	907.415	730.975	1038.32	1037.77	855.198	1076.12
sub_832	1268.06	604.139	1065.95	963.227	793.814	812.059	728.971	742.735	708.9	930.397	768.251	523.749	838.337
sub_833	4014.67533333333	4514.953	4270.54733333333	3709.486	4623.67333333333	4153.97433333333	4108.65133333333	4219.97833333333	3933.144	3881.467	3897.82333333333	4109.26566666667	3567.89333333333
sub_834	726.37	909.011	852.787	833.179	893.104	987.362	1006.46	893.078	951.634	823.032	873.16	829.521	841.598
sub_835	224.088	286.882	289.772	277.015	305.661	282.076	367.395	288.582	288.843	288.663	322.556	309.28	301.408
sub_836	1413.27	1848.92	1598.31	1762.42	1891.04	1666.01	1911.83	1753.33	1713.28	1660.65	1858.03	1681.72	1844.91
sub_837	5319.88	4402.03	5062.14	4748.12	4486.66	5970.6	4622.2	4585.28	5487.52	4646.57	4784.96	4554.48	4402.95
sub_838	613.466	732.456	687.679	766.783	767.024	738.169	881.775	771.973	772.876	786.575	794.792	785.649	774.269
sub_839	613.374	947.048	799.503	756.669	909.985	850.296	1005.33	869.862	769.486	783.889	739.601	825.533	590.907
sub_840	1736.43	1517.2	1544.47	1706.26	1514.87	1870.02	1481.13	1689.91	1627.1	1553.01	1325.66	1384.27	1375.9
sub_841	813.766	1062.79	888.263	972.326	974.835	1019.51	975.33	940.015	1046.5	951.755	941.186	1088.64	981.959
sub_842	534.285	599.507	556.275	595.385	598.295	562.218	647.242	593.871	569.471	567.409	592.027	587.021	537.314
sub_843	279.324	289.513	284.067	274.95	294.749	238.29	284.444	279.709	262.992	219.171	283.324	260.528	227.751
sub_844	2795.979	668.27	2171.56	1361.968	1875.56333333333	607.356333333333	1050.63933333333	1727.91766666667	200.458666666667	2595.47666666667	1479.072	405.532333333333	1921.15666666667
sub_845	1533.36	2161.41	2014.55	2075.78	2243.55	2468.46	2678.98	2361.25	2315.09	2294.24	2294.59	2410.25	1835.23
sub_846	273.558	273.703	287.077	272.056	279.185	235.094	266.02	272.854	264.085	241.905	298.766	258.506	277.678
sub_847	189.912	217.173	226.821	210.953	202.668	208.429	204.787	182.943	223.178	197.207	191.291	238.215	217.305
sub_848	466.118	489.777	547.796	498.145	593.943	456.719	593.761	549.729	552.567	514.397	589.115	573.561	608.728
sub_849	685.755	713.974	759.608	728.151	682.853	875.896	813.037	757.041	811.971	723.595	740.785	711.079	718.181
sub_850	798.312	808.761	779.345	767.36	736.128	941.872	825.777	811.628	840.71	784.031	792.437	716.066	715.296
sub_851	742.366	830.726	656.55	747.069	837.614	826.744	748.449	877.384	797.718	775.262	685.174	758.208	598.6
sub_852	977.031	1338.16	1034	1144.33	1212.79	971.366	1287.89	1167.22	1092.52	1173.58	1304.3	1157.65	1278.74
sub_853	671.162	684.936	727.987	711.841	714.625	589.883	713.531	649.598	728.133	669.311	728.062	839.404	713.502
sub_854	181.074	137.466	182.599	177.366	155.58	162.852	183.491	164.399	181.155	148.842	177.113	177.595	142.175
sub_855	167.321	27.6469	90.0326	144.504	42.9762	27.7906	34.2817	82.6014	23.5495	42.7246	46.1463	18.3261	42.4082
sub_856	174.813	38.2186	140.284	72.1991	126.552	42.1662	98.3674	102.78	50.1164	119.982	53.6457	52.8731	95.4748
sub_857	676.446	263.61	647.891	525.117	418.023	128.391	391.591	494.422	113.493	454.844	568.795	85.5867	612.767
sub_858	859.433	1003.95	851.975	1056.57	1079.33	972.027	1143.53	1000.8	1043.46	1002.48	1184.24	871.812	1219.15
sub_859	2528.25	2987.15	2642.24	2678.08	2863.11	2560.72	3060.75	2786.99	2780.6	2665.75	2826.17	2749.56	2589.98
sub_860	1001.49	1134.1	1034.15	1123.39	1127.74	1067.45	1159.35	1148.4	1083.48	1090.18	1151.73	1078.03	1095.83
sub_861	4776.59	4425.75	5311.23	4460.97	4438.63	5743.19	4725.25	5060.63	5622.66	4738.98	5073.62	4853.06	4715.47
sub_862	4450.89	4530.92	4337.5	4295.69	4624.96	3573.82	4482.48	4406.81	3990.11	4157.97	4256.02	4463.4	4007.18
sub_863	2200.81	2570.96	2301.35	2339.31	2439.51	2279.24	2495.03	2392.96	2252.57	2398.38	2465.89	2403.43	2347.11
sub_864	480.328	508.989	484.059	503.739	496.742	472.127	579.369	515.743	461.878	515.097	528.798	513.409	467.4
sub_865	81.2132	85.9895	91.2336	76.111	96.2717	68.8937	90.1631	89.0173	101.192	79.3781	121.85	98.6803	98.4989
sub_866	185.38	162.095	170.205	164.663	167.079	171.915	150.068	158.702	176.177	152.83	146.982	174.648	150.626
sub_867	337.397	420.077	361.664	385.311	399.568	415.093	398.712	402.306	437.513	376.289	421.505	420.225	410.33
sub_868	184.775	267.671	318.435	264.585	330.286	278.727	333.152	292.894	309.955	235.664	299.486	330.572	275.842
sub_869	1628.32	2214.22	1887.33	1782.17	2153.18	1601.52	1967.04	1999.33	1681.34	1843.03	2018.77	1836.6	1953.97
sub_870	172.14	171.92975	190.4042	178.86395	168.1379	190.32835	180.13405	169.491	191.8786	162.8473	172.376	179.1257	165.7476
sub_871	1001.49	1048.17	1056.98	1057.7	994.38	1223.47	1078.03	1110.85	1135.29	988.805	1053.62	1072.38	978.055
sub_872	1122.99	1382.98	1168.29	1435.09	1272.22	1228.02	1547.08	1394.75	1185.31	1398.35	1296.11	1412.08	1267.01
sub_873	1573.09	1064.87	1599.48	1348.4	1430.91	1656.54	1002.86	1175.22	1670.19	1116.4	885.492	1340.92	1203.51
sub_874	550.208	95.3314	440.022	233.745	236.239	120.218	182.014	244.753	55.9189	437.463	237.558	48.6926	245.994
sub_875	5913.77	8196.46	7608.93	7055.99	8685.57	7297.34	7898.57	8155.77	7141.31	7291.27	7313.85	7970.17	7481.92
sub_876	187.83	180.302	155.583	167.03	144.939	168.683	116.995	142	168.326	143.565	169.056	171.27	166.406
sub_877	287.953	346.45	348.084	299.346	332.617	325.987	322.647	274.032	359.22	281.618	300.378	357.874	328.673
sub_878	133.136	106.182	118.616	115.129	94.826	152.879	93.9316	111.299	141.13	113.624	115.4	121.62	115.513
sub_879	784.059	894.168	812.822	840.942	872.693	808.858	861.93	863.915	888.626	837.252	903.438	937.148	897.087
sub_880	911.874	137.381	848.817	308.759	383.813	184.841	268.492	325.384	110.555	533.014	346.134	54.6171	360.555
sub_881	368.279	499.803	441.06	432.264	490.17	379.412	519.169	470.372	444.742	421.824	534.143	497.996	456.177
sub_882	683.551	491.498	488.525	545.699	477.886	577.308	505.587	529.438	522.577	606.988	457.83	452.005	503.966
sub_883	1081.15	1502.59	1296.27	1456.4	1490.05	1286.49	1848.17	1361.59	1495.07	1437.96	1690.7	1596.28	1563.77
sub_884	1683.4	2004.68	1601.42	1552.9	1987.69	1435.85	1573	1841.09	1373.82	1927.74	1579.95	1623.23	1660.53
sub_885	145.274	149.325	183.105	146.824	157.596	202.973	154.946	165.763	170.131	148.579	134.711	178.747	145.866
sub_886	1210.55	1176.33	1393.24	1163.31	1303.55	1424.69	1384.81	1310.17	1450.22	1243.68	1245.16	1339.65	1239.71
sub_887	512.622	318.62	470.754	428.389	400.39	355.308	330.668	317.012	419.312	401.135	303.299	429.14	392.981
sub_888	741.586	648.778	785.739	674.711	655.977	774.308	715.511	705.884	797.177	716.959	814.804	734.43	803.462
sub_889	8277.64	6042.27	7571.34	6935.11	6673.97	6836.07	5466.19	5703.25	7420.7	5812.45	5405.04	6217.72	6584.15
sub_890	311.069	242.391	356.515	275.415	312.129	343.627	248.294	235.854	351.474	232	255.466	304.267	305.749
sub_891	299.703	200.263	350.68	242.525	237.02	343.626	228.725	233.742	278.866	244.531	212.679	224.957	258.893
sub_892	992.058	785.083	1062.8	937.042	815.046	828.951	688.165	673.162	939.018	734.044	797.626	908.711	958.737
sub_893	2306.63	1844.69	2141.4	1833.75	2041.26	1915.47	1804.51	1724.62	2233.09	1716.14	1570	1888.54	1701.13
sub_894	1956.79	1409.17	1649.17	1630.19	1517.81	1736.05	1368.68	1491.63	1725.58	1496.18	1114.76	1511.76	1243.84
sub_895	485.64	373.837	525.683	434.095	416.384	455.888	351.362	353.771	559.634	415.32	390.988	530.275	497.232
sub_896	272.995	259.664	312.858	234.927	270.861	344.287	249.741	251.008	314.254	258.12	220.371	283.946	259.399
sub_897	3755.23	3200.85	3494.18	3322.78	3169.53	3663.76	3169.12	3408.06	3642.24	3365.54	3316.63	3279.19	3196.97
sub_898	486.917	388.075	452.803	469.644	402.165	460.061	402.968	371.954	466.702	372.562	330.038	354.554	376.637
sub_899	150.955	156.984	174.97	142.705	168.062	139.542	141.814	140.162	169.946	144.054	139.317	202.821	140.242
sub_900	3889.56	3165.76	4067.25	3515.48	3562.59	4484.62	3416.44	3677.52	4194.72	3485.82	3060.09	3559.82	3311.38
sub_901	2471.43	1864.995	2523.095	2141.07	2170.48	2745.635	1981.685	2092.51	2595.94	2010.795	1606.98	2120.95	1977.035
sub_902	1958.44	1578.73	2026.95	1813.42	1749.23	2269.28	1658.33	1858.92	1956.27	1604.47	1547.34	1735.33	1607.16
sub_903	2251.86	1783.51	2276.33	2044.59	1963.96	2496.53	1986.2	2144.2	2264.81	1926.94	1756.15	1932.45	1910.66
sub_904	3124.82	2532.69	3168.67	2937.53	2871	3493.64	2860.39	2970.03	3198.88	2860.43	2616.54	2920.41	2752.02
sub_905	234.571	207.11	303.257	244.1	250.979	211.37	160.792	185.75	263.883	146.088	164.273	266.844	245.446
sub_906	274.979	235.505	275.483	295.125	278.058	325.054	247.615	292.438	274.452	263.153	164.579	259.486	251.519
sub_907	1533.85	1068.01	1351.76	1334.68	1264.59	1306.41	1048.91	1062.66	1481.93	1102.09	731.655	1339.25	1254.8
sub_908	150.546	135.193	172.741	135.05	164.565	189.969	163.988	166.246	179.289	134.26	150.028	153.572	124.687
sub_909	25.9805	21.4028	19.5787	24.9711	30.9483	19.6653	19.8335	19.1597	22.0223	24.0893	14.7025	21.8387	31.2657
sub_910	50.6993	33.5267	45.7838	50.4343	32.7663	66.096	22.1822	38.2552	52.017	30.7767	31.9111	37.7719	37.0449
sub_911	2346.97	1712.97	1793.93	1928.81	1569.83	1572.04	1710.44	1532.86	1635.39	2082.99	1461.87	2040.25	1754.27
sub_912	21.7105	12.9578	12.5862	20.6256	14.526	8.74773	15.3904	10.3025	14.1696	12.4162	11.7385	12.7918	13.7522
sub_913	965.751	447.621	545.1	621.948	502.704	449.626	524.699	487.751	641.023	645.807	377.503	625.814	547.308
sub_914	0.0010395	0.000383562	0.000527395	0.000269308	1.59746	0.000416827	1.70512	0.312005	1.40848	0.235752	0.725746	0.632948	1.05256
sub_915	11.4733	3.54861	15.3851	18.7263	8.67865	11.2774	11.4028	9.80721	11.097	2.49424	2.44226	7.58111	7.01813
sub_916	248.419	128.843	187.932	182.25	147.459	131.834	131.555	123.665	179.569	106.055	99.4346	147.422	121.223
sub_917	50.4712	105.505	95.1218	91.2913	94.542	114.224	128.806	120.312	97.0076	100.924	100.645	97.9109	82.9436
sub_918	342.684	279.691	284.147	328.545	252.812	250.725	299.985	266.316	274.656	329.433	270.722	307.254	267.832
sub_919	699.026	477.629	478.801	520.231	439.931	406.227	494.142	436.63	491.648	636.897	343.918	542.24	469.886
sub_920	4720.36	2051.87	2179.73	2780.89	2214.51	1760.93	2467.69	2306.42	2672.88	3496.09	1625.02	2481.72	2404.43
sub_921	11.0587	2.44777	4.49566	7.91127	4.52153	4.73441	3.0664	3.97183	6.64852	3.24275	1.92427	2.32873	6.87291
sub_922	96.4691	65.806	92.7003	100.906	89.0089	71.9771	76.5096	65.1834	86.6827	66.9511	71.4423	78.6901	92.9523
sub_923	21.4856	19.9824	13.329	19.4923	18.4302	16.6532	25.3839	18.6297	19.4426	23.8803	16.261	16.5008	14.8979
sub_924	902.996	766.017	937.724	813.72	832.611	897.76	759.448	767.262	890.082	764.311	642.697	798.888	784.859
sub_925	283.002	259.171	268.138	299.9655	233.7045	310.825	275.957	267.6395	293.392	245.752	237.42	240.2185	222.174
sub_926	208.6	134.783	205.181	177.094	186.641	153.691	155.968	168.308	147.32	179.503	110.855	130.884	178.772
sub_927	1278.49	984.904	1259.46	1232.01	1162.56	1279.35	858.876	945.215	1368.77	999.28	818.231	1223.53	1121.08
sub_928	366.193	294.292	418.414	332.947	362.243	338.459	273.434	284.221	451.766	249.279	258.656	400.83	341.165
sub_929	9485.62	7894.27	8796.64	8531.68	8318.26	8576.1	8097.91	8027.26	8453.44	8557.07	7312.87	8112.65	7899.43
sub_930	392.141	279.692	377.248	338.351	379.684	366.942	301.056	288.317	431.924	277.374	252.041	377.781	386.489
sub_931	1687.73	1139.28	1732.51	1421.5	1435.82	1511.45	1122.73	1267.73	1771.23	1358.52	1224.59	1532.21	1529.82
sub_932	10947.1	9142.2	10651	10038.9	9946.85	10362.7	9221.39	9238.23	10303.6	9947.96	8480.25	10058.3	9367.54
sub_933	893.903	1116.78	996.42	960.1	1094.34	966.056	1102.51	1082.74	993.832	977.91	1106.47	1069.29	992.599
sub_934	353.6915	457.547	480.953	435.4695	454.6015	528.362	531.358	456.9865	511.0215	425.872	436.464	443.09	417.1895
sub_935	547.687	488.534	567.494	535.391	514.379	644.811	568.113	531.748	608.408	524.421	503.661	545.556	516.875
sub_936	2525.76	2653.23	2524.82	2470.91	2622.99	2558.14	2652.94	2581.08	2648.65	2543.31	2527.75	2668.21	2382.41
sub_937	4252.95	4665.39	4139.44	4375.26	4243.52	3924.55	4062.79	4110.52	3648.33	3826.18	3456.39	3949.19	3420
sub_938	446.202	323.555	419.96	374.867	332.365	418.554	319.716	371.164	330.055	399.074	340.182	266.244	363.471
sub_939	433.853	431.677	423.896	410.883	451.753	456.964	459.227	441.106	495.838	430.596	425.223	440.467	414.509
sub_940	872.404	1098.29	925.467	1025.8	1032.22	796.002	1204.82	975.179	873.12	1052.72	1178.32	1089.64	1097.69
sub_941	549.553	757.056	534.055	656.112	571.195	469.177	688.888	482.036	490.036	618.237	692.641	489.376	721.274
sub_942	2715.71	2485.7	2556.34	2427.55	2564.74	3029.46	2644.4	2573.87	2975.31	2494.36	2513.24	2371.07	2461.2
sub_943	60.8147	63.1146	34.4926	59.9053	53.259	38.8451	40.2209	44.6687	50.0024	55.7686	43.4184	45.6105	53.0126
sub_944	119.673	146.381	149.732	133.057	160.048	166.771	146.644	166.739	167.464	110.511	138.818	160.771	112.23
sub_945	370.627	376.156	454.929	370.21	464.082	320.198	402.978	376.307	414.409	364.621	417.225	442.62	442.255
sub_946	732.857666666667	703.3	753.226	755.618333333333	749.196333333333	958.967666666667	760.729333333333	773.486	776.411666666667	818.687333333333	617.420333333333	714.532	743.682
sub_947	598.237	620.707	579.339	525.527	571.562	495.745	491.508	551.233	577.391	520.228	583.928	618.46	537.812
sub_948	11.4695	5.37833	7.54571	14.107	4.33416	8.00027	4.8203	5.96399	7.15691	5.32183	4.13563	7.04797	6.90946
sub_949	532.6725	990.3835	641.245	1245.095	986.0555	479.5045	1341.025	905.897	708.7455	1415.585	1150.935	981.384	1578.315
sub_950	400.871	343.872	402.3	387.676	376.408	336.567	364.538	379.569	366.571	419.708	437.752	381.365	489.643
sub_951	746.492	890.034	792.466	816.796	933.464	674.565	994.128	943.518	814.713	860.634	1008.39	909.569	914.565
sub_952	1184.11	1674.6	1746.14	1429.85	1878.68	1551.87	1686.84	1702.21	1483.39	1499.36	1328.83	1663.28	1329.85
sub_953	1929.77	2043.97	2013.96	1963.41	2315.8	2064.38	2137.17	2163	2072.67	1958.63	1809.71	2079.6	1985.08
sub_954	241.643	248.514	234.088	260.266	232.077	285.424	249.904	266.441	245.414	280.173	224.01	266.485	240.7
sub_955	559.731	129.925	401.556	248.997	299.63	176.219	257.953	284.569	163.579	379.603	263.284	159.451	258.713
sub_956	233.072	291.931	273.957	276.603	281.064	290.167	263.588	265.775	264.62	222.955	284.37	258.777	267.389
sub_957	1847.34	2041.83	1711.4	2112.63	1806	2403.43	1982.66	2072.43	1999.46	1906.45	1730.61	1718.82	1725.39
sub_958	1240.03	1276.44	1134.81	1302.74	1198.6	1069.82	1303.58	1236.53	1123.85	1364.28	1296.32	1310.21	1235.62
sub_959	372.402	514.816	490.432	416.873	545.641	441.713	581.343	503.717	599.594	471.85	646.402	655.474	560.222
sub_960	19.9245	14.5984	18.3838	18.274	12.6542	24.3107	17.0518	18.9583	12.7654	18.9998	11.1026	11.7049	12.6639
sub_961	180.051	168.024	193.376	189.652	171	212.976	180.399	163.123	189.478	166.105	145.859	149.604	163.901
sub_962	22443.9	20511.6	21578.5	22045.2	20849.1	21309	20070.5	20648.8	21087.1	21983.2	19739.7	21334.4	21402.6
sub_963	2620.39	3716.44	3183.35	3203.87	3646.89	3145.31	3697.76	3422.76	3162.45	3031.08	3563.87	3501.28	3117.33
sub_964	1494.26	1005.93	903.21	1652.97	1042.22	884.915	1003.34	962.038	1148.76	1220.91	1029.19	1466.63	1466.39
sub_965	2122.34	1653.82	1697.2	2240.57	1348.47	1223.9	2245.74	1536.28	1559.94	2250.94	1632.3	2201.16	2133.2
sub_966	8126.9925	6433.5365	6962.045	8110.4885	6756.5925	6134.0785	6942.3725	7143.3735	7206.346	7605.1305	6863.059	7742.1155	7883.272
sub_967	3299.07	2383.37	2572.37	3605.37	2289.67	1755.18	2607.15	2198.22	2722.01	2725.89	2672.53	2833.46	3543.88
sub_968	876.734	848.136	874.132	932.603	862.881	854.789	913.717	900.854	820.024	933.084	898.333	866.467	927.291
sub_969	345.639	158.711	325.024	176.206	209.375	160.517	204.211	220.85	162.611	241.664	222.035	165.152	211.793
sub_970	238.321	355.499	263.904	356.142	388.091	255.243	378.425	342.926	288.809	318.122	327.105	374.624	326.86
sub_971	198.008	208.283	198.591	177.215	197.953	195.897	158.663	182.171	205.932	151.35	257.94	170.177	235.934
sub_972	138.177	112.768	124.538	196.106	118.309	119.44	165.913	131.477	116.519	110.021	87.7715	118.991	97.4791
sub_973	333.832	280.261	371.084	328.725	300.871	308.729	284.945	262.798	349.682	287.143	157.649	531.925	245.714
sub_974	30.4658	28.8406	38.713	28.1731	36.1407	31.684	32.4796	24.2928	38.7453	34.0056	29.8065	47.1986	37.303
sub_975	68.8784	39.4917	49.3135	46.9551	41.9814	48.9883	32.1751	43.6733	57.0844	38.3507	26.1885	46.6075	35.2446
sub_976	17.9399	16.6675	16.185	18.9462	11.8052	19.2221	15.133	12.7975	15.9493	17.5627	16.9084	14.172	17.1991
sub_977	755.8	743.397	678.584	733.998	685.194	586.236	677.067	661.671	675.768	717.743	782.359	731.513	717.266
sub_978	1893.41	2131.79	2041.84	1889.14	2050.87	2204.57	2041.14	2087.1	2039.02	2007.77	2148.45	1934.28	2051.52
sub_979	108.625	128.666	141.249	119.655	147.995	138.343	140.043	144.512	149.743	101.312	140.274	132.929	133.202
sub_980	1681.54	2350.61	1954.65	2022.97	2275.9	2224.27	2607.81	2337.46	1971.69	2204.32	2126.23	2213	1807.09
sub_981	517.506	572.311	527.716	557.892	574.737	528.585	621.949	564.563	563.08	585.125	647.653	559.265	604.907
sub_982	725.212	611.626	754.798	648.453	687.625	723.333	679.075	633.973	670.922	699.188	671.259	582.121	713.829
sub_983	195.347	243.213	237.052	232.825	253.429	274.689	254.353	239.226	282.107	229.611	254.056	237.338	249.691
sub_984	1148.43	1147.36	1077.51	1105.82	1080.91	1081.91	1110.38	1080.57	1137.16	1146.4	1224.46	1064.51	1161.64
sub_985	391.253	335.521333333333	430.102666666667	373.749	378.343	498.382333333333	391.687666666667	374.016	489.908666666667	360.028333333333	395.092666666667	362.579	363.805333333333
sub_986	620.165	779.2965	764.606	734.578	823.0245	770.837	770.3865	781.4275	729.0705	670.8655	715.4795	769.6135	693.466
sub_987	135.505	159.335	186.197	153.577	192.255	162.11	168.708	172.348	162.391	136.498	158.283	176.811	154.229
sub_988	2181.6	1924.42	2033.88	2148.97	1993.32	2356.07	2037.67	2026.46	2180.17	2046.04	1922.92	1919.3	2015.23
sub_989	2273.38	3542.14	3543.15	3247.64	3721.81	3172.92	3218.08	3580.54	3018.64	2808.48	2908.34	3816.45	2993.98
sub_990	1135.42	1050	1025.82	1164.38	1064.13	1216.23	1085.31	1098.44	1246.9	1072.87	971.357	1166.69	1003.1
sub_991	169.066	194.473	221.127	168.761	218.234	192.911	205.862	190.682	213.704	187.837	205.511	226.566	198.473
sub_992	618.355	529.623	550.085	603.373	501.356	697.689	556.353	577.208	614.914	543.541	527.766	531.116	512.369
sub_993	444.417	446.002	474.667	447.038	486.196	448.28	501.384	471.717	477.881	454.187	491.237	487.214	470.185
sub_994	393.695	532.025	437.33	489.029	544.772	441.158	553.237	493.173	461.76	511.733	500.849	473.273	570.984
sub_995	5147.69	5577.78	4786.31	4559.42	5189.58	4250.42	4623.58	4665.01	4582.54	4875.77	4729.17	4645.97	4636.54
sub_996	204.661	192.627	218.321	179.402	191.662	235.734	218.194	170.717	233.36	189.492	185.197	192.377	169.236
sub_997	1280.32	1293.61	1236.66	1316.12	1267.56	1425.65	1305.04	1367.66	1306.97	1295.75	1209.95	1234	1228.87
sub_998	1812.97	1931.16	1865.3	1613.54	2052.64	1940.01	1637.32	1958.52	1629.46	1756.62	1457.94	1552.82	1407.7
sub_999	150.554	81.59	112.685	103.616	91.6802	78.3076	75.1928	102.998	100.595	87.1935	101.255	101.24	90.5415
sub_1000	118.431	89.6452	107.893	106.804	94.0773	95.6429	71.6404	98.3365	113.566	91.4299	69.1954	127.9	101.733
sub_1001	8720.965	8799.34	8871.305	8215.065	9103.27	9365.55	8041.565	8672.435	9163.645	8073.045	8254.375	8071.47	8604
sub_1002	986.473	797.19	997.173	887.79	802.938	1392.45	802.589	915.155	1081.23	850.699	864.628	741.924	866.087
sub_1003	2154.27	2683.22	2115.53	2283.81	2601.29	1914.43	2491.89	2710.98	2124.76	2432.71	2518.93	2409.44	2333.99
sub_1004	2142.98	1942.1	1839.95	1915.33	1654.11	1912.89	1979.83	1860.15	1823.63	2111.74	2173.12	1728.25	1958.15
