ID	ZT0_REP1	ZT1_REP1	ZT4_REP1	ZT7_REP1	ZT10_REP1	ZT13_REP1	ZT16_REP1	ZT19_REP1	ZT22_REP1
sub_225	10.37268325	10.03028756	10.06201541	10.15829467	10.29413232	10.33348754	10.32991929	10.36281731	10.50185684
sub_226	9.895529104	10.08248294	10.30210277	10.4249996	10.46462217	10.35900065	10.35027286	10.30210277	10.28863168
sub_227	9.484619405	9.391734847	9.340882086	9.039741376	8.940732567	8.954000465	8.926227897	8.922713772	8.845603969
sub_228	9.3778431605	9.0169904525	8.80517171	8.667840987	8.694076516	8.6134820575	8.673529278	8.5648375405	8.55565773
sub_229	10.3468366316667	10.1935894176667	10.1095513913333	10.0435549433333	9.994575529	9.93472958466667	9.94388405133333	9.98079769466667	9.98741577333333
sub_230	10.93487608	10.58315561	10.4205654	10.40618009	10.41106058	10.39858377	10.40966444	10.37770517	10.26716581
sub_231	9.061577435	9.040373119	8.959505165	8.973898279	8.968402361	8.91353783	8.864033735	8.784396451	8.882042875
sub_232	5.219651774	5.334363018	5.885401961	5.702116169	5.536131547	5.534889368	5.316479706	5.166219541	4.998287238
sub_233	10.25366142	10.2187584	10.30709848	10.34665822	10.38880991	10.4659318	10.58153305	10.48336549	10.48428857
sub_234	7.343661012	7.5100070335	7.5445672415	7.931902905	8.064860843	8.218196649	8.216097709	8.3046637535	8.4113985635
sub_235	12.88942402	12.66039643	12.75228013	12.67575127	12.41654448	12.31258583	12.21752999	12.1989698	12.18337532
sub_236	11.4974712	11.27570007	11.2478644	11.18862901	11.12341162	11.05958283	11.04119162	11.04208249	11.05507903
sub_237	8.96835993	8.91320291	9.043114271	8.957698445	8.874528416	8.874528416	8.845240883	8.844228897	8.725007862
sub_238	10.21820568	9.860347447	9.683613343	9.57413763	9.501358022	9.536879917	9.476243458	9.488016789	9.460180445
sub_239	8.625945046	8.703224799	8.793395084	8.906361293	8.92268832	8.997371538	9.050977013	9.060382712	8.982950433
sub_240	10.71395159	10.7589795	10.80561873	10.88371252	10.99834196	11.01122675	11.05985503	11.00210555	10.9985874
sub_241	9.30289360633333	9.173409508	9.11144238166667	9.09158825133333	9.02015715133333	8.99354034933333	8.979796304	9.02332765	8.97910515866667
sub_242	9.349508203	9.465393621	9.844726818	10.10110183	10.10899114	10.04586182	10.03470868	9.919041137	9.767444358
sub_243	9.51373693033333	9.46842557533333	9.41981181133333	9.35609956933333	9.35266614066667	9.29593539966667	9.31825081666667	9.30080755666667	9.32959352166667
sub_244	10.21679252	9.744220106	9.933973992	9.721900364	9.783029799	9.691756738	9.599481083	9.555806458	9.570559127
sub_245	12.74365996	12.54563502	12.41283954	11.54231395	11.35803743	11.32836198	11.26897543	11.18026651	11.3202058
sub_246	9.93433991	9.923628871	9.892480367	9.357838761	9.357838761	9.290568441	9.208826787	9.12206537	9.212008062
sub_247	9.231267692	9.416252369	9.332062117	9.183934354	9.072392168	8.845796797	8.822309557	8.547287286	8.686178967
sub_248	8.561247984	7.992890274	7.783251011	7.321599608	7.181297719	7.305633197	7.340696736	7.370371467	7.54861667
sub_249	9.9408725685	10.1939608195	10.239714415	10.3252988395	10.438942803	10.419804643	10.4152807985	10.375362574	10.337806958
sub_250	10.3514284416667	10.3252661626667	10.2913522983333	10.2902077033333	10.2637254096667	10.2321294433333	10.2480441953333	10.2346559076667	10.2644779393333
sub_251	5.564530973	5.574257204	5.856581321	6.088722074	6.019393965	6.024770202	6.164097439	6.300618345	6.234114447
sub_252	11.8100758	11.76375045	12.00424262	12.12321464	12.24464923	12.41532141	12.47763689	12.48883481	12.46111881
sub_253	13.24211742	13.23608691	13.17611313	13.1940486	13.16896957	13.16896957	13.13263266	13.14398725	13.12381917
sub_254	9.650487219	9.046705098	9.115020447	9.003549021	8.99629258	8.937859498	8.956827246	8.858731727	8.89490512
sub_255	10.57321525	10.60262355	10.50913428	10.42884417	10.31079637	10.19890364	10.24254882	10.25042001	10.19505893
sub_256	9.6701640725	9.8382472635	9.874535803	9.929639262	10.039889741	10.0572290545	10.0960282415	10.0570623725	10.0670106685
sub_257	9.627427338	9.888699452	9.812422339	9.93286071	10.093496	10.07667851	10.12666514	10.14396623	10.15687994
sub_258	12.83426526	12.51521178	12.87878271	12.86816298	12.90383691	12.97372475	13.06934111	13.08222137	13.11682557
sub_259	10.39535078	10.83537108	11.03238724	11.73749024	11.8854557	11.89601232	11.93301577	11.73843036	11.68760824
sub_260	10.4217345	10.14942249	10.17879323	10.28055498	10.40224534	10.71807365	10.78628127	10.89028003	10.82232063
sub_261	8.67691446	9.667451146	9.747541327	9.77619704	9.552492698	9.462452783	9.377252381	9.260704956	9.15058764
sub_262	10.4528501	10.19491737	10.18328225	10.16677348	10.32971907	10.34959558	10.35928286	10.36824202	10.44468053
sub_263	10.19901432	10.21052964	10.32919507	10.29785496	10.34593264	10.34201721	10.37756128	10.39807029	10.41482178
sub_264	11.66623257	11.37378486	11.42377713	11.36239951	11.34023175	11.29681564	11.34023175	11.26403473	11.18645666
sub_265	10.576967284	10.510116102	10.6696030725	10.695200303	10.7026805775	10.736793682	10.862890055	10.773479339	10.731897948
sub_266	8.720188779	8.783618646	8.698630569	8.643887985	8.622935889	8.6039885	8.497707104	8.553025786	8.584664813
sub_267	10.42688806	10.57387165	10.71787727	10.84054919	10.8719785	10.8654682	10.89436653	10.86815151	10.8995904
sub_268	8.200170585	7.766916944	7.865932396	7.6317112325	7.564522792	7.4455457865	7.34749555	7.4377913255	7.3587769085
sub_269	11.50482803	11.78760771	11.87095815	11.96958288	11.94305092	12.00356134	12.05180031	12.05478042	11.94305092
sub_270	6.555559992	6.242200855	5.920447152	6.132702431	5.660871634	5.583440615	5.543195941	5.540169444	5.409210062
sub_271	12.46716148	12.59792286	12.67320963	12.74386463	12.75543642	12.76598545	12.6815045	12.67042875	12.64272985
sub_272	11.72777628	11.86235949	11.80270766	11.9286073	11.98355638	12.0321239	12.07987965	12.12107203	12.01974704
sub_273	8.394713628	8.415524547	8.460467056	8.475366958	8.55247651966667	8.73310101833333	8.68471272433333	8.75044135533333	8.73974788133333
sub_274	11.09968429	10.67402177	11.0170653	11.02930637	11.17777758	11.17967271	11.20300548	11.27594374	11.27508302
sub_275	11.2886209	11.65407568	11.48703077	11.52609827	11.37093315	11.34395191	11.31165195	11.28492834	11.23419696
sub_276	8.517524705	8.48982757	8.4641303975	8.4705828745	8.48927588	8.405043207	8.337068447	8.3114380435	8.3023663765
sub_277	10.94573576	11.02116385	11.11317592	11.14873587	11.17118887	11.20752832	11.19573398	11.18360084	11.16720043
sub_278	8.498593777	8.650879083	8.682958493	8.76579168	8.693513994	8.741805975	8.755465907	8.809878673	8.78312678
sub_279	12.70450826	12.6699318	12.65657886	12.65321282	12.63310215	12.56892393	12.58821054	12.57324859	12.51249893
sub_280	8.99366104225	9.17961591975	9.280676921	9.32259518675	9.35734141275	9.36046877425	9.414116381	9.42327265475	9.3337863195
sub_281	11.33232678	11.647071635	11.344183755	11.2954433	11.24289302	11.265521725	11.232917765	11.224302715	11.180011435
sub_282	10.46464631	10.00480336	9.953135546	9.770420463	9.86696525	9.905081688	9.762602471	9.570679258	9.71752987
sub_283	10.26932292	10.38797824	10.50928513	10.31666939	10.38797824	10.38797824	10.4266052	10.35510715	10.41222546
sub_284	8.10446869	8.315895422	8.557698069	8.250663501	8.242252681	8.247491697	8.469149599	8.329640659	8.363634106
sub_285	10.34843941	10.34520082	10.3661004	10.19833035	10.34071955	10.37670199	10.34071955	10.24351103	10.34062561
sub_286	9.737908563	9.259794183	9.75262496	9.603446262	9.539522026	9.515518859	9.598218226	9.588966112	9.542854238
sub_287	10.01760858	10.20852886	10.13944611	10.01578755	10.10840446	10.10840446	10.10167726	10.12865063	10.02625078
sub_288	6.487810268	7.018916923	6.834322937	6.825915686	6.7160587	6.797901894	6.816633679	6.884961297	6.816633679
sub_289	13.57703765	13.41188172	13.50299362	13.62835643	13.42916429	13.52724207	13.53880854	13.56595799	13.49666346
sub_290	8.98562977	8.668378408	8.90403308	8.868997916	8.902444308	8.857138419	8.871451339	8.822730698	9.019965129
sub_291	11.90991025	12.48780898	12.25212904	12.28151413	12.22185166	12.25212904	12.2553192	12.26867718	12.20362166
sub_292	12.11701985	11.84264528	12.00527998	12.04903089	12.0234216	11.98023915	11.97927329	12.04015785	12.05763669
sub_293	9.416938723	9.844240185	9.679216009	9.677994998	9.624501117	9.726188742	9.65774559	9.679216009	9.7377494
sub_294	8.405223559	8.536115614	8.358894097	8.682412182	8.386413529	8.411583024	8.481145838	8.515523312	8.444025663
sub_295	11.186814	11.49030974	11.37685937	11.28977877	11.34077714	11.33981595	11.3556939	11.32899982	11.32624615
sub_296	13.51938206	13.27623924	13.38297554	13.41152893	13.38297554	13.38625434	13.36320962	13.40364912	13.34418803
sub_297	13.81779215	13.59076245	13.70424198	13.75001921	13.70424198	13.6852242	13.70424198	13.72368078	13.66972894
sub_298	13.838280415	13.84763937	13.76242273	13.807850545	13.876480565	13.82512285	13.768093705	13.82917539	13.84286821
sub_299	11.66228714	10.83216502	11.07480882	11.1212416	11.16826649	11.18267006	11.11931092	11.16233353	11.12753572
sub_300	11.27045212	11.13785076	11.21256064	11.25837852	11.24354913	11.23551848	11.17078059	11.27137676	11.23551848
sub_301	8.660498459	8.778024064	8.805680401	8.776601196	8.648706641	8.732515546	8.792176089	8.732515546	8.704804319
