ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_6_REP_1	TP_12_REP_1	TP_18_REP_1	TP_24_REP_1	TP_30_REP_1	TP_36_REP_1	TP_42_REP_1
sub_319	0.05575603198188637	0.07160696784799722	26.281363	8.365617516815396	2.9608846944444602	11.471232608204701	0.83935064	0.0	10.5048355848801	13.7053126080035	13.7501587843413	8.45728909194835	10.1975644245244	10.8239784040556	15.2854410950964	9.5231288700173
sub_320	0.0004599165074647987	0.006010317712072391	22.801716	0.7258011577272858	2236.8811192510643	4904.29259368943	0.9971342	0.0	6475.48079267968	5218.29777549735	2795.40728085659	5332.32077247344	7579.33975852778	4380.10326084117	2525.4945453787	5067.49494995796
sub_321	0.11941909007287908	0.13633469056946027	25.885271	2.059884422222074	111.86017201666519	672.2277909068746	0.6500625	0.0	817.87648482281	688.691958552178	636.632351715003	526.466245973785	736.77402967189	726.409217338843	675.95617287204	564.245385548525
sub_322	0.24343734522040614	0.26610560003850064	23.51791	14.223368187438007	100.53680080874156	709.6067740676575	0.34439716	0.0	642.295661475528	643.007583192166	723.258352056354	786.527885551197	546.844392265122	715.585238934787	755.780143035322	759.46952738388
sub_323	0.013213755041392486	0.023984630999502324	23.262367	13.328354648244177	3.053357435664376	2.063467257844799	0.95253044	0.0	1.50069079784002	0	8.25009527060479	2.11432227298709	1.27469555306555	1.20266426711729	5.0951470316988	2.38078221750433
sub_324	0.02706431755465931	0.03962644065873909	25.702377	6.545056639336533	94.75002321561875	719.869259115776	0.9110518	0.0	742.841944930809	772.0659435842	785.13406658589	641.696809851581	667.94046980635	778.123780824886	815.223525071808	594.005163267329
sub_325	0.010383499610839878	0.020908511993207386	23.389565	17.123798122298723	65.65072727963803	547.7245944948369	0.9626995	0.0	514.736943659126	499.101800808129	544.506287859916	626.896553940672	534.097436734467	481.065706846916	587.640290989261	601.147509919842
sub_326	0.009622868463878866	0.02014088748253716	23.698217	6.034701504636793	832.6370575426977	2932.1074620030226	0.96526253	0.0	2609.70129744379	3746.11877952097	2589.15489909147	2118.55091753306	2992.98515859792	4466.69508807361	2875.36130822202	2060.56700924999
sub_327	0.04822047689804005	0.06350989640229665	22.103533	10.553659510510087	213.12389768630408	1408.7046553043424	0.8567211	0.0	1331.1127376841	1380.81024525636	1647.26902236409	1254.85026901784	1357.55076401481	1516.5596408349	1671.20822639721	1097.54060226949
sub_328	0.005041392485671832	0.01414208801175475	21.255676	1.014883784117099	68.40926086644961	179.95828470500774	0.9811453	0.0	249.114672441443	210.148126656054	94.8760956119551	215.660871844683	235.818677317127	150.333033389661	134.172205168068	233.316657315424
sub_329	0.004103870374301281	0.012682182702582128	23.669102	7.157403619352082	4052.9474300159154	9222.401381122054	0.9843358	0.0	7422.41668611673	13063.4471341954	9341.8578780815	5331.26361133694	7101.3289261282	16890.2169673952	10066.3121522929	5571.03038896012
sub_330	0.008225429845043515	0.018203820148866796	23.258385	19.24877184915571	119.73457450317264	1174.775941885387	0.9694381	0.0	1235.06852662234	1040.46164882427	1148.1382584925	1296.07955334109	1147.225997759	1064.3578763988	1076.77440603235	1289.19357077859
sub_331	0.02480011321021722	0.03709712225351052	23.303463	4.079747457249846	272.8277735204098	361.5214746334631	0.91780376	0.0	483.222436904486	766.355396664198	130.626508451243	188.174682295851	428.297705830026	571.265526880713	108.696470009574	252.362915055459
