ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_4_REP_1	TP_8_REP_1	TP_12_REP_1	TP_16_REP_1	TP_20_REP_1	TP_24_REP_1	TP_28_REP_1	TP_32_REP_1	TP_36_REP_1	TP_40_REP_1	TP_44_REP_1
sub_11	0.4091488006792613	0.4431982712016421	22.128412	17.609230959190956	0.11367856712671673	4.893799212227371	0.08478034	0.0	4.867709617	4.937394925	4.798505915	4.810686161	4.877287879	5.019564939	4.667159955	4.727170337	4.931657833	4.940425712	5.092046074	5.017097923
sub_12	0.12882968937946648	0.16009016226071718	24.608963	5.091629540186904	0.2742370439275169	4.630859134763421	0.28277397	0.0	4.699146252	5.205721819	4.841253074	4.507628197	4.249273781	4.106324593	4.683146155	4.640666392	4.831363691	4.625628142	4.714863029	4.71041875
sub_13	0.07031415835279134	0.09695014925442445	24.56763	2.34603592605327	0.17116156264015625	7.774167867934999	0.4588702	0.0	7.917388834	7.929570767	7.65163565	7.556965435	7.614080405	7.383775737	8.028233551	8.107072731	7.638046629	7.730270276	7.864812693	7.662619811
sub_14	0.03675794240430199	0.058275775855010994	22.686497	5.054935335453891	0.15097959615720896	7.954586504101682	0.67015076	0.0	7.852038622	8.107603093	8.017443912	7.789111416	7.796088638	7.72115104	8.176388819	8.06621946	8.131730915	7.872472926	7.974997159	8.022975265
sub_15	0.007164084058586287	0.017682564053913594	26.190092	14.588989154757073	0.12638364130716898	7.734150229967261	0.9422548	0.0	7.596187708	7.602114015	7.739969684	7.841393506	7.848897203	7.711326685	7.759248906	7.654816716	7.717907209	7.77719932	8.115252776	7.781487688
sub_16	0.005607443571782353	0.014786168628414557	26.386229	9.238897151219073	0.18805116229323682	5.217144077436712	0.9590525	0.0	4.945528138	5.275637037	5.403667671	5.313131039	5.161434392	4.991752086	5.205280187	5.172793265	5.445586396	5.38319103	5.422866666	5.168597602
sub_17	0.01719380174060709	0.0335790882050182	26.574375	15.225995394406093	0.27090812003272585	6.00420474339227	0.852924	0.0	5.753523634	5.743907627	6.034097373	6.085581541	6.256230576	6.261533564	5.91766672	5.401412228	6.064729117	6.126145947	6.135473984	6.247035825
sub_18	0.042506898747611974	0.06521647036489227	23.364393	14.502378834739341	0.27776949450799227	5.855501286425216	0.6282026	0.0	5.587510981	5.579567765	5.791002373	5.854570144	6.12307437	5.767970331	5.915073349	5.543155281	6.071019073	6.157876865	6.188434911	5.900403431
sub_19	5.306728932286139e-05	0.0007687267616628208	22.337648	2.4886030110140798	0.5468272150294129	4.322107643184671	0.9986162	0.0	4.710503883	5.100051758	4.368888738	3.830135858	4.000804826	4.589199543	4.729667519	4.809730551	3.99739607	3.778782601	3.940224688	4.557475855
sub_20	0.006031981886365245	0.015478496376262245	22.419308	17.127089484212366	0.19642341659648488	7.929948769591363	0.9521647	0.0	7.903312132	7.815327882	7.693980428	7.977731135	8.111255885	8.126481561	7.884897885	7.730110305	7.832552913	8.092000088	7.96588484	7.954164088
sub_21	0.20220406141654285	0.2353533421801167	25.115023	23.983080012557	0.11676660087756166	6.052335304153118	0.17878422	0.0	6.026466877	5.971561621	5.955508729	5.764568123	6.050600477	5.948373649	6.158193928	6.205986048	6.039775347	5.94754188	6.057932247	6.130672989
sub_22	3.5378192881907595e-05	0.0007687267616628208	23.158426	22.483245906467033	1.5788559190728133	7.209635408363306	0.99879116	0.0	8.225915088	7.7355333	5.705641878	5.358531151	7.084894332	8.26303518	8.665321169	7.728494152	5.908790784	5.785925843	7.553262732	8.625811273
sub_23	0.0005660510861105215	0.0035252948914405945	22.789225	19.22319406568266	0.4809463447075102	5.064307780531127	0.9971975	0.0	5.339847965	4.778001809	4.665802902	4.720151972	5.668144006	5.51866396	5.365059004	4.682794571	4.653033322	5.0136602	5.651407482	5.333982422
sub_24	0.01080803792542277	0.0238134782257475	23.121101	20.239106658427136	0.3038012016813798	9.022747113153448	0.90783423	0.0	9.219067608	8.937723484	8.661325249	8.86787511	9.192780723	9.07438878	9.315493171	8.937093956	8.627585314	8.891701485	9.375663639	9.171148999
sub_25	5.306728932286139e-05	0.0007687267616628208	22.86553	12.373151235710873	0.3086173113721502	7.258112291765512	0.9985261	0.0	6.882757684	7.012871379	7.363606629	7.510222337	7.5542825	7.175164539	7.002478204	7.064822185	7.624089169	7.462979726	7.344028196	7.111605009
sub_26	0.05745418524021793	0.08272711842704726	25.083048	16.367573328842443	0.13509678255560287	4.976028087830134	0.5272631	0.0	4.800804932	4.838150684	4.831602406	4.925982926	5.114925656	5.125751777	4.970967222	4.801410174	4.960941411	5.095428735	5.020981464	5.087409748
sub_27	0.34859902356187644	0.38292065193274455	24.806433	5.922099582751493	0.16528618004335488	5.04532280568227	0.10171473	0.0	4.887494983	5.051807027	5.276570577	4.974836072	4.647279011	4.970349668	5.196902241	4.959141989	5.363832777	5.286000277	4.754367945	5.094694342
sub_28	0.005324418028727093	0.014163622190449523	23.81427	13.644571643040692	0.21244876450139127	6.793075346486754	0.96044475	0.0	6.688100981	6.540504693	6.976410204	6.890381091	7.095095801	6.763486031	6.605289831	6.428097645	6.934468895	6.975132157	6.894745616	6.77504296
