ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT0.75_REP1	ZT0.75_REP2	ZT0.75_REP3	ZT1.75_REP1	ZT1.75_REP2	ZT1.75_REP3	ZT3.75_REP1	ZT3.75_REP2	ZT3.75_REP3	ZT5.75_REP1	ZT5.75_REP2	ZT5.75_REP3	ZT7.75_REP1	ZT7.75_REP2	ZT7.75_REP3	ZT9.75_REP1	ZT9.75_REP2	ZT9.75_REP3	ZT10.75_REP1	ZT10.75_REP2	ZT10.75_REP3	ZT11.5_REP1	ZT11.5_REP2	ZT11.5_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT12.75_REP1	ZT12.75_REP2	ZT12.75_REP3	ZT13.75_REP1	ZT13.75_REP2	ZT13.75_REP3	ZT15.75_REP1	ZT15.75_REP2	ZT15.75_REP3	ZT17.75_REP1	ZT17.75_REP2	ZT17.75_REP3	ZT19.75_REP1	ZT19.75_REP2	ZT19.75_REP3	ZT21.75_REP1	ZT21.75_REP2	ZT21.75_REP3	ZT22.75_REP1	ZT22.75_REP2	ZT22.75_REP3	ZT23.5_REP1	ZT23.5_REP2	ZT23.5_REP3
sub_1	1531.24	1873.98	1623.58	1878.38	2166.67	1760.3	2039.57	2284.06	2337.88	2191.46	2083.89	2188.35	1934.63	1700.39	1981.27	2351.52	2117.54	1918.97	2144.92	1707.07	2019.27	1656.47	2273.27	1929.24	1100.57	1638.7	1529.58	1721.12	1204.62	1523.9	1130.57	1759.39	1407.02	1017.1	1315.8	1317.97	1063.5	1441.59	1275.82	1407.44	1371.83	990.059	1490.03	1063.38	1270.86	1457.22	1115.02	1608.3	2055.61	1451.05	1743.16	1539.4	1620.1	1899.95
sub_2	727.807	667.188	592.598	630.735	736.746	689.035	789.524	793.319	1081.22	995.666	967.906	1045.16	1086.17	873.146	986.408	999.533	864.41	756.779	741.917	678.328	710.776	734.848	845.54	698.573	485.974	715.354	609.182	595.724	409.604	656.771	560.055	520.794	485.549	360.783	537.614	496.408	398.158	542.52	419.262	463.735	497.299	371.871	482.3	394.502	469.554	529.309	375.477	509.201	832.042	503.636	575.12	629.562	533.435	673.377
sub_3	99.5025	78.529	72.7563	100.932	86.0352	68.8764	94.1822	100.453	102.301	111.773	106.656	106.866	88.3088	101.151	111.768	135.405	136.387	120.365	142.077	119.205	142.238	111.87	124.382	122.134	91.0676	98.1298	112.132	143.229	87.859	94.0263	90.0241	102.03	98.8694	68.0374	104.598	96.6297	64.263	82.357	85.1117	66.4221	77.098	70.9735	90.3799	51.9855	76.6291	64.6489	43.4668	96.1954	70.1677	59.2036	67.3667	67.3004	81.2609	88.8771
sub_4	203.172	196.556	192.739	175.845	183.498	237.079	235.521	216.279	294.318	274.672	251.652	280.744	247.405	279.715	305.75	289.608	311.423	312.209	336.601	310.615	286.787	266.67	318.346	280.255	206.201	211.952	276.022	281.722	202.182	249.363	199.487	289.241	201.682	154.928	214.09	187.449	188.239	138.71	189.513	182.816	209.544	148.036	159.072	162.438	183.664	194.437	161.004	204.801	254.496	151.018	243.583	195.312	180.536	187.629
sub_5	4617.06	4824.65	4332.34	5057.73	5263.9	5299.99	4630.65	5152.42	4925.44	4508.41	4363.56	4300.37	3944.21	4218.51	4299.02	4212.3	4181.85	3598.35	3595.97	3253.47	3767.62	3368.87	3965.05	3712.8	2593.65	2919.99	3156.91	3360.28	2599.14	3401.4	3048.6	3445.03	3398.02	2834.64	2980.72	2943.21	3176.77	3883.69	3381.95	4038.77	3820.3	2906.23	3714.26	3009.44	3355.33	3646.63	3563.7	3861.18	4535.57	3645.39	3705.74	3681.44	3769.36	3892.37
sub_6	449.46	396.198	473.282	371.693	404.868	316.489	312.841	330.984	370.41	304.591	257.274	284.764	206.769	303.211	338.059	342.705	387.58	294.822	674.603	514.858	658.232	808.263	1140.08	951.01	897.753	976.974	1244.94	1175.59	840.849	1170.24	1049.39	1208.07	1199.13	994.53	1329.99	1137.43	1031.52	1111.05	1041.02	728.195	752.631	735.55	760.27	630.384	821.862	508.822	455.985	635.12	560.365	476.232	459.899	307.602	347.485	487.564
sub_7	558.686	581.858	516.858	623.048	706.173	619.972	628.851	542.829	698.727	702.665	750.848	730.96	615.623	725.258	612.012	782.378	664.138	685.505	593.43	608.242	538.103	468.379	670.271	619.758	333.192	592.129	476.55	455.457	443.931	518.764	384.645	402.481	378.2	339.381	371.753	326.738	303.764	325.926	291.577	326.612	347.954	274.092	423.388	365.3	414.255	408.791	289.144	444.836	582.155	396.196	541.898	489.318	451.693	611.008
sub_8	220.188	236.51	187.183	227.538	255.676	256.778	210.499	250.809	246.961	233.154	223.792	222.52	174.149	209.929	231.242	227.285	211.695	197.51	179.602	170.092	159.415	145.043	234.614	187.88	132.626	172.486	143.999	198.425	134.311	150.245	124.412	211.515	156.288	113.783	138.369	145.194	126.904	179.239	133.74	157.937	160.555	137.843	142.395	122.821	147.833	159.388	174.632	147.667	230.663	187.478	183.638	191.701	197.037	190.838
sub_9	1085.43	920.405	1511.21	865.665	1116.08	853.444	1006.17	909.934	1087.51	1316.61	964.52	1138.83	1044.83	1082.05	1380.02	1182.23	1124.03	1110.36	1334.89	1086.97	1419.9	1221.72	1652.28	1421.82	1529.34	1344.65	1361.33	1546.67	1031.09	1498.42	1223.04	1578	1445.95	1133.8	1381.95	1365.65	1225.41	1228.26	1088.1	1283.6	1301.2	982.82	1166.64	1091	1106.8	1111	796.791	1151.7	1102.35	949.664	1133.76	950.425	969.318	1070.05
sub_10	3234	3472.61	2709.86	3358.35	4154.67	3097.21	3682.32	3991.3	3786.64	3305.43	3194.2	3186.81	2848.96	2992.13	2881	3227.14	3099.5	2715.2	2834.84	2579.73	2676.36	2582.01	3326.66	2800.05	1737.44	2389.64	2204.12	2479.85	1934.43	2430.9	2168.59	2536.74	2434.53	2013.3	2125.68	1980.23	2045.28	2497.45	1962.82	2498.14	2574.45	1950.24	2442.63	2253.19	2509.62	2678.35	2473.52	2705.39	3329.07	2766.15	2752.68	2429.05	2735.48	3207.2
sub_11	4246.31	4188.74	3547.52	4486.23	4476.28	3555.27	3846.05	3894.54	3778.24	3012.3	3151.29	3139.89	2500.92	2634.53	3073.17	3569.11	2761.57	3085.3	3249.37	2450.65	2986.38	3061.05	4263.33	3540.05	2936.07	3455.85	3288.73	4029.39	3000.92	3548.41	3340.91	4103.56	4496.89	3326.78	4296.4	4117.93	4134.77	4346.93	4178.03	4954.72	5025.25	4069.83	4407.2	3596.58	4324.03	4025.43	3439.32	4356.47	4394.19	3711.7	4040.12	3397	3393.96	4172.55
sub_12	6345.65	7130.16	7633.45	6784.93	7629.15	7968.96	7661.1	8255.1	6814.84	7209.29	6415.95	7211.03	5350.58	5865.06	8090.57	7885.73	5708.56	5803.9	5770.99	4724.33	5203.92	5113.94	7084.09	5764.44	3551.16	3821.09	4523.06	5107.43	3887.48	3950.06	4691.21	5439.54	5034.22	3749.08	3848.5	4740.88	5254.04	4399.68	3973.4	4799.22	4727.37	4388.45	5217.97	3778.74	4940.3	5353.67	5244.45	6384.52	6220.32	5921	6321.46	6084.58	5246.43	6520.7
sub_13	861.606	793.737	744.355	751.073	820.435	714.41	806.625	956.105	725.661	696.703	623.378	619.913	495.869	615.028	519.876	641.312	726.531	603.637	698.482	525.42	606.327	599.158	883.285	688.868	536.099	688.664	616.495	682.059	454.014	693.098	653.769	690.448	652.345	563.537	626.97	645.693	704.116	649.494	666.547	772.354	767.096	497.698	732.704	592.958	601.508	607.119	520.958	740.328	686.859	639.621	656.221	550.149	671.657	624.56
sub_14	678.791	613.107	672.987	662.301	797.711	649.077	626.609	715.861	705.41	678.879	641.784	577.927	675.582	681.669	750.017	1036.5	885.102	714.796	1123.07	873.036	1107.94	1146.4	1589.39	1326.69	959.36	1199.48	1231.76	1165.3	970.312	1298.43	1180.06	1513.93	1427.62	845.237	976.664	1116.7	1017.86	857.349	965.424	836.513	857.936	619.66	627.175	622.951	645.499	622.591	576.075	812.16	583.904	562.327	638.784	521.465	554.545	623.228
sub_15	610.945	602.81	592.905	765.607	699.877	640.211	712.571	678.241	779.485	652.432	778.938	739.957	671.883	682.819	734.517	789.596	797.034	781.283	678.557	745.861	652.022	666.035	806.775	830.902	386.927	677.368	594.513	607.178	492.547	645.444	457.736	585.384	558.788	407.781	467.265	413.744	388	474.383	416.758	415.911	403.433	360.156	383.244	376.531	375.823	445.48	336.102	529.159	652.816	381.887	477.85	460.077	435.008	637.572
sub_16	778.467	758.889	614.067	824.634	877.394	744.988	782.203	797.706	808.623	679.237	743.746	766.918	638.771	700.627	673.449	852.437	695.327	687.515	561.016	614.241	565.936	445.427	776.47	661.466	314.251	550.285	463.791	593.207	374.186	523.011	401.277	536.475	497.547	375.844	413.301	414.528	443.198	509.815	423.644	513.974	543.907	413.916	467.575	489.947	505.839	565.152	470.345	652.675	772.948	461.947	677.027	687.353	567.527	682.196
sub_17	300.428	158.413	348.65	214.942	229.038	335.602	168.45	428.363	328.416	237.036	292.188	136.031	171.63	228.806	223.627	113.616	169.738	187.073	157.021	153.313	184.538	204.219	148.678	132.404	373.68	194.801	242.616	279.854	196.392	284.745	181.818	295.861	296.054	341.487	244.878	260.267	273.893	161.945	314.332	409.816	411.036	295.983	306.628	220.208	271.177	287.844	304.97	294.178	198.09	315.897	343.265	180.743	361.389	382.218
sub_18	68.6965	98.9872	102.234	96.2483	77.4154	84.1038	73.5494	102.366	99.9778	89.9469	92.1751	76.3892	87.9695	89.3673	87.1285	101.93	133.079	71.547	93.4766	96.2114	104.108	106.068	103.504	105.913	88.6884	97.7683	94.1725	100.268	74.6009	91.6228	88.0772	102.136	106.293	76.9145	91.7301	86.0609	91.9217	92.3258	81.8662	84.0905	97.945	70.4484	87.2526	80.3691	79.5507	88.7165	57.6343	97.0938	92.3942	76.875	88.2777	73.1499	71.8863	124.452
sub_19	657.637	984.307	477.097	915.926	989.188	960.723	1175.14	1160.2	1302.86	1431.17	1102.01	1369.48	1094.98	999.461	1176.36	1604.55	1276.92	1183.17	1613.08	1550.81	1445.03	974.023	1306.29	1493.09	608.716	969.163	924.862	983.876	417.129	909.682	749.373	886.67	653.715	421.967	592.376	638.161	540.277	539.519	325.023	467.91	466.629	413.146	450.47	422.935	420.324	506.392	346.333	471.868	740.45	497.678	618.041	607.882	659.103	604.327
sub_20	468.93	396.34	346.218	371.159	411.018	390.997	314.949	368.061	464.904	471.434	391.507	345.314	385.649	451.337	496.973	558.197	706.466	505.179	608.276	640.396	644.639	598.187	700.963	589.68	559.5	457.563	647.093	815.88	480.268	594.88	574.219	680.656	583.006	428.996	464.289	481.214	462.418	315.093	468.234	463.966	423.436	352.159	404.59	338.089	371.134	320.356	309.79	353.716	374.229	296.8	331.889	325.495	227.913	311.053
sub_21	2071.42	2001.79	1869.65	2118.74	2633.3	2007.9	2030.5	2378.5	2701.88	2218.75	2287.15	2294.78	1875.09	1885	2261.15	2412.12	2656.16	2526.65	2821.45	2285.88	2585.64	2469.52	3495.24	3080.74	1850.82	2305.49	2406.6	3012.14	1927.44	2439.24	2238.55	2693.19	2451.62	1745.03	2143.42	2271.9	1803.72	1931.78	1861.88	1806.09	1939.75	1486	1711.41	1415.58	1609.13	1686.56	1493.06	1958.09	2567.44	1558.78	1842.73	1859.24	1510.46	2051.83
sub_22	230.753	204.266	286.456	303.263	239.386	210.95	268.575	267.795	283.324	316.567	239.343	278.063	241.131	283.126	334.104	303.299	242.126	311.304	279.583	273.944	310.225	186.472	352.994	290.347	140.714	153.617	248.019	230.131	153.898	248.018	195.565	228.838	175.395	132.182	155.553	152.566	178.709	170.623	142.358	144.936	137.232	140.39	130.417	109.434	185.411	149.549	164.603	202.627	231.47	135.747	200.262	202.488	168.23	222.36
sub_23	402.483	461.768	353.595	416.214	478.113	422.355	466.839	413.804	541.053	423.322	394.981	410.101	356.683	433.759	415.481	402.441	386.966	356.826	299.416	275.549	285.176	265.141	370.001	317.916	169.584	301.483	263.248	246.066	200.306	213.884	235.587	290.89	282.851	181.179	190.405	211.243	221.668	314.827	218.238	244.402	265.256	214.262	297.767	228.897	280.787	316.124	240.53	305.521	452.729	312.311	343.539	370.528	292.859	386.676
sub_24	2548.71	2784.23	2363.8	2825.59	3030.88	2684.65	2843.57	3202.5	2911.92	2726.67	2454.59	2461.09	2258.51	2417.67	2331.98	2475.4	2433.38	2365.41	2256.09	2029.9	2170.82	2109.64	2683.31	2301.31	1434.03	1887.82	1968.98	2053.34	1537.34	2070.79	1806.66	2029.54	1982.51	1644.77	1886.7	1661.38	1726.73	1906.98	1879.79	2175.59	1993.1	1615.32	2028.02	1642.64	1867.63	2051.85	1903.61	2236.45	2589.81	2143.29	2085.52	2120.33	2181.85	2507.67
sub_25	1486.52	1637.01	1430.84	1485.17	1737.34	1578.81	1584.88	1706.04	2006.14	1790.34	1694.21	1860.37	1579.48	1727.75	1826.69	2047.73	1958.75	1803.53	1725.98	1632.78	1817.73	1555.3	2105.56	1751.37	1102.41	1568.19	1484.17	1577.08	1214.96	1536.09	1305.44	1539.74	1209.97	1041.56	1282.69	1206.86	1072.69	1215.71	1058.04	1217.21	1271.41	921.01	1193.24	998.937	1184.79	1101.32	947.572	1373.77	1636.28	1156.23	1251.73	1192.13	1131.71	1347.04
sub_26	186.472	167.477	139.732	166.56	177.408	164.323	174.184	222.451	174.914	192.132	141.911	169.356	135.318	136.363	168.957	149.411	139.204	156.753	129.94	114.685	108.351	133.33	123.643	150.269	95.1683	124.117	130.736	92.8712	98.3752	100.157	86.7193	120.427	101.451	82.2641	105.571	73.0638	84.3579	94.3764	74.1299	114.949	132.471	97.2992	90.8759	82.0877	114.02	143.102	95.3803	128.03	141.653	95.55	128.091	130.666	103.549	145.161
sub_27	57.699	54.4924	58.3254	64.9181	47.7809	51.5368	51.1941	55.1224	83.1349	57.5135	62.4658	63.6901	63.4474	73.3918	82.3808	88.2304	235.206	92.2242	129.763	128.17	108.775	117.947	177.377	114.532	102.175	60.3999	122.371	154.305	119.58	115.979	109.742	112.337	88.552	82.1768	124.824	102.338	57.665	44.9342	120.892	105.315	100.206	45.3335	80.8119	93.1608	87.4211	63.4403	50.7487	94.5434	48.3803	41.2865	38.6457	47.3487	45.9512	51.4125
sub_28	894.881	771.6	663.643	872.711	1288.77	817.097	875.976	1083.11	1255.46	709.778	1002.93	934.77	690.747	666.951	768.582	714.394	839.629	698.739	539.222	558.512	613.785	683.834	691.852	609.433	373.045	418.064	636.111	714.483	349.423	700.408	598.603	697.692	673.416	381.879	596.083	486.578	489.705	736.418	528.366	659.099	581.424	498.064	768.297	702.952	554.704	660.114	532.47	708.538	1237.2	603.265	888.663	751.304	751.376	1161.07
sub_29	892.614	1064.48	901.09	992.658	1104.13	906.059	1008.03	1179.68	1290.41	1259.83	1188.25	1229.5	1084.35	1127.17	1138.25	1497.06	1201.39	991.614	1368.64	1442.39	1379.65	1269.87	1766.26	1383.2	1093.15	1269.12	1294.81	1331.18	1104.92	1295.82	1116.89	1349.91	1043.3	980.528	1118.51	1058.62	920.147	1087.97	856.357	1052.83	1068.01	754.296	1053.78	835.665	923.007	1042.68	781.149	1061.82	1175.71	993.474	1036.91	902.646	961.812	1001.84
sub_30	567.861	625.575	450.434	640.088	714.713	617.861	715.847	799.045	757.41	753.6	764.456	747.807	630.366	591.608	600.112	879.257	840.375	882.902	868.481	779.005	907.572	839.533	1043.06	1021.75	646.085	877.993	825.467	1024.55	633.615	942.313	668.099	744.049	771.694	524.276	684.446	623.779	505.13	644.118	483.464	537.522	541.931	401.665	484.759	410.654	471.616	448.02	346.783	481.954	575.512	411.216	545.512	476.158	493.571	545.963
sub_31	1097.41	1248.04	1019.94	1163.23	1388.47	1201.23	1297.65	1597.1	1502.76	1709.11	1357.84	1423.21	1203.38	1245.48	1389.29	1530.97	1452.46	1190.95	1425.83	1271.78	1341.7	1174.88	1582.34	1252.94	776.367	1040.12	1042.54	1134.98	862.622	1087.92	908.266	1086.9	993.114	704.833	970.901	810.31	728.299	846.623	780.12	943.725	910.869	699.431	834.452	715.055	941.399	951.008	620.296	1067.25	1135.79	946.149	897.636	1041.88	890.33	1020.91
sub_32	122.596	188.582	145.58	116.471	168.518	197.653	187.571	178.166	202.562	204.971	236.129	166.9	175.917	185.054	280.982	236.415	136.786	145.069	127.571	133.31	179.409	135.093	119.809	162.037	98.6445	110.52	109.874	86.6858	92.219	65.4212	69.984	76.4591	80.873	71.0029	65.6578	57.7593	42.026	67.2742	66.8767	64.8065	77.466	49.6014	130.678	104.494	95.2836	91.1951	73.7342	115.852	100.943	121.143	94.8297	94.6336	90.8565	114.571
sub_33	345.196	423.501	411.916	445.372	523.887	388.483	378.996	513.13	541.865	366.869	381.756	361.202	330.921	258.408	336.42	399.676	366.893	251.566	326.89	289.9	337	304.988	434.103	355.397	177.817	330.265	230.607	316.385	210.074	260.777	196.367	342.174	309.126	225.962	307.425	254.431	238.142	362.299	298.568	277.482	297.934	261.233	316.886	244.238	265.516	331.636	272.157	371.751	477.838	339.063	424.216	378.295	342.683	455.546
sub_34	857.31	840.134	783.326	868.496	835.761	752.108	733.032	768.891	1045.68	1012.4	1005.23	983.483	1120.74	975.191	919.739	1254	1226.43	835.132	1436.77	1163.23	1363.01	1217.14	1827.37	1568.63	1019.1	1515.53	1472.23	1283.63	1167.37	1456.97	1266	1307.65	1257.76	800.077	988.734	992.48	906.207	916.32	736.341	1004.49	983.484	652.361	865.025	793.992	1045.49	777.198	495.925	764.69	1171.69	773.959	919.305	795.608	796.209	885.417
sub_35	1171.36	1227.47	902.551	1181.19	1262.41	1069.87	1113.49	1506.57	1401.32	1266.32	1391.35	1193.97	1255.45	1134.87	1203.5	1452.47	1220.29	1142.58	1242.33	1127.32	1137.92	1133.23	1371.01	1292.57	692.867	1094.58	999.903	1023.92	818.181	997.346	833.459	1137.91	1037.19	746.555	893.02	803.786	817.377	908.753	703.718	866.685	792.997	746.801	833.364	760.544	878.899	790.727	743.669	1021.97	1200.04	773.86	934.673	1005.89	846.621	1170.83
sub_36	717.825	562.915	634.034	626.001	818.274	607.911	832.292	747.954	859.55	789.691	835.278	776.122	722.669	776.727	740.653	717.771	724.51	707.528	657.065	665.753	682.364	653.718	778.312	673.913	388.811	656.982	602.702	671.722	421.908	565.783	482.598	601.059	532.87	393.169	450.41	471.027	492.985	496.61	399.245	585.289	495.453	387.99	470.68	375.067	486.177	535.226	350.642	608.204	588.922	515.385	501.262	552.628	491.691	621.847
sub_37	181.146	221.305	148.814	188.628	134.381	139.055	118.371	216.232	253.949	202.432	266.476	184.215	202.276	169.169	199.031	227.514	382.475	210.784	248.76	296.96	304.465	245.748	313.758	267.801	177.84	195.878	282.146	263.467	237.314	226.035	195.998	199.015	270.993	200.083	265.547	193.665	155.94	179.415	250.115	296.613	321.352	112.949	184.187	178.265	277.141	169.454	131.969	244.143	207.672	122.025	161.795	141.963	137.751	173.21
sub_38	1597.01	1634.71	1655.57	1727.06	1995.16	1672.95	1651.11	1986.28	2099.32	1840.07	1693.43	1821.74	1977.87	1723.66	1903.26	1808.15	1713.4	1625.88	1566.07	1374.87	1518.94	1446.08	1913.2	1649.22	1062.25	1398.19	1304	1332.77	1004.25	1282.24	1211.48	1320.24	1261.14	953.24	1120.61	1034.91	1208.36	1121.29	1017.48	1269	1228.02	987.419	1278.5	1151.45	1182.52	1366.23	1200.69	1504.79	1758.8	1219.7	1541.41	1465.08	1201.49	1616.12
sub_39	422.558	434.565	337.41	440.684	516.747	400.626	442.332	495.886	473.503	501.268	415.529	531.135	483.627	461.468	455.813	514.481	505.077	582.805	548.919	434.574	511.131	438.443	561.598	561.335	280.336	457.377	404.493	382.131	320.62	398.918	307.892	357.405	410.064	295.547	268.213	294.274	273.468	254.935	190.616	264.097	252.967	198.553	247.298	212.501	275.339	294.051	157.329	317.453	473.439	226.538	301.336	337.537	290.713	365.741
sub_40	1184.83	1385.11	1191.94	1295.26	1422.95	1375.83	1332.46	1532.11	1597.84	1564.35	1525.64	1553.04	1444.5	1457.31	1452.27	1577.98	1487.16	1379.68	1361.61	1311.68	1333.26	1339.84	1548.88	1401.32	994.379	1214.47	1164.51	1301.39	908.22	1243.59	1012.49	1240.32	998.136	814.679	887.046	877.854	885.31	1067.47	862.538	1018.78	973.963	750.949	890.306	783.405	982.845	997.918	886.108	1054.25	1377.17	1026.59	1088.47	1077.21	984.802	1230.13
sub_41	95.1957	109.109	272.098	143.382	84.5254	96.2671	55.6234	116.087	115.924	109.678	97.2748	81.275	13.8542	41.5367	103.975	243.317	286.759	198.722	278.213	480.55	295.602	358.505	564.4	443.985	347.938	539.14	428.447	476.4	322.622	383.673	310.61	443.142	365.1	293.001	219.917	298.59	253.751	283.302	268.312	310.725	208.007	160.058	147.912	164.682	197.748	82.8185	82.7545	211.494	105.873	12.1816	81.4612	62.7271	66.918	70.212
sub_42	175.606	215.001	211.866	221.985	228.962	259.936	225.761	198.633	304.83	302.25	239.586	228.109	235.959	297.776	267.834	304.805	294.402	294.78	300.132	256.343	301.367	269.502	350.559	287.714	213.59	286.341	346.31	292.785	184.751	308.353	237.011	268.426	195.299	209.579	199.369	229.609	225.278	183.212	210.857	236.739	204.588	160.281	181.146	168.263	229.941	173.559	175.472	159.958	218.678	178.004	171.924	175.338	154.453	167.372
sub_43	172.493	168.776	159.813	200.896	219.007	187.667	185.953	201.971	240.827	213.533	251.882	209.802	203.502	231.911	232.254	260.974	291.111	326.379	246.769	251.694	271.303	224.025	319.869	288.576	230.837	188.139	254.303	277.867	187.111	249.855	216.645	243.588	222.914	175.458	245.939	211.698	181.35	139.416	177.549	226.041	194.131	145.701	200.381	168.498	169.568	177.154	133.701	183.309	231.472	108.398	150.078	138.087	123.292	147.64
sub_44	0.277558	0.875055	5.98704	11.4765	10.9685	4.15647	1.26303	9.98826	4.99636	14.663	10.2182	20.2193	23.1485	24.9415	21.9897	43.1895	33.7361	26.6522	52.8966	64.5725	58.3911	56.1771	83.7303	58.2456	28.0932	39.541	54.1359	69.7978	35.3808	54.3042	55.3417	63.2019	57.126	26.7374	27.0811	32.6048	26.8496	13.3127	22.7333	12.4875	26.1568	13.7245	9.02012	7.96449	10.0517	11.0735	7.38697	1.061	11.3626	8.92503	3.76438	9.3054	13.2862	4.19042
sub_45	74.5665	97.4442	113.305	109.865	113.239	93.6552	142.228	165.012	272.227	333.788	322.095	379.057	483.311	484.68	501.164	1112.71	971.172	878.721	1311.56	1268.4	1399.6	1277.29	1721.08	1443	924.278	1233.41	1207.73	1345.07	877.927	1261.59	976.228	1315.66	1040.58	702.763	861.515	865.391	636.202	742.598	507.01	324.179	330.67	336.717	208.789	116.536	199.641	131.058	86.6256	107.757	116.715	91.0775	94.167	97.7282	90.0067	124.966
sub_46	182.448	134.977	198.067	183.567	222.83	187.14	272.517	287.733	539.991	686.877	582.422	607.052	862.531	966.66	1044.26	1867.15	1833.81	1858.13	2312.11	2084.49	2284.89	2359.3	2985.73	2592.99	1835.18	2103	2143.83	2399.66	1572.52	2191.08	1688.99	2270.43	1897.97	1301.55	1552.09	1494.05	1200.75	1221.11	1098.27	618.54	612.884	580.001	326.074	273.044	382.729	190.463	167.277	245.974	191.726	153.512	178.593	166.414	163.163	172.014
sub_47	561.904	639.923	524.004	554.597	689.601	599.804	668.767	731.71	656.837	631.853	599.36	687.551	561.281	585.64	647.71	577.167	559.602	582.934	494.22	402.399	472.088	427.906	521.054	425.914	320.156	411.863	343.312	437.752	295.041	415.716	328.394	408.599	338.488	241.39	318.527	274.141	260.659	295.461	252.186	308.895	320.025	253.674	303.052	295.693	301.671	351.284	318.868	379.425	542.869	347.665	412.415	456.24	402.081	428.081
sub_48	475.138	427.778	387.553	368.873	440.779	390.476	344.514	333.251	337.694	274.85	256.555	295.161	248.477	254.378	295.747	300.581	273.192	343.378	345.355	270.843	315.01	312.517	418.053	394.789	266.59	356.777	404.62	384.97	328.543	365.16	333.593	409.904	379.416	338.344	379.728	397.715	419.272	345.434	333.151	390.691	355.279	322.315	413.169	385.33	411.8	367.826	284.614	349.61	409.667	246.014	369.702	308.329	262.412	370.93
sub_49	523.942	596.282	537.17	557.519	516.848	613.127	626.66	584.175	817.229	616.693	692.906	602.939	542.877	600.184	709.174	661.423	635.464	705.869	694.914	511.63	598.44	625	627.085	585.48	390.757	469.311	574.085	417.344	464.789	579.943	350.389	518.898	459.255	403.808	352.166	439.124	431.082	365.337	379.88	394.063	403.91	363.013	408.034	395.721	397.364	360.4	358.024	498.762	539.863	456.661	509.967	510.719	393.983	463.891
sub_50	1171.5	1268.26	975.249	1180.5	1434.76	1250.35	1379.86	1475.66	1538.18	1512.45	1372.42	1375.99	1290.67	1264.44	1399.97	1436.09	1416.55	1209.29	1429.24	1149	1246	1120.61	1550.47	1345.03	925.72	1123.5	1032.78	1106.87	844.684	1103.01	911.816	1254.5	1015.5	798.76	891.865	935.738	868.463	879.449	726.301	982.022	970.837	773.351	888.013	752.268	878.897	1087.42	800.885	1098.34	1236.35	834.003	1071.21	1059.4	969.564	1255.39
sub_51	1651.96	1802.19	1496.29	2051.58	2038.49	1864.99	2101.32	1938.05	2522.56	2409.78	2272.42	2347.52	2019.65	1886.62	1935.51	2339.11	2380.02	2110.86	2147.64	2119.9	1945.49	1936.86	2374.72	2188.1	1219.44	1798.4	1721.66	1819.89	1302.4	1671.86	1430.6	1727.84	1611.07	1094.88	1524.1	1245.61	1161.14	1492.43	1215.38	1399.61	1342.59	922.602	1456.19	1128.16	1262.2	1419.37	1020.03	1571.5	2120.73	1378.91	1419.6	1518.34	1417.32	1812.66
sub_52	1102.13	1048.61	1112.24	1112.2	1217.06	1339.97	1010.48	1329.48	1578.14	1257.01	1201.9	1441.28	1129.25	1092.06	1168.96	1305.86	1305.17	1114.15	971.68	1113	1107.81	953.326	1454.83	1070.81	668.91	948.423	845.192	845.945	618.755	808.608	692.189	952.447	786.059	506.625	717.242	667.361	652.731	741.487	612.892	878.697	778.475	619	916.699	774.891	784.587	955.117	832.041	1039.99	1114.21	799.098	1186.98	1061.97	808.384	1097.63
sub_53	334.36	327.865	349.128	419.713	452.933	430.868	403.062	435.773	421.337	480.818	412.374	399.216	394.059	423.953	489.42	598.47	547.142	443.491	397.851	361.857	415.054	346.164	481.654	395.46	265.631	384.78	297.188	336.982	270.844	313.384	269.581	289.356	257.935	212.129	251.874	223.375	187.544	215.607	175.163	267.169	226.377	201.215	196.394	200.567	209.601	305.415	144.654	224.613	429.856	249.327	270.762	262.309	283.01	332.164
sub_54	487.148	494.327	471.299	455.391	549.772	495.034	556.737	612.036	648.559	585.449	530.196	596.374	615.967	583.908	625.288	665.733	628.821	676.592	586.707	525.908	583.53	573.672	701.415	556.238	372.128	508.654	515.685	500.282	386.809	488.413	436.521	450.189	414.744	328.533	364.543	364.045	335.661	370.963	319.016	397.475	371.633	289.416	378.085	316.516	393.983	384.763	323.818	428.754	520.179	375.269	379.474	381.429	381.26	404.174
sub_55	586.712	634.212	595.834	594.465	641.815	680.951	674.54	754.74	705.704	685.474	699.55	730.699	598.531	593.378	702.025	754.727	715.894	623.741	627.934	579.696	600.773	555.79	724.29	598.335	401.207	541.696	529.507	585.904	421.951	470.806	437.55	526.543	457.76	367.922	402.601	457.682	364.488	437.94	367.522	482.169	455.204	354.377	420.762	354.816	410.553	475.434	368.842	479.085	670.625	427.38	547.424	470.751	455.521	580.782
