ID	ZT0_REP1	ZT0_REP2	ZT0_REP3	ZT0.75_REP1	ZT0.75_REP2	ZT0.75_REP3	ZT1.75_REP1	ZT1.75_REP2	ZT1.75_REP3	ZT3.75_REP1	ZT3.75_REP2	ZT3.75_REP3	ZT5.75_REP1	ZT5.75_REP2	ZT5.75_REP3	ZT7.75_REP1	ZT7.75_REP2	ZT7.75_REP3	ZT9.75_REP1	ZT9.75_REP2	ZT9.75_REP3	ZT10.75_REP1	ZT10.75_REP2	ZT10.75_REP3	ZT11.5_REP1	ZT11.5_REP2	ZT11.5_REP3	ZT12_REP1	ZT12_REP2	ZT12_REP3	ZT12.75_REP1	ZT12.75_REP2	ZT12.75_REP3	ZT13.75_REP1	ZT13.75_REP2	ZT13.75_REP3	ZT15.75_REP1	ZT15.75_REP2	ZT15.75_REP3	ZT17.75_REP1	ZT17.75_REP2	ZT17.75_REP3	ZT19.75_REP1	ZT19.75_REP2	ZT19.75_REP3	ZT21.75_REP1	ZT21.75_REP2	ZT21.75_REP3	ZT22.75_REP1	ZT22.75_REP2	ZT22.75_REP3	ZT23.5_REP1	ZT23.5_REP2	ZT23.5_REP3
sub_105	442.046	460.16	466.369	487.887	593.231	452.143	537.415	527.494	637.644	579.455	559.588	642.614	435.799	475.508	538.349	699.993	699.27	596.97	824.633	713.66	818.65	727.277	1110.39	896.931	563.243	760.361	737.937	852.444	578.946	735.402	581.86	860.655	699.65	488.757	620.733	510.635	492.819	591.286	424.421	460.066	427.877	337.734	412.253	359.76	405.912	447.23	315.468	454.06	637.135	454.391	472.617	428.691	452.74	531.817
sub_106	115.821	150.791	81.3249	113.266	99.4828	100.402	80.9098	147.888	170.01	154.792	135.677	132.931	153.157	129.927	162.786	182.09	177.118	132.079	205.48	189.425	189.738	218.07	217.677	176.843	188.416	152.789	215.796	209.945	182.722	187.174	208.087	214.445	188.307	161.658	176.599	163.887	152.314	155.395	167.373	126.811	122.31	106.252	125.074	133.401	137.952	112.462	94.8689	142.142	153.681	99.8722	131.229	124.097	87.737	146.694
sub_107	64.3252	73.0796	52.249	65.3417	84.3126	65.3555	58.9081	75.8477	85.1823	78.3114	79.7116	67.5897	60.328	68.1891	57.5631	78.3991	76.8676	52.1524	74.8376	59.8479	69.7071	72.5671	104.022	65.877	65.1963	77.6887	60.3504	84.7305	49.7591	77.1809	62.4765	76.9294	75.3284	45.6595	67.241	64.0249	62.6536	76.7771	59.4535	80.5462	74.1722	60.6114	66.3115	63.0595	55.3028	61.8464	72.6	63.7647	65.6254	68.9397	62.4795	62.0492	76.4799	65.1398
sub_108	437.187	450.509	393.617	399.954	482.001	400.038	471.801	456.806	549.233	571.163	516.856	520.376	450.738	461.924	616.491	541.213	544.86	492.001	352.005	360.998	384.204	299.854	377.475	270.502	215.947	217.082	255.906	333.088	209.034	253.964	229.273	245.019	239.734	147.416	216.986	212.119	157.012	197.394	187.757	347.563	356.742	219.72	301.695	238.22	285.572	320.073	240.015	328.145	382.287	299.622	317.836	370.061	289.471	371.796
sub_109	947.265	896.874	988.707	1045.58	1216.25	1104.54	1055.77	1288.01	1408.43	1265.6	1300.93	1386.66	1126.97	1144.07	1435.19	1462.65	1464.29	1309.75	1300.41	1217.14	1136.42	1102.12	1517.44	1290.32	613.109	1070.98	827.826	995.851	723.546	759.739	649.727	1028.9	860.313	611.536	748.729	694.581	610.827	833.296	629.949	782.703	806.654	619.435	778.515	556.488	755.167	810.777	688.587	925.5	1200.91	767.412	902.476	932.919	826.024	970.281
sub_110	850.788	873.133	869.423	823.678	961.486	873.697	792.509	895.24	1052.49	997.837	1047.19	960.232	918.456	1029.23	1030.7	1053.89	1008.46	1047.84	875.53	800.51	917.305	878.327	1031.85	837.898	621.266	702.026	832.219	825.102	479.81	707.185	655.61	668.825	598.005	540.695	616.976	584.612	583.776	514.243	582.196	649.285	550.165	497.919	617.834	532.399	542.941	607.062	529.047	666.489	881.085	581.605	700.018	695.632	605.883	805.516
sub_111	141.215	139.324	149.761	145.442	162.22	138.271	122.484	172.522	121.669	103.951	108.046	99.4208	98.8149	98.2982	136.279	70.2037	87.7499	109.857	55.779	61.8582	48.0547	51.5623	62.295	60.4261	42.4965	39.8125	34.6613	46.27	35.3073	40.9355	28.3871	44.3686	51.317	38.0293	41.2626	41.6458	41.449	45.0682	47.5302	38.6433	85.8923	24.7578	73.6929	72.9132	77.5575	115.839	89.9611	127.468	119.514	117.013	99.0529	102.035	77.6797	140.173
sub_112	47.5316	43.7421	55.6936	59.5853	51.8202	66.5633	50.661	69.66	58.9637	63.7083	62.7685	55.1734	51.5755	63.7217	57.7084	52.9163	50.5945	42.5526	41.6483	45.9133	31.3798	24.8946	39.2351	58.0875	26.1392	38.9011	18.257	20.844	23.8945	42.5948	37.7301	38.8108	30.83	23.4484	34.0791	31.0329	28.3977	38.9207	19.5607	45.087	44.25	27.2745	32.5245	26.7335	42.804	39.7903	25.5714	49.2406	55.0499	40.4561	70.8542	44.6548	50.8146	50.6166
sub_113	734.226	775.268	696.604	761.52	889.161	870.97	864.513	965.095	956.306	918.554	959.339	942.842	782.219	809.389	914.093	967.209	916.173	939.061	788.436	790.581	816.184	798.365	936.563	814.793	569.538	711.686	756.479	720.195	543.6	683.882	544.207	663.001	574.635	545.309	590.527	499.816	511.553	598.769	491.642	661.579	611.143	469.296	563.257	506.412	570.954	632.52	536.826	756.872	889.652	643.698	710.784	731.42	677.185	818.327
sub_114	886.123	1047.5	676.658	881.291	920.953	956.893	1032.77	1198.71	1168.53	1411.58	1274.65	1093.62	1177.4	1023.15	911.86	1297.96	1219.94	1055.8	1090.05	888.671	917.821	959.228	1036.3	965.606	566.681	997.379	765.198	834.694	679.055	819.749	684.234	720.981	684.646	540.933	673.779	589.472	527.768	649.706	641.749	639.11	663.762	492.761	728.045	612.614	687.436	682.352	639.669	781.418	970.236	560.58	714.922	796.312	708.805	721.477
sub_115	296.374	392.933	350.921	348.667	404.114	328.946	324.539	398.591	560.36	545.63	509.105	478.258	426.288	440.753	501.455	593.958	629.283	410.041	643.624	542.777	562.5	524.04	704.812	640.082	398.502	438.198	476.041	515.243	411.938	490.734	470.931	575.822	520.322	412.907	394.898	420.324	362.598	353.276	400.619	405.782	472.335	268.023	374.051	373.033	410.976	378.189	252.172	438.156	418.245	307.934	347.303	343.913	343.385	427.152
sub_116	744.61	939.067	816.739	810.515	1002.52	837.646	835.198	1067.71	1146.25	1009.35	1029.17	1050.6	1022.85	1021.7	1138.74	1356.45	1098.12	1007.69	1106.36	1046.38	1072.24	1004.25	1280.3	1134.5	783.489	814.695	953.651	1001.33	677.518	995.315	842.522	973.064	891.836	671.611	888.755	819.318	719.046	686.385	808.019	758.813	824.515	616.262	735.581	675.346	743.88	746.518	617.422	851.218	848.807	643.516	763.025	714.902	676.627	765.354
sub_117	1523.22	851.511	1230.24	1124.1	1095.82	867.718	742.828	1083.71	950.82	643.263	657.777	972.96	619.121	751.273	774.93	1197.01	756.386	938.521	733.318	718.301	638.452	534.776	1107.95	713.826	694.866	943.779	832.256	1007.73	797.351	774.039	783.558	1172.43	914.942	981.341	642.532	902.522	959.355	761.476	1185.32	1069.16	1089.05	919.507	1028.12	928.31	1234.86	955.688	844.49	980.949	1122.92	1004.98	796.976	624.513	633.314	940.143
sub_118	87.8492	104.675	93.4492	108.913	97.6797	79.4924	92.7229	92.1969	109.262	103.073	107.076	103.838	122.052	91.7668	98.9203	183.033	133.947	152.386	142.667	119.432	133.616	144.481	190.282	170.769	93.4563	111.777	145.607	125.675	81.0864	139.383	98.7374	92.8792	125.249	65.7989	100.779	88.9318	79.2033	75.758	80.0477	69.0659	68.3214	71.7241	55.2513	57.0034	63.616	87.8604	49.1185	86.5915	99.9153	63.0275	89.0824	77.0377	59.0118	93.7437
sub_119	404.808	445.465	506.167	508	522.701	466.345	355.26	369.175	453.254	343.705	350.184	393.882	351.528	353.235	466.809	471.427	549.792	403.778	520.239	696.63	783.689	669.156	915.781	753.366	556.855	653.806	705.856	883.951	495.447	773.05	670.059	657.854	586.243	626.721	576.96	521.708	476.108	508.473	569.898	491.935	480.609	307.463	451.414	373.216	443.511	389.878	325.084	430.911	450.765	304.451	406.786	290.49	354.138	428.522
sub_120	187.785	198.052	158.206	202.797	243.012	183.614	209.36	265.888	203.575	254.761	252.276	208.552	181.232	214.812	229.637	297.271	211.637	212.817	199.344	193.583	202.047	173.169	215.719	242.595	149.544	171.185	160.385	174.454	128.2	162.848	117.199	173.169	184.699	127.115	130.396	138.739	109.691	127.967	128.527	161.596	147.003	103.134	130.186	130.104	132.009	132.232	136.682	150.076	155.954	122.949	134.764	144.215	149.316	145.338
sub_121	482.814	561.038	454.772	511.908	558.091	498.399	554.901	615.255	578.084	533.385	561.498	521.744	510.409	468.116	460.638	683.404	479.849	490.175	498.526	448.108	490.78	457.982	609.135	490.905	306.761	457.305	448.529	452.503	318.682	416.833	379.426	417.518	387.43	288.172	385.288	351.041	302.423	379.914	281.848	352.422	327.378	289.212	367.957	293.48	343.624	357.987	286.922	435.961	517.595	319.264	448.557	419.682	401.395	534.655
sub_122	521.574	583.474	619.805	605.742	655.392	641.399	632.723	714.911	697.904	769.773	667.345	589.33	567.269	619.928	651.2	748.931	685.588	644.982	577.406	520.719	574.708	541.401	706.466	607.479	414.794	544.666	485.712	504.894	391.771	478.572	431.125	531.711	472.055	386.562	422.401	449.332	433.724	416.149	403.807	482.647	508.176	361.828	426.015	376.322	457.629	399.931	405.24	514.723	674.687	430.741	514.01	500.276	484.159	566.738
sub_123	668.976	716.764	642.619	700.833	743.956	678.477	746.531	866.254	841.175	730.126	701.473	837.347	662.744	614.965	829.045	804.668	754.35	790.2	657.132	572.529	631.09	525.493	712.649	709.066	347.908	551.975	537.34	492.199	419.139	543.687	423.757	526.375	390.822	315.416	417.187	414.198	376.263	427.129	344.556	462.215	434.863	374.025	473.506	349.135	396.891	469.378	338.513	534.047	736.478	414.355	505.758	469.662	440.091	568.037
sub_124	764.186	988.834	826.263	967.517	1071.62	894.207	932.313	972.359	1233.33	1183.23	1140.31	1194.26	973.286	1088.05	1013.07	1089.22	1292.23	1031.31	1177.21	1070.33	1025.79	985.298	1272.37	1012.14	600.32	978.408	921.307	1007.48	717.01	929.419	752.979	867.181	701.033	614.765	772.927	649.789	597.58	764.496	577.172	791.767	705.86	570.849	734.977	551.643	665.911	702.799	595.51	788.839	1143.49	737.904	780.289	759.58	797.146	785.225
sub_125	532.893	690.676	541.691	665.486	724.761	640.559	674.114	715.426	871.915	788.632	796.639	779.72	786.632	661.602	737.267	779.01	675.612	663.304	588.502	526.625	566.46	553.237	658.865	553.568	394.143	519.842	493.069	515.655	417.129	472.478	381.589	492.91	381.534	298.426	365.218	353.987	319.409	364.814	285.867	437.725	446.128	281.296	404.296	396.059	441.218	521.981	388.39	618.408	742.66	486.318	601.167	600.753	542.696	673.313
sub_126	319.403	289.609	254.878	280.925	302.642	333.635	272.168	345.291	370.186	408.533	312.477	319.952	352.239	277.754	409.632	351.91	358.957	277.782	250.037	218.131	233.749	239.205	247.737	210.308	224.489	193.55	211.286	247.207	158.283	212.522	165.998	201.93	191.915	151.702	166.728	201.095	129.925	115.163	142.823	216.593	223.556	136.475	174.144	215.426	210.475	242.282	195.942	255.724	305.722	276.748	243.276	243.154	302.085	312.023
sub_127	1498.31	1459.55	1568.79	1558.76	1792.13	1570.89	1622.47	1610.76	2048.74	1825.87	1716.07	1713.87	1581.96	1658.75	1659.57	1828.96	1719.31	1832.52	1530.95	1526.7	1569.45	1381.5	1757.74	1586.82	1028.15	1367.09	1317.15	1522.14	1052.07	1326.4	1134.44	1328.8	1186.31	944.299	1086.47	1017.76	1051.25	1125.75	979.072	1262.64	1168.49	922.814	1144.69	979.681	1118.26	1200.7	995.35	1313.46	1829.68	1144.41	1256.45	1318.56	1186.89	1616.69
sub_128	454.083	419.548	479.339	406.443	457.02	427.48	414.722	511.977	585.458	503.922	492.778	459.074	430.971	492.832	445.982	474.894	482.941	480.842	417.578	383.06	385.022	369.963	514.165	413.257	295.965	352.531	320.026	352.458	264.356	361.49	287.668	317.382	289.754	221.669	279.559	263.633	297.796	309.33	273.796	354.142	357.19	246.623	305.443	275.178	306.225	336.069	299.748	361.302	493.704	364.095	390.686	334.893	356.437	452.669
sub_129	935.294	1097.3	999.06	1146.69	1287.97	1057.33	1242.76	1524.28	1414.63	1340.69	1264.42	1357.77	959.335	1138.17	1231.61	1450.15	1265.45	1132.61	1134	964.293	1088.28	976.299	1406.48	1173.86	681.565	901.055	844.115	1079.21	652.155	893.176	583.662	1139.55	841.151	565.745	695.182	818.629	545.029	779.82	527.247	828.343	747.426	647.038	739.896	514.971	554.772	963.821	542.005	767.864	1024.45	859.694	872.679	905.196	944.087	1159.3
sub_130	1254.03	1247.63	876.508	1169.76	1338.75	1270.85	1202.27	1276.44	1385.29	1270.04	1205.22	1233.76	1187.86	1053.08	1244.89	1296.3	1268.56	1187.77	1179.83	1125.38	1194.4	1008.67	1369.02	1249.65	699.358	1028.02	884.108	971.332	853.932	959.971	797.434	947.565	871.474	759.171	945.716	753.163	661.21	810.105	600.901	776.709	789.619	559.942	712.699	607.052	645.956	829.187	500.346	992.947	1234.22	671.195	870.542	847.403	765.006	1040.38
sub_131	825.283	903.549	687.965	863.796	987.064	861.14	898.32	1006.99	1162.51	1051.85	1077.6	1016.48	805.535	885.222	909.777	1083.3	1026.44	873.186	920.555	836.824	795.282	821.698	1039.03	910.048	565.359	754.647	660.047	824.52	538.854	743.613	579.51	729.284	658.864	508.838	571.844	562.585	556.227	679.997	552.851	588.885	573.418	500.599	585.461	483.694	601.908	638.425	603.317	737.667	987.798	629.618	762.456	747.278	750.749	839.28
sub_132	555.488	571.219	698.843	606.554	605.876	612.78	601.205	632.631	644.748	537.331	576.37	561.077	500.468	593.711	617.911	719.058	775.079	675.14	808.994	650.504	787.321	827.242	924.039	950.96	782.615	785.066	773.87	764.837	731.696	889.307	667.475	733.836	721.642	585.625	706.731	686.444	619.117	523.905	545.499	649.744	670.684	524.069	629.442	507.185	614.984	441.905	458.922	514.628	575.471	346.802	484.732	446.288	419.741	519.615
sub_133	134.621	201.369	122.742	172.885	206.124	164.823	195.784	231.479	237.101	245.071	241.729	238.377	186.653	208.051	224.927	248.757	267.251	225.584	226.545	219.231	238.118	180.27	287.243	188.027	100.61	138.818	150.053	193.389	100.883	161.853	147.188	156.185	134.274	108.529	129.179	128.24	100.064	91.0185	95.5251	139.586	133.047	78.0487	126.17	99.4462	135.148	133.279	99.478	150.012	135.369	118.277	130.096	108.418	120.894	156.024
sub_134	404.333	444.993	415.983	429.492	507.032	448.286	500.121	586.871	427.256	435.724	461.481	426.003	335.498	365.754	417.259	416.899	374.361	398.986	343.667	295.199	362.567	317.836	397.407	417.016	222.3	354.841	282.179	335.322	221.833	332.663	265.888	284.258	333.911	211.559	230.277	232.811	267.489	329.308	204.161	269.333	265.015	232.553	276.554	244.876	247.374	273.589	241.994	294.031	429.401	393.108	332.4	300.959	335.946	415.382
sub_135	1118.3	1364.81	1114.97	1295.31	1528.78	1225.63	1254.65	1433.65	1724.95	1625.63	1501.55	1657.17	1393.25	1225.26	1494.64	1856.24	1513.56	1522.37	1561.16	1557.98	1549.85	1376.99	1695.83	1525.17	850.068	1364.58	1184.65	1356.98	973.805	1118.91	1143.07	1239.33	1163.73	885.053	1059.35	904.881	848.744	966.521	823.738	962.218	1014.99	785.899	1026.16	753.647	920.612	955.607	669.181	1116.12	1355.26	1051.18	1084.4	1057.32	1036.66	1373.95
sub_136	559.943	496.829	399.916	492.506	511.906	455.52	494.095	448.614	504.674	397.94	350.33	392.888	345.891	398.437	384.791	425.043	504.972	372.064	341.213	276.39	299.059	269.057	400.798	371.44	239.291	306.006	298.959	331.903	248.991	314.719	312.132	371.558	260.443	290.89	298.138	238.242	322.91	296.208	329.401	353.089	382.394	288.391	350.072	373.297	350.566	336.737	353.634	424.401	542.78	285.288	451.459	358.087	324.188	473.744
sub_137	173.029	178.225	167.973	161.276	295.98	134.871	221.712	227.1	260.826	391.938	322.434	250.073	322.192	348.749	226.185	360.323	574.776	249.378	473.973	383.829	386.604	396.67	502.63	363.171	293.469	252.702	326.269	465.515	269.288	418.727	319.264	425.703	443.834	272.499	295.846	367.537	241.667	246.354	420.967	411.611	352.327	208.427	228.728	365.68	315.217	310.711	179.706	335.862	270.637	209.37	184.367	167.607	196.901	317.895
sub_138	229.862	207.067	213.09	192.629	234.746	180.883	241.21	241.224	287.735	194.639	231.49	225.036	172.422	199.575	173.021	210.202	242.256	177.006	135.421	135.723	162.412	149.365	193.894	177.328	108.282	137.42	122.474	127.179	98.5327	144.857	129.133	132.765	137.441	115.342	125.025	157.62	132.566	131.568	114.942	119.628	157.54	123.391	161.995	109.724	171.759	166.145	116.187	166.713	212.202	145.953	178.082	181.742	167.984	233.95
sub_139	541.716	586.192	514.161	551.822	731.297	522.573	563.565	663.155	653.213	603.553	573.379	571.094	496.867	509.198	523.488	614.59	560.415	550.364	485.336	446.836	622.649	442.159	582.448	438.414	324.708	436.021	401.028	444.492	319.035	431.055	351.437	452.262	419.556	310.679	364.025	333.709	314.283	399.097	376.368	429.965	399.673	282.647	445.498	349.246	406.953	429.797	372.241	435.881	595.109	407.237	450.565	429.061	470.1	529.611
sub_140	590.44	565.494	675.054	570.339	625.94	688.391	504.763	563.06	931.577	864.974	772.544	853.109	637.509	838.558	927.099	953.23	1172.95	895.921	901.561	776.753	847.025	817.9	990.509	961.411	668.645	708.26	829.826	923.117	627.187	853.052	707.228	814.178	920.336	617.401	803.643	768.869	708.634	569.894	665.295	773.408	707.561	501.932	635.237	525.251	591.008	616.24	501.632	756.662	869.472	490.423	524.743	527.351	506.593	657.285
sub_141	329.223	457.309	392.042	489.823	478.141	304.664	548.352	336.734	555.98	486.303	332.916	648.241	558.51	421.406	423.196	564.104	537.142	432.109	538.088	529.852	601.221	562.121	1083.33	737.827	519.196	644.107	506.094	827.379	500.532	753.664	686.059	742.475	814.114	526.159	753.076	570.379	495.929	586.537	534.577	367.377	396.063	349.101	443.995	288.463	455.83	451.625	264.69	547.305	683.192	351.774	414.552	296.586	231.144	417.568
sub_142	236.738	208.237	221.11	194.999	234.419	166.54	197.766	195.516	227.854	248.087	162.548	154.184	106.873	139.201	153.523	166.842	153.875	129.951	112.521	93.8505	95.2055	110.314	143.19	119.908	139.83	101.636	89.0313	113.961	82.0458	130.461	92.7783	159.597	110.305	141.967	131.667	142.146	123.474	136.585	97.4236	186.785	188.792	130.284	177.536	152.607	137.199	184.335	132.149	183.388	263.175	182.252	225.734	194.386	152.344	231.841
sub_143	557.579	543.12	645.194	540.666	519.93	474.579	494.871	538.737	679.842	591.817	542.868	434.008	402.342	382.418	588.805	405.27	463.009	393.04	377.052	371.826	326.229	333.732	411.877	440.01	478.403	375.351	276.489	337.235	221.745	354.457	263.712	476.368	399.742	404.07	408.88	445.12	386.795	378.76	319.278	528.545	621.436	365.19	525.932	391.309	426.878	492.283	399.403	603.227	569.254	468.571	610.876	461.237	428.723	604.182
sub_144	85.0086	91.5397	76.8751	97.631	91.4321	82.1579	87.0012	114.641	122.867	120.248	115.981	104.729	110.103	106.826	110.281	129.64	143.169	97.1917	121.972	138.324	108.292	113.825	147.615	113.674	99.1444	113.251	117.526	128.746	78.2545	126.323	99.2854	124.312	120.362	93.5408	93.4612	98.905	75.131	92.6571	93.8731	75.4982	117.52	81.2698	88.0269	85.8816	93.7389	81.5676	76.2377	104.77	96.5714	71.6201	82.294	85.7649	70.8281	108.901
sub_145	366.847	381.619	277.937	378.391	402.163	304.154	376.003	412.117	417.117	343.329	321.524	362.135	331.344	300.442	250.214	377.589	321.792	267.02	270.137	225.884	277.279	235.511	283.351	281.378	135.866	250.009	216.839	243.549	166.979	243.826	189.982	204.766	196.759	150.293	191.112	181.042	199.82	273.55	204.661	252.156	231.417	190.842	230.322	216.883	261.363	301.002	223.055	291.338	421.953	252.18	293.573	297.351	297.467	375.242
sub_146	193.267	174.233	160.929	174.776	191.173	168.78	127.848	162.767	270.469	225.417	245.934	198.979	196.947	177.918	253.686	252.013	294.967	173.424	228.628	246.866	240.948	214.231	271.197	287.072	217.24	194.177	222.345	267.207	176.888	215.305	242.346	250.397	286.506	262.291	270.032	271.219	218.525	165.335	253.173	267.044	291.698	189.595	179.171	211.485	204.281	198.026	145.261	275.599	221.633	162.896	206.999	166.788	166.801	221.451
sub_147	642.052	574.641	653.706	657.588	674.992	641.845	524.991	630.654	736.166	685.643	701.607	566.672	579.482	601.438	444.119	733.838	576.767	484.888	625.88	574.06	600.487	663.942	711.342	752.604	525.838	645.552	617.108	653.744	359.739	733.419	630.894	610.356	773.215	579.583	668.072	604.954	554.552	553.919	552.434	627.013	594.458	509.939	583.815	519.84	575.319	596.989	515.159	583.745	690.051	482.174	596.55	593.932	436.005	668.25
sub_148	511.008	447.73	375.657	589.119	436.459	546.278	395.199	625.271	522.515	410.798	515.714	399.164	452.923	453.811	520.182	511.866	555.361	503.94	493.931	478.696	539.554	538.157	643.932	536.082	487.258	405.242	554.46	551.334	453.908	601.2	528.563	598.863	562.937	474.621	585.697	560.636	520.564	337.779	529.722	544.444	597.663	406.107	510.93	518.097	562.892	529.424	474.671	471.652	518.725	419.861	449.683	431.316	356.477	455.747
sub_149	587.052	581.063	569.641	580.243	709.792	589.158	655.85	707.812	722.572	624.509	615.567	585.244	515.831	529.445	656.491	627.684	605.028	572.449	606.642	527.015	484.652	457.471	634.021	624.082	426.964	564.708	401.772	524.486	346.188	478.194	375.352	534.935	553.413	362.771	428.125	451.057	448.155	506.056	324.98	436.445	509.063	361.919	458.922	408.265	419.791	515.448	419.579	513.206	598.662	433.27	526.176	582.079	477.164	625.297
sub_150	86.6171	64.7158	64.5502	39.1126	62.2591	65.6525	72.7699	112.447	79.8425	43.9288	87.2233	98.6989	41.5961	40.3669	99.9249	76.2645	80.8854	79.8148	71.5788	84.4502	95.5996	87.2209	129.056	113.504	86.7141	78.0909	76.964	103.002	68.1711	68.7168	91.8133	95.0799	100.194	46.5181	85.8255	88.3743	86.4447	90.2806	54.2201	87.2671	96.5162	63.8815	71.5889	54.2613	81.5455	52.4332	40.9863	68.0654	60.8018	42.5088	67.8827	59.0989	68.1946	46.0004
sub_151	293.32	274.453	239.092	316.089	312.411	281.426	306.217	370.327	346.59	339.25	348	253.863	271.482	277.759	325.381	293.223	293.469	342.705	239.461	208.444	215.656	219.422	223.922	246.286	147.711	200.832	217.101	173.595	131.258	172.325	161.312	152.865	170.581	117.603	135.351	136.459	136.786	154.944	159.356	170.358	138.237	140.423	155.959	162.622	137.018	144.454	143.368	200.897	278.039	130.092	228.661	200.549	166.827	245.125
sub_152	513.883	636.009	497.937	535.982	551.46	588.603	581.045	575.42	675.912	669.48	618.409	629.447	605.014	600.674	639.655	667.807	600.682	662.996	632.526	617.683	566.813	658.337	701.127	590.426	424.202	577.732	483.055	576.647	372.392	473.213	446.872	537.156	449.882	393.851	397.756	413.97	334.66	430.61	311.894	405.32	412.33	353.853	390.324	372.003	415.698	436.713	340.529	461.996	572.95	448.008	525.54	396.103	482.046	529.495
sub_153	346.39	373.674	320.521	350.612	372.192	355.375	332.063	400.142	487.38	434.435	434.67	441.258	436.899	457.88	485.379	519.624	508.75	444.543	501.453	450.032	457.886	457.478	535.783	488.745	332.562	426.6	480.266	495.291	367.523	482.616	391.749	444.62	381.125	316.491	375.554	342.201	321.562	366.151	337.793	338.81	350.924	310.88	340.745	292.686	337.568	332.631	256.764	373.8	471.081	294.073	354.657	332.243	283.069	382.296
sub_154	164.043	213.007	144.232	182.097	228.597	191.072	155.354	241.903	298.899	287.361	270.392	236.321	210.293	216.167	248.046	295.513	313.221	204.172	376.7	318.884	357.97	298.665	448.809	373.626	271.769	261.656	282.386	339.185	226.291	280.416	226.432	345.759	297.356	210.771	290.484	236.858	232.997	182.759	205.007	262.462	288.539	189.735	219.675	193.466	228.56	237.743	169.56	261.642	230.344	163.8	202.512	177.504	190.278	197.634
sub_155	735.341	652.97	705.263	681.621	710.503	729.109	685.192	771.159	952.51	865.331	843.767	894.253	845.199	815.655	858.706	937.814	981.171	851.288	874.636	797.64	904.704	796.695	1147.7	917.989	596.424	769.333	790.431	825.701	604.743	806.701	632.583	770.682	658.98	508.177	638.811	657.237	543.715	641.104	577.18	622.954	618.726	525.554	571.29	528.975	570.379	562.825	474.279	667.099	832.047	605.868	643.937	577.871	597.187	660.728
sub_156	962	1119.58	796.198	1061.73	1202.25	968.316	1144.15	1256.61	1248.59	1183.64	1178.29	1134.67	1033.31	1045.78	1070.19	1422.76	1218.79	1259.95	1097.61	1035.91	1117.7	991.906	1320.62	1096.78	655.25	979.137	912.454	994.902	753.541	931.183	703.002	981.899	783.32	590.497	783.006	689.511	623.244	772.033	664.814	769.082	736.593	571.655	728.963	657.438	581.758	728.833	673.125	807.522	1102.86	717.163	850.194	809.868	774.141	1041.58
sub_157	900.005	1073.45	768.743	1028.6	1145.55	928.526	965.838	1197.95	1249.2	1159.13	1162.39	1150.94	1006.14	1002.2	1077.73	1386.81	1188.93	1215.11	1058.78	945.921	1123.59	961.47	1275.82	1080.27	619.028	862.967	812.402	905.451	683.353	833.945	684.502	896.914	732.918	564.224	726.514	652.125	584.499	788.614	615.708	720.319	732.091	542.928	716.735	615.643	649.712	653.092	587.603	795.285	1128.43	670.451	826.138	799.237	750.166	1027.98
sub_158	679.843	638.023	501.763	654.092	559.953	716.451	698.361	934.788	801.511	835.12	739.926	789.559	747.327	689.68	654.016	865.827	778.258	726.779	740.232	676.149	802.837	644.763	876.022	700.111	354.209	663.136	508.764	643.324	295.88	682.09	484.085	411.453	453.55	201.838	401.28	370.536	344.463	545.503	425.262	358.167	422.853	313.079	317.633	337.396	451.167	413.587	331.224	521.103	728.042	397.078	587.704	533.845	485.522	625.745
sub_159	1357.46	1215.09	1157.12	1321.48	1550.28	1494.63	1602.26	1566.42	1603.66	1342.2	1349.02	1579.74	1360.87	1541.7	1409.99	1412.04	1486.34	1262.88	1289.44	916.705	1194.94	1063.74	1339.63	1186.88	667.72	1020.15	1090.18	976.569	803.096	864.473	998.783	1111.14	732.262	689.986	705.049	716.728	653.978	866.012	709.532	969.258	852.123	621.889	758.707	669.482	963.4	882.109	551.427	877.823	1173.85	836.717	837.162	822.897	909.325	1172.23
sub_160	482.682	430.202	397.783	445.22	516.781	499.773	449.28	551.807	468.763	434.93	442.239	415.897	512.344	464.543	442.472	481.899	511.399	443.244	329.983	353.614	362.19	310.411	395.822	353.405	252.15	300.29	286.647	318.462	235.5	301.285	196.443	344.069	248.287	224.638	255.974	220.399	257.913	276.051	226.857	320.821	274.502	273.449	236.895	226.31	266.735	321.778	304.871	332.115	401.097	353.627	374.189	300.318	356.698	443.367
sub_161	258.25	235.503	219.243	232.328	278.237	253.046	219.568	240.667	325.289	282.293	291.275	354.136	270.97	243.351	317.749	284.3	324.132	272.582	289.907	263.809	257.407	250.767	344.705	292.646	144.487	179.653	182.574	174.548	102.282	253.067	140.29	142.313	150.504	118.11	136.366	97.3525	93.6486	106.17	62.0138	151.655	134.346	93.6958	147.783	152.64	151.199	150.422	127.046	195.403	235.738	152.82	190.459	183.558	204.099	212.527
sub_162	266.622	270.319	267.022	229.786	249.902	298.706	262.529	300.888	291.275	327.631	274.753	292.468	295.167	243.843	287.419	378.787	301.533	345.896	233.401	277.875	230.495	272.053	246.368	268.729	222.852	214.076	212.539	247.806	128.954	220.869	168.989	173.738	169.202	129.325	141.57	159.208	131.648	121.252	127.347	194.929	172.319	121.146	168.324	156.132	154.657	196.69	129.807	183.74	189.145	163.729	183.591	182.911	185.547	224.266
