ID	P_VALUE	Q_VALUE	PERIOD	LAG	AMPLITUDE	OFFSET	MEAN_PERIODICITY	SCATTER	TP_0_REP_1	TP_4_REP_1	TP_8_REP_1	TP_12_REP_1	TP_16_REP_1	TP_20_REP_1	TP_24_REP_1	TP_28_REP_1	TP_32_REP_1	TP_36_REP_1	TP_40_REP_1	TP_44_REP_1	TP_48_REP_1
sub_1	0.10052713507394043	0.1635695757135302	21.803196	9.716241951303745	73.10955388094185	1988.5303983045487	0.31523517	0.0	1619.02	2012	1970.9	2050.93	1955.61	1821.28	2022.99	1939.51	2060.94	2025.99	1919.64	1958.81	2022.14
sub_2	0.12214321092478596	0.19454484273993058	24.352404	12.402577329900689	281.780196858186	4018.4789153343286	0.24472359	0.0	3266.46	3789.78	3994.65	4388.29	3950.49	3899.35	4309.46	3813.06	4503.06	4294.93	4475.54	4077.85	4027.85
sub_3	0.0015920186796858416	0.007438812945788712	24.705893	8.257336342242649	295.220498555713	2788.33731176325	0.9924777	0.0	2488.54	2718.62	3141.68	2777.66	2561.55	2463.05	2786.23	2857.91	3235.31	3014.18	2724.26	2624.23	2589.27
sub_4	0.3484221325974669	0.4743099611131657	24.100504	0.3835714330113732	9.041632275281344	260.86827515778594	0.026478935	0.0	264.157	267.841	259.234	232.815	251.603	280.603	269.838	261.653	279.252	247.532	268.852	257.272	271.544
sub_5	0.002847944526993561	0.010160234528733787	23.768091	10.970146687605626	156.0983285058621	838.643584908348	0.9861168	0.0	672.279	763.533	949.047	1157.34	783.503	678.021	836.581	810.183	943.397	1119.7	818.305	855.875	735.925
sub_6	0.011480223590179015	0.02536216759671347	24.091026	11.11919717026499	68.00869187815964	537.0969672206116	0.9344631	0.0	421.301	501.156	555.751	612.929	523.604	445.495	512.714	556.064	601.126	603.668	589.275	530.631	450.682
sub_7	0.014222033538526852	0.02997698087162546	24.525259	11.709948609944771	55.97084479412368	543.0436836000838	0.9112508	0.0	442.611	513.557	575.58	575.011	568.122	475.08	508.706	545.724	596.787	615.805	573.991	595.124	499.699
sub_8	0.0069518149012948414	0.017313954093790926	25.518866	9.747488640005926	92.012868362935	1175.2797108797522	0.9626575	0.0	1107.43	1201.06	1208.86	1275.61	1147.24	1052.89	1155.37	1168.67	1236.76	1319.87	1197.58	1173.74	1078.28
sub_9	0.0038739121205688815	0.011996631083052019	23.471983	22.41409266963236	470.2017917472547	5009.298541716302	0.9800571	0.0	5622.13	5212.96	4864.9	4586.75	5430.74	5384.69	5326.52	4777.15	4706.1	4358.5	4795.71	5312.05	5212.49
sub_10	0.012187787447817166	0.026373572837899442	22.970888	22.301175405502182	129.6946917831757	1159.5227689999383	0.930095	0.0	1209.45	1240.08	1019.52	960.433	1219.28	1275.15	1365.56	1161.08	1054.52	1029.98	1199.29	1160.33	1196.3
sub_11	0.005819712729073799	0.015519233944196797	24.060251	6.892754249225201	198.31317708766682	1287.5719035195289	0.9687319	0.0	1044.18	1431.94	1435.76	1272.2	1213.43	1022.82	1456.24	1507.08	1480.69	1306.98	1176.41	1072.89	1256.49
sub_12	0.003732399349041251	0.011856567061165295	25.73011	13.104237502748726	330.21742667646095	2125.9813163269596	0.98163134	0.0	1649.03	1696.97	2249.79	2421.11	1946.65	2177.77	1837.41	1919.54	2180.49	2328.97	2604.29	2223.14	1921.59
sub_13	0.002087313380032548	0.008380999731233348	25.799154	11.086369915076073	49.43186271784268	390.1881883026318	0.98916036	0.0	299.392	402.803	393.847	444.105	406.648	336.794	352.889	336.888	436.622	435.224	426.069	389.9	348.004
sub_14	0.005324418028727093	0.014729151760254458	24.712095	0.0	54.57024815205618	474.4380213132438	0.9727907	0.0	532.324	494.494	450.053	380.932	464.562	467.81	527.125	460.813	473.778	422.462	436.454	444.166	543.775
sub_15	0.005784334536191892	0.015463942456249716	25.474161	21.893428806309313	64.65731476151504	262.3659104451976	0.9688543	0.0	315.835	273.303	198.154	212.971	329.323	399.317	303.227	303.22	236.524	192.153	243.152	302.989	304.862
sub_16	0.0563928394537607	0.09714655540484715	22.958752	9.13499704211835	43.23721563816424	713.4812192625413	0.5532522	0.0	678.842	771.249	729.601	795.449	669.584	667.447	710.653	731.594	747.902	792.583	663.403	717.849	710.251
sub_17	0.0010613457864572277	0.006226561947215737	25.822523	9.452499053527111	295.963746641036	2460.1235475550593	0.9950858	0.0	2262.93	2449.49	2710.64	2935.1	2248.73	2051.16	2299.49	2475.04	2593.59	2834.24	2572.73	2410.29	2177.63
sub_18	0.0037854666383641124	0.011897180863430067	24.63882	7.058502176606335	49.41413901415372	577.7912613878968	0.98057234	0.0	535.774	584.698	625.788	556.401	546.791	484.022	563.612	625.821	628.686	581.2	559.165	536.989	532.888
sub_19	0.0003714710252600297	0.005300991928035018	25.29653	6.844315185115795	117.29850622054477	960.355825590275	0.99813014	0.0	1002.41	971.925	1311.54	1030.86	829.947	845.614	969.287	1033.82	1076.71	973.999	916.709	836.689	864.368
sub_20	0.00031840373593716834	0.004944622722788968	22.833963	20.351173609540247	19.41646591976719	146.401694022183	0.9982015	0.0	155.299	142.296	130.221	127.569	160.572	161.321	155.88	138.274	129.829	130.596	168.344	172.518	144.387
sub_21	0.017494516380103305	0.0355273255719021	24.948347	10.323697180192125	233.65606348292994	1473.1062507439754	0.8868545	0.0	1248.06	1468.01	1690.33	1815.8	1461.31	1026.96	1401.87	1458.64	1273.3	1851.01	1537.26	1211.6	1449.87
sub_22	0.263408335102243	0.3774208980569452	20.867414	12.620378220015677	11.293540325729294	128.327564248388	0.05723618	0.0	110.944	102.182	105.043	136.984	136.598	130.122	117.489	118.839	156.934	128.342	133.627	127.435	167.273
sub_23	0.0014858841010401188	0.007184494554479696	24.969257	6.35836917334392	212.07900614872796	2429.7524554097145	0.9927891	0.0	2309.22	2595.25	2435.06	2516.08	2189.29	2091.53	2454.72	2642.73	2602.45	2527.44	2308	2223.8	2354.09
sub_24	0.16242128352083776	0.2500245997055462	24.797586	8.287982763564175	73.02165234187387	978.0575782444822	0.15363628	0.0	809.903	1088.07	1041.52	1014.05	865.522	708.471	1001.85	1074.84	961.649	1106.15	1097.97	910.14	1008.6
sub_25	0.00031840373593716834	0.004944622722788968	25.831312	11.100188753804844	626.9665067232634	1655.8614704310687	0.9982925	0.0	1049.75	1467.19	1965.11	2308.69	1435.88	1412.72	1104.7	1289.75	1883.32	2541.67	2344.38	1440.45	1154.62
sub_26	0.04066723271775278	0.07366140265857107	27.070894	24.558259804828612	90.77272716037265	1339.5520067929815	0.687397	0.0	1390.3	1329.65	1260.18	1285.16	1277.75	1433.95	1529.97	1402.87	1400.47	1304.53	1307.24	1317.88	1396.25
sub_27	0.00031840373593716834	0.004944622722788968	23.608255	12.023585736044383	62.79560294828397	259.13060081889046	0.9982236	0.0	204.27	217.272	269.913	454.27	242.026	210.517	196.401	218.573	316.436	457.796	264.419	230.234	213.026
sub_28	0.004439963206679403	0.013060170323825764	23.131113	2.208858588901112	283.4294850156795	1158.020030682308	0.9770129	0.0	1278.03	1408.56	1202.14	718.1	1212.49	1117.14	1540.32	1449.54	1178.99	863.75	999.877	1147.18	1437.1
sub_29	0.006456520200948135	0.016548750806313666	24.427856	19.439070512053497	463.9537263140975	2701.504619662034	0.9652883	0.0	2834.29	2388.24	2246.17	2469.35	3292.05	3223.99	2641.44	2658.92	2168.08	2597.2	2887.97	2781.2	2991.04
sub_30	0.010542701478808463	0.023637139621277576	26.284664	23.84500509747871	133.0878126348113	528.6009505144797	0.94235903	0.0	534.503	532.784	417.692	386.205	510.299	615.461	680.277	625.509	485.128	416.817	394.287	537.588	567.585
sub_31	3.5378192881907595e-05	0.0016243205079693227	26.14221	6.657059113463877	106.91997163477134	1123.3772084941775	0.9986761	0.0	1113.58	1196.02	1234.79	1183.8	1007.97	1041.17	1103.4	1190.7	1160.89	1311.97	1092.81	992.728	1030.16
sub_32	0.08826859124035945	0.14521855457268104	26.59432	1.2697852600425188	90.41163491791337	541.8779604087275	0.36895895	0.0	746.733	557.879	612.832	489.596	521.745	590.327	592.406	632.243	534.434	559.108	445.042	416.612	537.283
sub_33	0.05016627750654497	0.08799931735367357	24.411863	0.3885268718580009	59.31798268864783	646.7722592810278	0.6000358	0.0	963.137	696.811	625.437	631.208	594.708	762.652	704.836	668.181	629.212	684.11	547.69	627.585	631.754
sub_34	0.16061699568386048	0.24760809845570317	25.828506	9.454689297877358	376.8708465920149	2864.946186182053	0.15640998	0.0	2342.95	3279.79	3061.68	3070.09	3233.09	1972.24	2743.41	3083.7	2951.52	3186.73	3150.58	2954	2488.51
sub_35	0.002087313380032548	0.008380999731233348	25.117685	10.393769821201877	46.5083340165326	381.86056117869447	0.9892736	0.0	335.526	405.324	420.277	504.449	370.129	348.714	339.285	381.667	391.961	416.187	382.009	371.315	328.858
sub_36	0.002847944526993561	0.010160234528733787	25.266596	1.608521449245357	110.69264180032044	1180.767923842454	0.98630816	0.0	1373.03	1413.82	1137.74	1093.97	1104.67	1144.78	1294.56	1247.94	1181.89	1107.57	1104.17	1023.33	1237.76
sub_37	0.2441802872709262	0.35566121842496284	21.025553	9.369697823762108	100.7254984966518	1898.8450498462064	0.06968588	0.0	1479.59	1997.29	1991.25	2146.39	1989.95	1434.73	2074.63	1940.16	1947.36	2090.72	1764.15	2186.49	1928.84
sub_38	0.39128281327389797	0.5283819064159031	23.96157	7.245844612205757	57.95518984365696	1272.8247710562352	0.017645968	0.0	1197.63	1403.94	1231.32	1280.04	1290.06	1015.85	1267.66	1363.82	1232.3	1290.73	1283.77	1145.2	1256.37
sub_39	0.0003714710252600297	0.005300991928035018	22.785402	9.066023515149837	26.266628817259914	191.52376107920065	0.9981509	0.0	157.499	209.635	210.714	212.206	180.172	165.467	189.945	207.423	227.108	196.896	173.735	178.1	179.127
sub_40	0.09957192386612891	0.16226535741146933	25.576132	22.388122924370137	334.27899365633095	1479.4665241537573	0.31982565	0.0	1278.48	1345.39	1158.68	1096.25	1621.17	1587.36	2232.07	1709.19	1357.37	1152.01	1383.25	1800.71	1605.82
sub_41	0.060266751574329584	0.10331443127027928	26.450808	25.25866064257568	102.1335677015765	781.2643624549293	0.5269655	0.0	845.112	879.875	706.872	744.798	662.392	1023	842.136	862.498	806.65	769.881	647.718	603.425	980.541
sub_42	0.064317554659308	0.10943107422208137	26.42629	25.235248575484654	105.67201309119338	741.3618728993076	0.50151336	0.0	842.825	849.887	679.118	723.878	631.726	990.641	836.556	818.498	782.422	759.549	638.469	582.628	967.582
sub_43	0.337295690936107	0.4649924929876358	24.226288	15.808507197435139	13.192281112886542	205.44298529032145	0.029258436	0.0	197.445	186.041	211.241	189.659	218.619	211.719	182.68	193.081	223.419	183.597	227.023	221.628	198.286
sub_44	0.001114413075780089	0.006226561947215737	25.65196	24.90408138942525	57.45501573716413	825.7972499247934	0.99460405	0.0	879.923	869.218	797.368	768.703	822.833	846.552	884.907	857.3	831.521	718.119	772.663	799.401	853.483
sub_45	0.005766645439750938	0.01545578067100759	22.161337	11.992093464096046	23.197620253388997	255.06010484992873	0.96896183	0.0	222.6	231.91	264.919	259.669	269.725	241.716	227.212	261.62	274.124	256.216	259.618	233.293	236.122
sub_46	0.01006509587490271	0.02290676992219238	22.228823	10.967263740647951	112.17180317751115	689.9300770373111	0.9449839	0.0	464.801	646.208	724.58	854.475	658.595	569.987	704.641	701.36	842.578	758.862	741.197	668.423	655.401
sub_47	0.0019634897049458713	0.008380999731233348	24.1911	7.700266022467221	144.40569013589436	848.0014564537273	0.99011034	0.0	717.735	904.932	1017.61	841.495	716.268	690.013	841.436	959.311	1026.76	917.696	918.833	690.42	884.145
sub_48	0.590338215523951	0.7394984052114973	23.666069	8.286458113559446	38.9155679998285	244.2808888983359	0.0039676465	0.0	274.802	200.13	312.639	265.766	225.129	183.202	219.55	303.65	199.13	300.275	243.68	179.598	268.457
sub_49	0.0038562230241279277	0.011996631083052019	23.728436	21.148387703887213	73.01483037002019	601.9045892958425	0.98016137	0.0	739.385	533.364	535.687	535.538	620.275	784.423	656.658	577.065	553.89	529.431	622.043	607.919	628.26
sub_50	0.011957829194084765	0.026036015729801056	26.908129	1.2847685094209922	86.77759269756868	380.2382150133097	0.9308651	0.0	430.949	439.218	407.068	263.517	326.607	384.286	450.354	494.47	438.149	303.229	299.799	255.285	320.607
sub_51	0.0009729003042524588	0.006226561947215737	24.553564	4.298603201780251	64.01987545842212	213.96988133313477	0.99595046	0.0	196.535	274.169	267.732	156.514	167.831	196.317	252.529	287.023	269.869	197.616	138.215	123.473	218.172
sub_52	5.306728932286139e-05	0.002155348366343909	26.007902	25.663574352508395	51.42133963241061	474.0958162559245	0.9986156	0.0	536.013	482.869	457.49	415.465	438.749	484.44	518.034	486.98	499.496	437.142	422.959	451.823	506.943
sub_53	0.04454114483832166	0.07918425749034962	23.306147	7.789505722464239	181.53143215177053	1954.6897442479767	0.64908385	0.0	1999.03	1884.7	2319.11	2031.3	1736.86	2140.45	1892.08	1957.37	2510.11	1986.35	1658.85	1841.48	2012.29
sub_54	0.008826859124035944	0.020667767705059775	26.832376	8.968061238593165	68.31055580171338	319.26312554675656	0.9507971	0.0	301.061	257.146	448.347	386.333	273.575	239.823	269.524	314.93	244.785	404.997	315.967	256.94	253.706
sub_55	0.00010613457864572278	0.003189214655890986	24.68781	7.072536849312877	310.6000859543988	1150.689656572376	0.99856734	0.0	932.712	1451.49	1501.95	1175.84	840.162	801.433	1028.52	1444.96	1324.57	1228.53	1065.78	904.641	991.724
sub_56	0.0019634897049458713	0.008380999731233348	24.690699	7.859293468694609	81.95781561056891	510.83110325001337	0.99011153	0.0	399.319	589.446	606.226	563.707	420.675	413.324	537.254	542.805	577.975	535.79	512.966	460.291	453.149
sub_57	0.0004599165074647987	0.005355714122430319	23.234354	13.312304250109783	892.0037866321063	4661.696848187016	0.99795425	0.0	3556.4	3637.33	4441.94	6218.78	4824.31	4481.78	3955.94	4040.17	5201.29	5241.29	5660.71	4277.9	4331.66
sub_58	0.2590745064742093	0.37171559624560474	25.16263	9.611416700669043	13.847366614802997	165.62700456726432	0.059673578	0.0	136.005	153.004	187.797	155.578	158.913	156.993	180.325	165.747	176.283	182.517	172.147	152.648	148.527
sub_59	0.39938441944385483	0.5358957394316527	23.921335	9.898716738754672	40.96973390821459	495.89682528214905	0.016410666	0.0	456.183	541.83	491.895	522.475	523.751	415.92	480.617	559.989	463.189	530.332	546.171	446.711	483.281
sub_60	0.0006014292789924291	0.005355714122430319	22.829603	8.356921653884497	37.66526448727086	142.54148005298833	0.99772805	0.0	113.419	152.665	219.155	162.808	120.63	139.22	128.056	218.252	178.35	150.16	129.102	129.14	126.883
sub_61	0.028107974244675583	0.05377177681590112	25.744356	4.9168098466193495	223.6004827048244	1445.551836063618	0.798935	0.0	1912.1	1550.66	1639.4	1524.26	1269.45	1408.66	1178.53	1601.42	1776.12	1487.61	1176.85	1223.4	1232.85
sub_62	0.09599872638505626	0.15677077916560178	26.018867	12.008990987825904	26.565850840745362	154.49372766674725	0.33313072	0.0	116.458	183.718	157.536	170.189	186.681	148.382	100.399	143.872	167.236	165.888	165.559	186.153	134.759
sub_63	0.0017512205476544259	0.008050241178617835	24.411242	21.368433662004186	110.66254455246379	865.6713162730039	0.991846	0.0	948.527	796.767	717.69	792.278	888.284	1000.86	961.279	841.788	823.447	775.89	844.223	915.999	845.998
sub_64	0.019440316988608222	0.038880633977216444	23.94015	6.0963089609712116	97.40108560728649	478.4778198456629	0.87096936	0.0	475.916	716.532	516.982	531.185	417.373	379.441	451.738	495.276	563.229	478.756	397.54	352.588	566.251
sub_65	0.009958961296256987	0.022763340105730258	22.316278	5.327619041923259	63.49406999858838	422.1875240596209	0.9458143	0.0	404.865	580.775	481.456	394.983	414.559	370.777	544.892	481.19	469.349	389.719	362.271	405.926	454.09
sub_66	0.00031840373593716834	0.004944622722788968	26.446972	25.675914470460054	164.03162481744943	1163.1008030007554	0.99823284	0.0	1359.46	1264.78	1034.22	996.778	1037.45	1231.21	1346.4	1214.38	1246.75	1036.47	1089.29	1073.25	1228.84
sub_67	0.00031840373593716834	0.004944622722788968	23.5712	5.252062062573951	38.99506463718939	349.78427813663797	0.998285	0.0	343.07	399.211	377.284	326.418	335.589	322.328	360.339	384.33	385.434	338.005	305.956	337.594	367.441
sub_68	0.014098209863440176	0.029835089410406464	26.307238	0.41869269071312715	93.0838978928723	1270.4325816029743	0.91196156	0.0	1287.49	1311.22	1243.97	1164.66	1219.33	1296.41	1373.87	1359.24	1378.06	1210.23	1180.94	1148.63	1366.64
sub_69	0.0007252529540791057	0.005355714122430319	25.537977	22.354724210020663	126.15575880662381	799.6117301337716	0.99668294	0.0	913.227	745.629	682.936	620.817	827.687	991.525	893.249	857.153	758.99	673.125	786.312	820.394	880.691
sub_70	0.018272836623505272	0.03682464785194956	24.079824	22.611296228791485	85.03349150782448	869.3796263086828	0.8810695	0.0	1011.06	835.955	802.779	784.365	807.56	1074.69	1036.86	875.136	863.042	841.928	857.877	891.697	860.779
sub_71	0.001043656690016274	0.006226561947215737	25.202597	20.45670097326523	106.70740934011116	517.4585116490732	0.9954021	0.0	512.353	475.23	486.582	455.858	566.94	623.475	606.773	465.739	382.42	462.915	479.721	714.009	602.794
sub_72	0.015318757517865987	0.0318437164150915	23.378664	4.46499592937543	105.01411174048184	718.2890173451883	0.90346104	0.0	659.451	882.509	779.369	627.284	652.938	609.079	881.473	836.411	727.789	678.875	653.079	607.366	747.251
sub_73	0.005359796221609	0.014739439609424752	24.54457	3.125111830753144	143.37045325655063	980.7134108365819	0.97191316	0.0	969.689	1160.78	1023.53	835.907	854.497	943.534	1174.99	1131.81	995.405	904.352	856.768	774.242	1007.95
sub_74	0.48611405929385126	0.6306344553001314	23.425406	10.439153422953378	1.4451084376246726	224.87657672311363	0.008233056	0.0	237.539	229.556	236.099	229.89	238.997	226.232	215.748	213.705	215.484	218.264	222.247	191.207	223.726
sub_75	0.0005483619896695677	0.005355714122430319	25.367601	10.093447890859835	107.66354073483234	662.4449030452537	0.99783856	0.0	564.542	635.097	753.614	803.099	591.182	579.265	625.436	621.768	726.182	825.716	717.195	613.705	613.059
sub_76	0.0007075638576381518	0.005355714122430319	24.685959	4.714670853478767	40.278091659651196	264.5869211516032	0.99735826	0.0	279.182	333.72	302.509	252.742	258.332	210.368	258.222	331.108	278.217	252.974	240.552	246.887	261.528
sub_77	0.0005483619896695677	0.005355714122430319	22.657957	9.736539846766396	36.77072885846615	751.9759552147228	0.9978765	0.0	750.461	737.017	784.565	787.006	730.441	721.545	729.356	757.497	792.697	751.531	703.893	716.062	707.63
sub_78	0.008349253520130192	0.020119843026717515	27.079203	4.309788957049387	62.463288716241934	575.242939942219	0.95504236	0.0	596.458	623.338	631.102	561.745	514.877	536.825	649.167	619.318	682.145	605.239	590.87	515.741	500.05
sub_79	0.0009729003042524588	0.006226561947215737	24.751806	21.66654774128612	444.98421344907155	749.0549659339576	0.99611425	0.0	922.02	724.281	318.57	460.935	929.962	1154.81	1105.14	688.394	358.623	381.218	840.372	802.717	1227.64
sub_80	0.01183400551899809	0.025819648405086743	23.253626	9.992509655347193	27.76233842227071	362.2962433048193	0.9318781	0.0	368.651	358.685	401.327	394.62	360.841	348.745	329.308	386.935	380.688	379.975	338.455	342.735	323.017
sub_81	0.0009729003042524588	0.006226561947215737	25.26085	1.6081557153826	126.80391435770005	372.40223649982926	0.9962375	0.0	521.033	465.149	467.932	237.569	305.18	399.414	488.058	466.987	409.215	270.65	219.29	340.571	374.576
sub_82	0.008526144484539729	0.020264123480001218	25.061867	1.994359989002437	165.89846264021935	603.4897355005166	0.95377	0.0	744.273	698.15	744.478	374.771	580.351	607.942	723.026	803.487	703.77	453.051	367.302	587.447	614.308
sub_83	0.07225995896129625	0.12182015216346961	26.284836	0.836672309676905	149.46626581443013	725.2447612740762	0.45114714	0.0	805.369	766.309	830.863	527.285	644.666	784.529	902.511	803.954	854.324	654.353	493.253	631.527	722.304
sub_84	0.006297318332979552	0.01633898810719019	26.245676	0.4177129076657879	92.8830826362653	469.5038697138629	0.96621233	0.0	490.181	530.538	459.698	360.776	397.96	515.495	547.518	535.19	509.738	412.235	297.974	415.305	480.13
sub_85	0.060832802660440104	0.10411578542856524	26.360659	0.0	75.84010951555331	492.51098376520633	0.52308166	0.0	505.524	516.786	512.239	389.813	444.273	524.922	609.21	529.969	527.004	454.281	360.112	455.622	497.434
sub_86	0.004227694049387957	0.012647152736979273	24.436682	3.1113749542944142	213.97327204727088	1149.2576962575067	0.9785461	0.0	1348.6	1370.69	1352.87	962.758	1029.09	1168.71	1235.07	1282.71	1231.7	1028.02	738.906	1064.34	1141.76
sub_87	0.009729003042524588	0.0225303228353201	25.364508	2.4221320653574607	210.09765706233526	1031.5886500164872	0.94788575	0.0	1101.01	1242.27	1103.03	810.614	895.783	980.243	1199.7	1155.35	1048.95	943.868	687.935	896.87	875.262
sub_88	0.025808391707351587	0.04991513121421846	25.57909	0.814207726427544	169.57456779183943	1100.4442611754366	0.81868595	0.0	1246.23	1213.49	1173.18	844.776	1055.24	1218.47	1241.55	1169.26	1310.48	988.723	841.369	1064.58	1176.23
sub_89	0.039835845185027946	0.07227947167592699	26.4355	25.66477625330754	272.098155972824	1002.7436292718945	0.69399697	0.0	1031.24	970.653	1002.7	690.317	848.015	1117.71	1350.94	1220.1	1157.95	792.046	651.393	952.647	1102.98
sub_90	0.07654072030000708	0.12803860611711348	25.599598	0.8148605103738195	146.03297642581634	572.9196859967184	0.42778128	0.0	539.422	543.425	615.492	361.866	453.549	583.601	737.105	705.638	623.588	479.944	338.305	516.566	584.272
sub_91	0.014522748178023067	0.03036836054651952	25.735271	0.8191791327386314	150.94174073675117	597.993320195234	0.9090987	0.0	603.563	681.183	603.357	389.398	470.49	670.607	733.601	736.266	658.55	511.725	377.689	533.17	602.887
sub_92	0.0379784900587278	0.0697483226122027	25.617521	0.8154310284860915	218.88708941825422	865.6999364048131	0.71318287	0.0	844.376	954.479	864.036	576.807	692.23	919.038	1125.71	1033.14	914.663	712.431	566.55	792.181	836.03
sub_93	0.008526144484539729	0.020264123480001218	26.468496	1.2637776077869534	85.37108408967484	419.64226823219724	0.953727	0.0	526.011	461.958	498.416	336.222	389.476	381.553	550.274	504.841	432.223	436.55	311.885	371.966	427.537
sub_94	0.039694332413500316	0.07214666958460643	24.289598	2.7060667629916364	111.03948406898311	574.3789435011906	0.69584584	0.0	627.866	672.89	702.637	430.117	511.362	651.87	694.122	681.797	604.621	515.605	390.661	540.11	563.094
sub_95	0.035342814689025684	0.0654772145817739	24.964888	1.1919855804901385	147.90924889440998	844.7783087133294	0.733828	0.0	883.042	920.262	907.346	597.767	729.818	937.216	1030.24	977.057	843.475	778.422	624.703	838.733	855.127
sub_96	0.030159909431826223	0.056872972071443734	25.59909	0.40742218038549094	70.15484997498483	336.61873553472856	0.78052366	0.0	361.954	367.01	350.705	252.595	284.824	378.855	420.603	398.542	320.818	312.373	222.027	325.747	331.012
sub_97	0.001821976933418241	0.008050241178617835	26.346563	0.0	132.39475076656598	480.9018880042962	0.99116653	0.0	638.65	557.49	456.896	294.62	398.959	529.333	549.459	522.677	455.439	413.99	281.95	417.367	427.073
sub_98	0.011586358168824737	0.025539238526235502	26.57632	0.42297528003551776	80.60204326622556	319.877896793823	0.933989	0.0	393.913	372.901	347.521	245.782	274.69	349.296	438.663	358.671	341.05	321.268	199.358	289.162	326.301
sub_99	0.004439963206679403	0.013060170323825764	25.819344	1.2327828468177582	98.9196776742879	505.54037473669996	0.9772042	0.0	650.072	582.866	565.823	406.777	478.673	528.009	552.836	578.119	502.322	466.557	352.985	464.691	497.103
sub_100	0.004103870374301281	0.012453123894431473	25.484518	25.147119524959475	90.26756514675964	485.5886905961473	0.9789883	0.0	575.683	545.258	469.746	363.774	437.06	593.593	562.707	553.573	475.113	404.939	400.552	476.936	462.454
sub_101	0.0009021439184886436	0.006226561947215737	24.799948	0.3947034271026415	153.0036568535262	810.87288826951	0.9964167	0.0	860.765	849.102	777.105	609.632	709.328	877.626	964.704	920.407	741.859	721.005	533.021	818.831	978.01
sub_102	0.008596900870303546	0.020264123480001218	23.908918	0.7610445088550033	407.21802871249633	1864.0910654674708	0.95254135	0.0	1733.15	2028.87	1660.54	1370.9	1580.44	2005.62	2429.61	2329.41	1722.35	1605.56	1668.55	1970.76	2360.64
sub_103	0.02343805278426378	0.04583441433367139	25.29423	0.0	156.95001152268674	750.6862673845095	0.83618724	0.0	737.79	828.906	706.414	508.294	667.863	798.141	1046.77	939.031	711.203	663.893	582.074	740.366	831.25
sub_104	0.002777188141229746	0.010009251457810963	25.71061	24.96102054806575	217.71937533619658	824.0943489492765	0.98647785	0.0	914.522	952.318	678.053	525.566	697.75	950.603	1124.75	1071.12	712.056	719.14	674.097	766.492	929.739
sub_105	0.0018750442227411024	0.008182011153779357	24.136927	0.7683022375106625	251.4650832127516	1156.3918927062907	0.99056786	0.0	1196.6	1324	1109.44	878.672	1049.86	1258.62	1478.78	1411.94	1056.58	1056.38	921.017	1213.21	1396.65
sub_106	0.015318757517865987	0.0318437164150915	24.261839	0.7722783182994993	104.83429754694598	624.3873511990913	0.90352994	0.0	586.784	693.312	593.307	484.963	588.094	680.771	741.069	741.567	605.675	546.265	518.905	643.104	702.017
sub_107	0.006721856647562443	0.016900668142442715	25.351437	0.8069612903513126	77.93068563508291	348.1959085396917	0.9637867	0.0	396.68	403.55	375.444	245.956	328.857	379.296	427.491	418.149	352.923	287.252	229.771	337.617	359.672
sub_108	0.020200948135569236	0.04017363697017159	23.98061	1.526653041182598	115.38026567153054	672.4315772152354	0.8644971	0.0	682.749	770.315	681.325	482.916	622.87	737.427	817.294	815.859	628.876	565.82	514.824	672.999	680.666
sub_109	0.01291304040189627	0.027715794033338337	22.152626	3.525699936349894	97.22522431537152	549.6950998134815	0.9240147	0.0	562.468	615.785	578.589	409.971	528.236	524.542	692.333	654.497	546.833	480.325	454.139	618.021	624.187
sub_110	0.038314582891105925	0.07012166296881778	23.779821	2.6492732846970357	110.42748565168687	598.7764936803263	0.71081513	0.0	637.029	692.714	645.539	404.396	607.278	584.689	687.309	700.313	640.043	499.057	370.581	620.215	623.991
sub_111	0.0050237033892308785	0.014376777178937148	25.809702	0.8215483280451329	98.73438511996842	633.6245325857502	0.9744502	0.0	715.965	719.438	639.523	426.979	592.267	651.204	712.786	761.288	645.504	558.042	526.17	601.946	619.401
sub_112	0.00015920186796858417	0.004002789823210116	25.726307	1.2283406739199598	54.486421098961145	207.88575515087564	0.99842525	0.0	248.193	262.653	214.817	147.215	182.685	200.944	269.62	248.021	237.537	172.291	146.047	182.253	222.721
sub_113	0.0007252529540791057	0.005355714122430319	25.55959	0.8135869988357733	63.261546952393566	345.60343804910724	0.9966653	0.0	409.203	411.446	354.179	260.569	303.972	371.21	390.517	388.459	334.673	322.765	268.573	322.181	335.119
sub_114	0.008579211773862592	0.020264123480001218	24.497618	0.389891695436151	65.98563925276517	360.75077939465604	0.9531295	0.0	407.638	421.256	373.471	249.269	351.013	418.464	437.647	406.804	340.878	282.513	316.273	338.218	376.605
sub_115	0.06461826929880422	0.1097056147580985	25.145735	0.8004135978053716	47.26143208421927	339.8128299374817	0.4982097	0.0	349.139	384.166	351.848	236.02	327.017	411.06	364.903	380.986	367.238	302.326	242.704	313.716	346.705
sub_116	0.008526144484539729	0.020264123480001218	25.788345	0.4104342634530702	124.17779792372188	521.4465738308438	0.95376366	0.0	645.004	634.475	538.053	360.456	437.679	625.502	631.065	560.494	518.867	462.603	357.287	459.573	479.401
